MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nスタルーク\x022\n\x0E\x03\x02\x0C\nスタルーク\nVotre Divinité, attention ! Un loup !\x0E\x04\x00\x00
MID_RELIANCE_B_#005	\x0E\x03\x02\x0A\x08リュール\nEt... pourquoi faites-vous ça ?\x0E\x04\x00\x00
MID_RELIANCE_B_#006	\x0E\x03\x02\x0C\nスタルーク\nJe me tiens prêt au cas où je devrais m'excuser\npour quelque chose.\x0E\x04\x00\x00
MID_RELIANCE_B_#007	\x0E\x03\x02\x0A\x08リュール\nOh, pour l'amour de... Inutile de faire ça !\nJe viens juste pour discuter de cet incident\navec le loup.\x0E\x04\x00\x00
MID_RELIANCE_B_#008	\x0E\x03\x02\x0C\nスタルーク\nOh ? Et à quel propos ?\x0E\x04\x00\x00
MID_RELIANCE_B_#009	\x0E\x03\x02\x0A\x08リュール\nJe dois vous faire comprendre quelque chose.\nJe ne vaux pas mieux que vous, et vous ne\nvalez pas moins que moi.\x0E\x04\x00\x00
MID_RELIANCE_B_#010	\x0E\x03\x02\x0A\x08リュール\nNous sommes égaux. Gardez cela en tête\net agissez en conséquence, d'accord ?\x0E\x04\x00\x00
MID_RELIANCE_B_#011	\x0E\x03\x02\x0C\nスタルーク\nJ'aimerais pouvoir obéir à cet ordre, mais...\nce n'est tout simplement pas ce que je crois.\x0E\x04\x00\x00
MID_RELIANCE_B_#012	\x0E\x03\x02\x0A\x08リュール\nAllez... Pourquoi est-ce si difficile pour vous\nde l'accepter ?\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x0C\nスタルーク\nJe suis tellement désolé de vous décevoir,\nVotre Divinité.\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x0A\x08リュール\nJ'imagine qu'on n'y peut rien. Ça me préoccupe,\nmais vous arrivez à vos fins. Continuez à faire\nles choses à votre façon.\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x0C\nスタルーク\nÀ ma façon ? Vous êtes sûr\x0E\x0A\x00\x06
MID_RELIANCE_B_#016	\x0E\x03\x02\x0C\nスタルーク\nJe sais que j'ai tendance à gâcher l'ambiance\net que j'ai du mal à accepter les compliments.\x0E\x04\x00\x00
MID_RELIANCE_B_#017	\x0E\x03\x02\x0C\nスタルーク\nJe suis loin d'avoir l'assurance de mon frère,\net je suis sûr que mon caractère hésitant\nfrustre les gens.\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x0C\nスタルーク\nMalgré tout ça... vous pensez vraiment que\nje devrais continuer à faire les choses...\nà ma façon ?\x0E\x04\x00\x00
MID_RELIANCE_B_#019	\x0E\x03\x02\x0A\x08リュール\nJe le pense.\x0E\x04\x00\x00
MID_RELIANCE_B_#020	\x0E\x03\x02\x0A\x08リュール\nMais j'espère qu'un jour, vous finirez par\naccepter ce que je vous ai dit.\x0E\x04\x00\x00
MID_RELIANCE_B_#021	\x0E\x03\x02\x0C\nスタルーク\nTrès bien. Merci de votre conseil,\nVotre Divinité...\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nスタルーク\x022\n\x0E\x03\x02\x0A\x08リュール\nAlcryst ! Un autre loup !\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x0A\x08リュール\nIl vient vers vous ! Faites attention !\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x0C\nスタルーク\nOui. Je le vois.\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x0A\x08リュール\nPourquoi restez-vous là ?! Il faut nous mettre\nà l'abri !\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x0C\nスタルーク\nTout va bien, Votre Divinité. Je m'en occupe.\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x0C\nスタルーク\nTu sens ça, mon grand ? J'ai de la viande\nséchée pour toi. Allez, mange...\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x0A\x08リュール\nJe n'arrive pas à le croire. Alcryst vient\nd'apprivoiser un loup !\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x0C\nスタルーク\nC'est le même loup que celui qui vous a\nattaqué\x0E\x0A\x00\x06
MID_RELIANCE_A_#009	\x0E\x03\x02\x0C\nスタルーク\nTu ferais mieux de retourner dans la montagne,\nmaintenant. Fais attention à toi, d'accord ?\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x0A\x08リュール\nQuand êtes-vous devenus amis, tous les deux ?\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x0C\nスタルーク\nJe viens souvent ici pour m'entraîner à l'arc.\nIl apparaissait régulièrement pour me regarder.\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0C\nスタルーク\nAu début, la tension entre nous était palpable,\nmais je me suis souvenu de votre conseil.\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x0A\x08リュール\nDe quel conseil ?\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x0C\nスタルーク\nVous m'avez dit de faire les choses à ma façon.\nJe ne comptais pas attaquer le loup, alors je me\nsuis détendu.\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x0C\nスタルーク\nIl a dû le sentir car lui aussi s'est détendu,\nd'une certaine façon. Maintenant, c'est comme\nsi nous étions amis.\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x0A\x08リュール\nAlcryst ! C'est stupéfiant !\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x0C\nスタルーク\nMerci. Tout ça, c'est grâce à votre aide.\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x0C\nスタルーク\nOh ! Mais que suis-je en train de faire ?!\nRemercier le Dragon divin avec une\ntelle désinvolture ! Je devrais...\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x0A\x08リュール\nJe vous en prie, Alcryst, ne vous jetez plus\nà mes pieds.\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x0C\nスタルーク\nHein ?\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x0A\x08リュール\nNe le prenez pas mal. Vos excuses sont\nimpressionnantes, mais vous pourriez vous\nen tenir à... vous tenir debout plus souvent.\x0E\x04\x00\x00
MID_RELIANCE_A_#022	\x0E\x03\x02\x0A\x08リュール\nSi vous voulez vraiment me remercier, ce loup\nsemblait extrêmement amical avec vous ...\x0E\x04\x00\x00
MID_RELIANCE_A_#023	\x0E\x03\x02\x0A\x08リュール\nVous pouvez m'aider à m'en faire un ami ?\x0E\x04\x00\x00
MID_RELIANCE_A_#024	\x0E\x03\x02\x0C\nスタルーク\nÇa devrait être facile. Prenez de la viande\nséchée avec vous, la prochaine fois. Nous\npourrons alors tous jouer ensemble.\x0E\x04\x00\x00
MID_RELIANCE_A_#025	\x0E\x03\x02\x0A\x08リュール\nC'est ce que je ferai. J'ai hâte d'y être.\nMerci, Alcryst.\x0E\x04\x00\x00
MID_RELIANCE_S_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nスタルーク\x022\n\x0E\x03\x02\x0C\nスタルーク\nPardonnez-moi... Votre Divinité ?\x0E\x04\x00\x00
MID_RELIANCE_S_#002	\x0E\x03\x02\x0A\x08リュール\nAlcryst ? Qu'y a-t-il ?\x0E\x04\x00\x00
MID_RELIANCE_S_#003	\x0E\x03\x02\x0C\nスタルーク\nEuh... Hmm... Eh bien, vous voyez...\x0E\x04\x00\x00
MID_RELIANCE_S_#004	\x0E\x03\x02\x0A\x08リュール\nVous vous êtes retenu de vous prosterner !\nBravo, Alcryst.\x0E\x04\x00\x00
MID_RELIANCE_S_#005	\x0E\x03\x02\x0C\nスタルーク\nOui. Je dois tâcher de garder la tête haute.\x0E\x04\x00\x00
MID_RELIANCE_S_#006	\x0E\x03\x02\x0C\nスタルーク\nJe vous en prie, Votre Divinité, regardez ceci.\x0E\x04\x00\x00
MID_RELIANCE_S_#007	\x0E\x03\x02\x0A\x08リュール\nOh ! Quelle magnifique gemme ! Sa couleur\nest si mystérieuse.\x0E\x04\x00\x00
MID_RELIANCE_S_#008	\x0E\x03\x02\x0C\nスタルーク\nC'est une pierre qui vient de Brodia. Cette teinte\nest assez rare, avec ce mélange de rouge et de\nbleu...\x0E\x04\x00\x00
MID_RELIANCE_S_#009	\x0E\x03\x02\x0C\nスタルーク\nMon père me l'a offerte à ma naissance.\nIl disait qu'elle me ressemblait.\x0E\x04\x00\x00
MID_RELIANCE_S_#010	\x0E\x03\x02\x0A\x08リュール\nAh, je vois ! Elle est assortie à vos cheveux\nbleus et à vos yeux rouges, c'est ça ? Elle\nvous convient parfaitement.\x0E\x04\x00\x00
MID_RELIANCE_S_#011	\x0E\x03\x02\x0C\nスタルーク\nM-Mais, vos propres traits s'en rapprochent\nencore davantage, Votre Divinité. La couleur\nest répartie différemment, mais...\x0E\x04\x00\x00
MID_RELIANCE_S_#012	\x0E\x03\x02\x0C\nスタルーク\nQuand je la regarde, elle me fait penser à vous.\nJe vois quelqu'un que je chéris et qui m'a dit\nque j'avais le droit d'être moi-même.\x0E\x04\x00\x00
MID_RELIANCE_S_#013	\x0E\x03\x02\x0A\x08リュール\nEh bien. Quelqu'un que vous chérissez ?\x0E\x04\x00\x00
MID_RELIANCE_S_#014	\x0E\x03\x02\x0C\nスタルーク\nMon père m'a dit que je devrais choisir une\npersonne importante à qui donner cette pierre,\nun jour. Alors...\x0E\x04\x00\x00
MID_RELIANCE_S_#015	\x0E\x03\x02\x0C\nスタルーク\nVotre Divinité... Je vous prie de l'accepter en\ngage de... eh bien, en gage de ce que vous\nreprésentez pour moi.\x0E\x04\x00\x00
MID_RELIANCE_S_#016	\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x00\x00
MID_RELIANCE_S_#017	\x0E\x03\x02\x0A\x08リュール\nMerci, Alcryst. J'accepte votre cadeau avec joie.\x0E\x04\x00\x00
MID_RELIANCE_S_#018	\x0E\x03\x02\x0C\nスタルーク\n...\x0E\x04\x00\x00
MID_RELIANCE_S_#019	\x0E\x03\x02\x0A\x08リュール\nMaintenant, à mon tour. J'aimerais vous donner\ncet anneau.\x0E\x04\x00\x00
MID_RELIANCE_S_#020	\x0E\x03\x02\x0C\nスタルーク\nC'est l'Anneau du Pacte...\x0E\x04\x00\x00
MID_RELIANCE_S_#021	\x0E\x03\x02\x0A\x08リュール\nEn effet. Et il est à vous à présent.\x0E\x04\x00\x00
MID_RELIANCE_S_#022	\x0E\x03\x02\x0A\x08リュール\nPrince Alcryst... En ma qualité de Dragon divin,\nje vous remets ce symbole du lien spécial qui\nexiste entre nous.\x0E\x04\x00\x00
MID_RELIANCE_S_#023	\x0E\x03\x02\x0A\x08リュール\nSoyons à jamais frères d'armes en temps\nde guerre, et partenaires en temps de paix.\x0E\x04\x00\x00
MID_RELIANCE_S_#024	\x0E\x03\x02\x0C\nスタルーク\nJe ne...\x0E\x04\x00\x00
MID_RELIANCE_S_#025	\x0E\x03\x02\x0A\x08リュール\nVous ne... ?\x0E\x04\x00\x00
MID_RELIANCE_S_#026	\x0E\x03\x02\x0C\nスタルーク\nJe n'arrive pas à y croire ! C'est formidable !\nFantastique ! Extraordinaire !\x0E\x04\x00\x00
MID_RELIANCE_S_#027	\x0E\x03\x02\x0C\nスタルーク\nJe pensais avoir fait fort, mais votre réponse\néclipse totalement mon geste !\x0E\x04\x00\x00
MID_RELIANCE_S_#028	\x0E\x03\x02\x0C\nスタルーク\nEt ça ne me met même pas mal à l'aise !\nJe suis si heureux ! M-Merci, Votre Divinité...\x0E\x04\x00\x00
MID_RELIANCE_S_#029	\x0E\x03\x02\x0A\x08リュール\nOh, Alcryst, ne pleurez pas !\x0E\x04\x00\x00
MID_RELIANCE_S_#030	\x0E\x03\x02\x0C\nスタルーク\nJe ne pleurerai pas. C'est promis. Je ferai\nen sorte de garder la tête haute. Pour vous,\net pour moi.\x0E\x04\x00\x00
MID_RELIANCE_S_#031	\x0E\x03\x02\x0C\nスタルーク\nEnfin, plus haute qu'avant, au moins.\x0E\x04\x00\x00
MID_RELIANCE_S_#032	\x0E\x03\x02\x0A\x08リュール\nJe suppose que c'est un début.\x0E\x04\x00\x00
MID_RELIANCE_S_#033	\x0E\x03\x02\x0C\nスタルーク\nEt je deviendrai plus fort ! Malgré l'image que\nje renvoie, je suis un prince de Brodia...\x0E\x04\x00\x00
MID_RELIANCE_S_#034	\x0E\x03\x02\x0C\nスタルーク\nEn tant que fils du royaume des guerriers,\nje dois devenir un allié sur lequel vous pouvez\ncompter...\x0E\x04\x00\x00
MID_RELIANCE_S_#035	\x0E\x03\x02\x0C\nスタルーク\nEt je m'engage à toujours vous protéger,\nDragon divin \x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_RELIANCE_S_#036	\x0E\x03\x02\x0A\x08リュール\nToujours aussi prévenant, Alcryst.\x0E\x04\x00\x00
MID_RELIANCE_S_#037	\x0E\x03\x02\x0C\nスタルーク\nSans la moindre hésitation.\nJ'en fais le serment sur cet anneau.\x0E\x04\x00\x00
MID_RELIANCE_S_#038	\x0E\x03\x02\x0A\x08リュール\nJe vous crois, Alcryst. Merci.\x0E\x04\x00\x00
MID_RELIANCE_S_#039	\x0E\x03\x02\x0C\nスタルーク\nJusqu'au bout, je veux me tenir fièrement\nà vos côtés et devenir le meilleur des princes.\x0E\x04\x00\x00
