MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x12\x0Cオルテンシア\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nAh, te voilà, Clanne !\x0E\x04\x00\x00
MID_RELIANCE_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x12\x0Cオルテンシア\x022\n\x0E\x03\x02\x08\x06クラン\nPrincesse Hortensia, je peux vous demander\npourquoi vous tenez à avoir un fan-club ?\x0E\x04\x00\x00
MID_RELIANCE_B_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nPourquoi ? C'est simple.\x0E\x04\x00\x00
MID_RELIANCE_B_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nJ'ai déjà dit à tout le monde que j'en avais un.\x0E\x04\x00\x00
MID_RELIANCE_B_#004	\x0E\x03\x02\x0E\x0Cオルテンシア\nEt donc, si je n'en ai pas un rapidement, c'est\ncomme si je leur avais menti. Et je ne suis pas\nune menteuse !\x0E\x04\x00\x00
MID_RELIANCE_B_#005	\x0E\x03\x02\x08\x06クラン\nJe vois...\x0E\x04\x00\x00
MID_RELIANCE_B_#006	\x0E\x03\x02\x0E\x0Cオルテンシア\nVoilà pourquoi j'ai besoin de ton aide.\nEssaierais-tu de me dire que tu ne veux\npas m'aider ?\x0E\x04\x00\x00
MID_RELIANCE_B_#007	\x0E\x03\x02\x08\x06クラン\nÇa n'est pas que je ne veux pas...\x0E\x04\x00\x00
MID_RELIANCE_B_#008	\x0E\x03\x02\x08\x06クラン\nMais les fan-clubs s'organisent autour\nde quelqu'un qu'on admire profondément.\x0E\x04\x00\x00
MID_RELIANCE_B_#009	\x0E\x03\x02\x0E\x0Cオルテンシア\nEh bien... admire-moi ! Quel est le problème ?\x0E\x04\x00\x00
MID_RELIANCE_B_#010	\x0E\x03\x02\x08\x06クラン\nOh, euh...\x0E\x04\x00\x00
MID_RELIANCE_B_#011	\x0E\x03\x02\x08\x06クラン\nC'est pas facile d'encourager quelqu'un qui...\ndisons... n'a rien fait pour.\x0E\x04\x00\x00
MID_RELIANCE_B_#012	\x0E\x03\x02\x0E\x0Cオルテンシア\nOh, mais dis donc ! Insinuerais-tu que je ne\nmérite pas tes louanges et ta dévotion ?!\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x08\x06クラン\nJe suis désolé...\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x0E\x0Cオルテンシア\nAh... Très bien, je comprends.\nJ'abandonne l'idée.\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x0E\x0Cオルテンシア\nTe contraindre à fonder un fan-club serait\npitoyable et déplacé. Désolée de t'avoir fait\nperdre ton temps.\x0E\x04\x00\x00
MID_RELIANCE_B_#016	\x0E\x03\x02\x08\x06クラン\nJ-Je vous en prie...\x0E\x04\x00\x00
MID_RELIANCE_B_#017	\x0E\x03\x02\x0E\x0Cオルテンシア\nJe dois même admettre, Clanne, que j'aime\nton honnêteté. Parfois, cela fait du bien de\ns'entendre dire « non ».\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x08\x06クラン\n...\x0E\x04\x00\x00
MID_RELIANCE_B_#019	\x0E\x03\x02\x0E\x0Cオルテンシア\nSur ce, j'y retourne. J'ai des excuses à formuler\npour un certain nombre de mensonges.\x0E\x04\x00\x00
MID_RELIANCE_B_#020	\x0E\x03\x02\x08\x06クラン\nC'est... admirable...\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x12\x0Cオルテンシア\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nClanne ? Qu'est-ce que tu fais ?\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x08\x06クラン\nPrincesse Hortensia ?!\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nDésolée de t'avoir fait peur ! Si tu es nerveux\nà propos de l'autre fois, sache que je ne t'en\nveux pas.\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x0E\x0Cオルテンシア\nJ'ai dit à tout le monde que j'avais inventé cette\nhistoire de fan-club. Ils ont répondu qu'ils s'en\ndoutaient, alors...\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x0E\x0Cオルテンシア\nOn dirait qu'ils me prennent déjà pour\nune menteuse. C'est blessant.\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x08\x06クラン\nÀ ce sujet... j'aimerais vous montrer quelque\nchose, Princesse Hortensia.\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x0E\x0Cオルテンシア\nHm ? Un bout de papier ?\nQuelque chose y est écrit...\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x0E\x0Cオルテンシア\n« Société d'estime de la princesse Hortensia...\nPrésident du club... Clanne. »\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x0E\x0Cオルテンシア\nC'est... une carte de membre ?\nTu l'as fabriquée ?\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x08\x06クラン\nQuand on a discuté, vous étiez autoritaire,\nmais avec un fond de gentillesse. Et vous avez\nadmis vos erreurs !\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x08\x06クラン\nEt... j'ai trouvé ça chouette. Alors j'ai fondé\nun fan-club.\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0E\x0Cオルテンシア\nOh, Clanne...\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x08\x06クラン\nC'est peut-être trop tard, mais je vous\nencouragerai, Princesse Hortensia.\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x0E\x0Cオルテンシア\n... Effectivement, ça vient tard.\nMais il n'empêche...\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x0E\x0Cオルテンシア\nAaaah, je suis aux anges ! Merci, Clanne !\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x08\x06クラン\nBon, il faut maintenant que le fan-club se fasse\nconnaître ! Je suis certain qu'il va attirer\nbeaucoup de monde !\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x0E\x0Cオルテンシア\nEn fait... j'aimerais que mon fan-club se limite\nà un seul membre, pendant quelque temps.\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x08\x06クラン\nVraiment ? Pourquoi ?\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x0E\x0Cオルテンシア\nCommençons d'abord par l'évidence...\nsi c'est MON fan-club, des millions de fans\nfiniront par affluer.\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x0E\x0Cオルテンシア\nAlors autant profiter de ce comité restreint tant\nque j'en ai encore l'occasion, tu ne crois pas ?\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x08\x06クラン\nOh... ça serait agréable...\x0E\x04\x00\x00
MID_RELIANCE_A_#022	\x0E\x03\x02\x08\x06クラン\nTrès bien, je serai donc le meilleur fan-club\nà membre unique possible !\x0E\x04\x00\x00
MID_RELIANCE_A_#023	\x0E\x03\x02\x0E\x0Cオルテンシア\nJe n'en attends pas plus du président\nde mon fan-club.\x0E\x04\x00\x00
