MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nLes combats ne sont pas près de cesser.\nSi vous êtes submergé\x0E\x0A\x00\x06
MID_GR_Clan_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06クラン\nVous ne souriez jamais. D'ailleurs, vous êtes\ntoujours si impassible qu'on ne sait pas ce que\nvous pensez. Mais vous êtes très sympa, en fait.\x0E\x04\x00\x00
MID_GR_Clan_A_#002	\x0E\x03\x02\x08\x06ベレト\nQu'ai-je bien pu faire pour vous donner\ncette impression ?\x0E\x04\x00\x00
MID_GR_Clan_A_#003	\x0E\x03\x02\x08\x06クラン\nVous faites toujours attention à moi,\nvous me dites bonjour, et vous me traitez\nd'égal à égal. Ça me fait très plaisir.\x0E\x04\x00\x00
MID_GR_Clan_A_#004	\x0E\x03\x02\x08\x06ベレト\nJe suis heureux que vous le preniez ainsi.\nJ'espère que nous pourrons continuer\nnotre coopération.\x0E\x04\x00\x00
MID_GR_Fram_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06フラン\nProfesseur ! Je suis surexcitée de vous\nvoir ici, de notre côté ! Je mourais d'envie\nde vous serrer la main !\x0E\x04\x00\x00
MID_GR_Fram_C_#002	\x0E\x03\x02\x08\x06ベレト\nJ'aimerais vous accorder ce plaisir,\nmais nous devrons nous contenter\nde nous saluer en levant la main.\x0E\x04\x00\x00
MID_GR_Fram_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06フラン\nAh, Professeur, j'ai recommencé ! J'ai voulu\nrendre service, je vous le jure, et au lieu de\nça, j'ai fait une bourde monumentale.\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x08\x06ベレト\nCe n'est rien. Si vous apprenez de vos\néchecs, vous les transformerez en autant\nde réussites.\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06フラン\nVous êtes tellement gentil... Je parie que vos\nélèves adoraient vous avoir comme professeur.\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x08\x06ベレト\nJ'aimais bien être professeur. Et à vrai dire,\nj'ai aussi beaucoup appris de mes élèves.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x08\x06ベレト\nVous aussi, Framme, m'avez beaucoup\nappris. Et je vous en suis reconnaissant.\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x08\x06フラン\nOh, vous allez me faire rougir. Si quelqu'un\ndoit être reconnaissant ici, c'est moi.\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nJ'ai effectué tout cet entraînement afin de\npouvoir me battre pour mon pays. Mais ça\nne me fait pas plaisir d'en arriver là.\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x08\x06ベレト\nAlors hâtons-nous de mettre un terme à cette\nguerre, afin que nous puissions remiser nos\népées une fois pour toutes.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nYah ! Yah ! Grrr, yah ! Pffiou ! Je crois que\nça suffira pour aujourd'hui, si tel est aussi\nvotre sentiment.\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x08\x06ベレト\nVous ne semblez jamais las de l'entraînement.\nVotre endurance est-elle donc à toute épreuve ?\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nAlfred ? Vous semblez ruminer quelque chose.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nJe me demandais si vous aviez aussi\ndu mal à bâtir votre musculature.\nÇa doit être de famille, non ?\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x08\x06ベレト\nEn fait, mon père était plutôt costaud.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\nQuoi ? Alors un jour, vous le serez vous aussi !\nSi vous saviez comme je vous envie. Je veux\nvoir le résultat quand le jour sera venu !\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nVous voilà, Boucheron. Alfred vous demande.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nAh, merci. Euh, juste un instant... pouvez-vous\nm'indiquer où il est, exactement ?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nVous devez revenir de votre entraînement pour\nêtre autant en sueur. Vous ne faites pas les\nchoses à moitié.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0C\nブシュロン\nSi seulement. En fait, je me suis perdu et j'ai\nerré toute la nuit pour retrouver ma chambre !\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nJe vois que vous savez pêcher. C'est une\nchose que je n'ai pas faite depuis longtemps.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0C\nブシュロン\nVous aimez aussi la pêche ? Parfait ! Vous\npourrez m'accompagner au lac, la prochaine\nfois.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\nMais vous risquez de vous ennuyer à seulement\nregarder...\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x08\x06ベレト\nPas du tout. J'ai hâte d'y être.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nエーティエ\nDésolée, ça vous ennuie si on reporte cette\ndiscussion à plus tard ? Je dois me concentrer\nsur mon entraînement musculaire, là.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x08\x06ベレト\nJe ne vous ai pas déjà vue vous entraîner\ntout à l'heure ? Vous faites preuve de tant\nde zèle, je croirais voir mes étudiants.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nJe me répète peut-être, mais le zèle dont Alfred\net vous faites preuve à l'entraînement me\nrappelle mes étudiants.\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0C\nエーティエ\nIls ont eu l'occasion de croiser le fer avec\nvous, j'imagine... Ça, c'est du séminaire ou\nje ne m'y connais pas !\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nVous vous mettez à table ? Encore ? Mais on ne\nvient pas de manger tous ensemble ?\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0C\nエーティエ\nIl faut se sustenter en proportion des efforts\nfournis lors des séances d'exercices, ou on\nrisque de perdre de la masse musculaire.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nAprès tout ce que j'ai fait pour mes chers\nabdos, je fondrais en larmes s'il leur arrivait\nquoi que ce soit.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x08\x06ベレト\nÇa tient debout. Vous ne laissez rien au hasard.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nIl paraît que vous étiez autrefois un grand\namateur de thé. De quelles conversations\nagrémentiez-vous vos dégustations ?\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x08\x06ベレト\nEh bien... Nous évoquions nos privilèges ainsi\nque nos sujets de plainte, ou encore les béguins\nqui nous agitaient. Rien d'extraordinaire.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nVous semblez fort joyeuse. Que nous\nvaut cette bonne humeur ?\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x0A\x08セリーヌ\nL'oiseau que j'observe parfois est venu se\nposer sur mon épaule. Il m'a fait une joie\nque je n'attendais plus !\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nVoulez-vous jeter un œil à ceci, Byleth ?\nJe comptais vous l'offrir.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x08\x06ベレト\nUne fleur ? Pourquoi ?\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nJ'ai pensé que cette pivoine vous consolerait\nd'être privé du plaisir de siroter vos thés favoris.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x08\x06ベレト\nC'est une gentille attention, Céline, merci.\nJe trouve cette fleur magnifique.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nDésolé d'avoir sollicité vos services, Louis,\nmais vous m'avez été d'une grande aide.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x06\x04ルイ\nNul besoin de présenter vos excuses.\nServir autrui est mon plus grand talent.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nQu'est-ce que c'est ? Un sachet de thé noir ?\nÇa sent bon.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x06\x04ルイ\nJe l'ai fait préparer spécialement à votre\nintention. Vous jouirez du moins de son\narôme, puisque vous ne pouvez y goûter.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x06\x04ルイ\nJ'ai constaté que vous étiez rien moins que\nfasciné par notre chef cuisinier. Aimez-vous\nà revêtir la toque, vous-même ?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x08\x06ベレト\nOui. J'aimais beaucoup cuisiner.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nHmm... Un professeur féru de cuisine ?\nVoilà qui ouvre d'intrigantes perspectives...\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x08\x06ベレト\nTout va bien, Louis ?\nVous êtes encore avec moi ?\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06クロエ\nÀ mon avis, vous avez beaucoup à digérer.\nSi vous avez des questions, n'hésitez pas\nà me les poser.\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06ベレト\nC'est très aimable à vous, Chloé.\nJe ferai de mon mieux pour vous rendre\nla pareille.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06クロエ\nJe m'intéresse aux contes de fées de\nvotre monde. Auriez-vous la gentillesse\nde m'en raconter ?\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06ベレト\nJe n'en connais pas beaucoup, mais est-ce que\nvous voulez entendre « Loog et la demoiselle\ndu vent » ?\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06クロエ\nEst-ce qu'on mange des plats de cuisine\nde rue, dans votre monde ?\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06ベレト\nLaissez-moi réfléchir. J'ai eu plusieurs fois\nl'occasion de manger de la bardane coriace.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nEh bien ! Avec un nom pareil, ça doit être\nassez dur à mâcher, non ?\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06ベレト\nEffectivement. Mais c'était un excellent\nremède, et en manger m'a toujours apporté\nde la vigueur.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nVous étiez mercenaire avant de commencer\nà enseigner, n'est-ce pas ? Vous semblez\nhabitué à vous battre.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06ベレト\nAh oui ? En fait, je ne sais pas tellement quelle\nimpression je donne sur le champ de bataille.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nDites-moi, Professeur... Connaissez-vous\nune méthode propre à inspirer de la confiance\nen soi ?\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x08\x06ベレト\nUn éloge sincère et formulé régulièrement.\nQuand un élève donne satisfaction, il faut\ns'assurer de lui en faire part.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nLa guerre engendre la haine, et cette haine\nporte de nouvelles tragédies en son sein.\nC'est si absurde...\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x08\x06ベレト\nJe m'étonne de vous entendre tenir ces propos.\nJe croyais que vous aviez toujours soif de\nbatailles.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0E\x0Cディアマンド\nJe pense en effet qu'une importante force\nmilitaire est nécessaire, mais seulement si\nson action bénéficie aux citoyens ordinaires.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x08\x06ベレト\nJe suis bien d'accord. Il y a peu à gagner mais\nbeaucoup à perdre en livrant une guerre.\nVous ferez un excellent roi, Diamant.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nBonjour, Amber. Je vous ai entendu arriver.\nVous êtes plutôt facile à repérer.\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x0A\x08アンバー\nOh, merci ! Je suis bien content de savoir\nque je ne me fonds pas dans la foule... même\nquand je ne fais rien de particulier.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08アンバー\nVous étiez professeur à l'Académie des\nofficiers, c'est bien cela ? Pouvez-vous\nm'apprendre à gagner n'importe quel combat ?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x08\x06ベレト\nC'est difficile à résumer en deux mots, mais...\nil vous faut beaucoup de talent et un niveau\nélevé de coopération.\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08アンバー\nVotre épée est très chouette, Professeur. Elle se\ntransforme en sorte de fouet, c'est bien cela ?\nJe peux voir comment ça marche ?\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06ベレト\nJe n'y vois pas d'inconvénient. Reculez...\nHyah ! Alors, qu'est-ce que vous en dites ?\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nOuah ! Je retire ce que j'ai dit. Votre épée\nn'est pas chouette, non... Elle est trop classe !\nVous pouvez lui faire faire une boucle ?\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x08\x06ベレト\nHya ! Et voilà ! Elle était pas mal, celle-là.\nJe dois dire que j'apprécie cette démonstration !\nAvez-vous d'autres requêtes ?\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nVous me direz que je peux parler, mais j'ai\nremarqué que vous arboriez toujours la même\nexpression. Et ce, même au combat.\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x08\x06ベレト\nJe sais bien que les gens ont du mal à percevoir\nmes émotions. Et je ne sais pas trop quoi\nen penser.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nVous allez bien, Jade ? Vous semblez un peu\nfatiguée. Vous pouvez me le dire, si vous\nsouhaitez prendre un peu de repos.\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nMerci, mais ça va aller. J'ai travaillé un peu\ntard cette nuit, voilà tout. Mais je m'étonne que\nvous l'ayez deviné rien qu'en me regardant.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nAu fait, j'écris des romans. Je sais, on ne se\nreprésente guère une personne telle que moi\nse livrer à un passe-temps aussi étrange.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06ベレト\nJe ne vois rien d'étrange à cela. Je sais que\nvotre armure abrite une personnalité complexe.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x08\x06ベレト\nMais je suis curieux de savoir quelle sorte\nd'histoires vous écrivez. Pourrai-je en lire\nquelques-unes ?\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x0A\x08ジェーデ\nBien sûr, Professeur. Je vous ai déjà\narraché un sourire. On verra si je saurai\nobtenir un éclat de rire la prochaine fois.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nVous vous en êtes bien sorti lors de la dernière\nbataille, Alcryst.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nEst-ce une façon de dire que je dois en faire\ndavantage ? Je tâcherai de faire mieux la\nprochaine fois.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nQuelque chose vous préoccupe, Alcryst ?\nSi vous souhaitez en parler, je suis là.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nJ'écris une lettre pour me présenter... mais\nj'arrive à court de synonymes pour « fardeau\ninutile ».\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nスタルーク\nQuand j'aurai disparu, je ne serai qu'une note\nau bas d'une page de l'histoire, sans aucun\naccomplissement attaché à mon nom...\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x08\x06ベレト\nDe nombreuses personnes traversent leur\népoque sans y laisser de marque, mais je\ndoute que ce sera votre cas.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\nVous pensez vraiment que j'accomplirai quelque\nchose ? Je n'ai aucun talent... Que pourrais-je\nfaire de bon ?\x0E\x04\x00\x00
