MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x02\x0C\nエーティエ\nHyah !\x0E\x04\x00\x00
MID_RELIANCE_C_#020	\x0E\x03\x02\x0C\nエーティエ\nMa foi, si tu le dis...\x0E\x04\x00\x00
MID_RELIANCE_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x02\x0C\nエーティエ\nPfouuuh ! Encore une bonne séance\nd'entraînement de finie. Je me sens prête\nà affronter le monde !\x0E\x04\x00\x00
MID_RELIANCE_B_#002	\x0E\x03\x00\x0E\x08ジェーデ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nHmm...\x0E\x04\x00\x00
MID_RELIANCE_B_#003	\x0E\x03\x02\x0C\nエーティエ\nOuah !\x0E\x04\x00\x00
MID_RELIANCE_B_#004	\x0E\x03\x02\x0C\nエーティエ\nTu m'as fait sursauter, Jade.\x0E\x04\x00\x00
MID_RELIANCE_B_#005	\x0E\x03\x02\x0A\x08ジェーデ\nDésolée. Ce n'était pas mon intention.\x0E\x04\x00\x00
MID_RELIANCE_B_#006	\x0E\x03\x02\x0C\nエーティエ\nJ'ai bien vu que tu m'observais depuis\nl'autre jour. À quoi tout cela rime-t-il ?\x0E\x04\x00\x00
MID_RELIANCE_B_#007	\x0E\x03\x02\x0A\x08ジェーデ\nEuh...\x0E\x04\x00\x00
MID_RELIANCE_B_#008	\x0E\x03\x02\x0C\nエーティエ\nDis-moi la vérité, et vite, sinon j'irai de ce pas\nme plaindre auprès du prince Diamant.\x0E\x04\x00\x00
MID_RELIANCE_B_#009	\x0E\x03\x02\x0A\x08ジェーデ\nA-Attends ! Je vais tout t'expliquer.\x0E\x04\x00\x00
MID_RELIANCE_B_#010	\x0E\x03\x02\x0A\x08ジェーデ\nJe t'ai observée, c'est vrai, et j'ai pris des notes\npour élaborer un personnage de mon prochain\nroman. C'est tout.\x0E\x04\x00\x00
MID_RELIANCE_B_#011	\x0E\x03\x02\x0C\nエーティエ\nDes notes... pour élaborer un personnage ?\nC'est pour ça que tu marmonnais sans arrêt ?\x0E\x04\x00\x00
MID_RELIANCE_B_#012	\x0E\x03\x02\x0C\nエーティエ\nJ'exige de lire ces fameuses notes. Et je veux\nles lire là, sur-le-champ.\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x0A\x08ジェーデ\nNon.\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x0C\nエーティエ\nAh mais si !\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x0A\x08ジェーデ\nNon.\x0E\x04\x00\x00
MID_RELIANCE_B_#016	\x0E\x03\x02\x0C\nエーティエ\nEt pourquoi donc ?!\x0E\x04\x00\x00
MID_RELIANCE_B_#017	\x0E\x03\x02\x0A\x08ジェーデ\nParce que.\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x0C\nエーティエ\nOh. Mais oui, bien sûr !\x0E\x04\x00\x00
MID_RELIANCE_B_#019	\x0E\x03\x02\x0C\nエーティエ\nJ'avais entendu certaines rumeurs qui disaient\nqu'un des vassaux du prince de Brodia écrivait\ndes histoires comiques...\x0E\x04\x00\x00
MID_RELIANCE_B_#020	\x0E\x03\x02\x0C\nエーティエ\nC'est de toi qu'il s'agit, pas vrai ?\x0E\x04\x00\x00
MID_RELIANCE_B_#021	\x0E\x03\x02\x0A\x08ジェーデ\nJe... euh...\x0E\x04\x00\x00
MID_RELIANCE_B_#022	\x0E\x03\x02\x0C\nエーティエ\nEt à présent, me voilà le personnage ridicule\nde l'une de ces histoires. C'est pour ça que\ntu ne veux rien me montrer, n'est-ce pas ?\x0E\x04\x00\x00
MID_RELIANCE_B_#023	\x0E\x03\x02\x0C\nエーティエ\nTu me décris comme une personne coincée\net acariâtre, je parie.\x0E\x04\x00\x00
MID_RELIANCE_B_#024	\x0E\x03\x02\x0A\x08ジェーデ\nNon. Ce n'est pas du tout ça.\x0E\x04\x00\x00
MID_RELIANCE_B_#025	\x0E\x03\x02\x0C\nエーティエ\nNe me mens pas. Je vois clair dans ton jeu.\nNe t'avise pas de te moquer de moi, compris ?!\x0E\x04\x00\x00
MID_RELIANCE_B_#026	\x0E\x03\x02\x0A\x08ジェーデ\nMais je n'ai pas du tout... Pff...\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x02\x0C\nエーティエ\nHyah ! Ah !\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x0C\nエーティエ\nPfouuuh ! Et une bonne séance d'entraînement\nterminée, une de plus !\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x00\x0E\x08ジェーデ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nTu étais impressionnante, Etie.\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x0A\x08ジェーデ\nTiens. Voici le premier jet du roman dont\nje t'avais parlé. J'aimerais que tu le lises.\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x0C\nエーティエ\nTu... tu es sûre ?\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x0A\x08ジェーデ\nOui. Désolée pour mon refus, la dernière fois.\nJe ne voulais pas te laisser en lire des passages\ntant que je n'avais pas rédigé toute l'histoire.\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x0C\nエーティエ\nÇa peut se comprendre. Voyons voir ça...\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x0C\nエーティエ\nOh !\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x0C\nエーティエ\nTout ceci me semble étrangement familier.\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x0C\nエーティエ\nC'est... c'est mon histoire, n'est-ce pas ?\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x0A\x08ジェーデ\nDans une certaine mesure, oui. Le personnage\nprincipal, une femme confiante et indépendante,\nsouhaite ne pas être un fardeau pour les autres.\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0A\x08ジェーデ\nElle est aussi athlétique : sa force physique est\nformidable. Elle s'est longuement exercée pour\ncela, et elle est fière de son corps.\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x0A\x08ジェーデ\nUne silhouette musclée parée d'une toilette\nattirante. Une figure audacieuse qui émerge\nde la mêlée sur le champ de bataille.\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x0A\x08ジェーデ\nJ'avais pour cela besoin d'étudier quelqu'un\npossédant toutes ces qualités. C'est pour cela\nque je t'ai observée, Etie.\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x0C\nエーティエ\nOh, Jade... Je ne sais pas quoi dire.\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x0A\x08ジェーデ\nJ'ai en effet plutôt pour habitude d'écrire des\n« histoires comiques », alors je me suis mise\nau défi de tenter un style plus sérieux.\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x0A\x08ジェーデ\nPour que ce livre se démarque, il me fallait\ndes personnages à la fois crédibles et pleins\nde charme.\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x0A\x08ジェーデ\nJe me suis dit que tu serais un modèle parfait,\nalors j'ai commencé à prendre des notes.\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x0A\x08ジェーデ\nT'observer m'a aidée à composer ce personnage\net à bâtir une histoire autour d'elle. Merci de\nm'avoir fourni cette source d'inspiration.\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x0C\nエーティエ\nJ'ignorais totalement que tu me voyais comme\ncela. Je suis désolée de m'être montrée si dure\nà ton égard.\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x0C\nエーティエ\nÉcoute... je sais que ce n'est pas grand-chose,\nmais... veux-tu que nous courions ensemble ?\x0E\x04\x00\x00
MID_RELIANCE_A_#022	\x0E\x03\x02\x0A\x08ジェーデ\nPardon ?\x0E\x04\x00\x00
MID_RELIANCE_A_#023	\x0E\x03\x02\x0C\nエーティエ\nNous pouvons discuter de tout et de rien, tout\nen courant. Et cela te fournira peut-être des\néléments utiles pour ton histoire.\x0E\x04\x00\x00
MID_RELIANCE_A_#024	\x0E\x03\x02\x0A\x08ジェーデ\nJ'ai donc ta permission pour retravailler ce\npremier jet et continuer à t'utiliser comme\nsource d'inspiration ?\x0E\x04\x00\x00
MID_RELIANCE_A_#025	\x0E\x03\x02\x0C\nエーティエ\nTout à fait ! Ça promet d'être un livre\ncaptivant !\x0E\x04\x00\x00
MID_RELIANCE_A_#026	\x0E\x03\x02\x0A\x08ジェーデ\nMerci, Etie. Je ferai de mon mieux pour rendre\njustice à tes mérites.\x0E\x04\x00\x00
MID_RELIANCE_A_#027	\x0E\x03\x02\x0A\x08ジェーデ\nJ'ai une dernière petite faveur à te demander,\ncependant...\x0E\x04\x00\x00
MID_RELIANCE_A_#028	\x0E\x03\x02\x0C\nエーティエ\nDe quoi s'agit-il ?\x0E\x04\x00\x00
MID_RELIANCE_A_#029	\x0E\x03\x02\x0A\x08ジェーデ\nMes lecteurs habituels s'attendent désormais à\nce que les personnages de mes œuvres fassent\nune ou deux chutes burlesques, alors...\x0E\x04\x00\x00
MID_RELIANCE_A_#030	\x0E\x03\x02\x0A\x08ジェーデ\nÀ un moment ou à un autre, mon personnage\nprincipal va donc devoir trébucher et se casser\nla figure... Ça ne te pose pas problème ?\x0E\x04\x00\x00
MID_RELIANCE_A_#031	\x0E\x03\x02\x0C\nエーティエ\nEuh... d'accord. Mais une seule fois, alors.\nEt en précisant bien que mon personnage\ns'en sort sans une égratignure.\x0E\x04\x00\x00
MID_RELIANCE_A_#032	\x0E\x03\x02\x0A\x08ジェーデ\nHi hi hi... Entendu !\x0E\x04\x00\x00
MID_RELIANCE_A_#033	\x0E\x03\x02\x0C\nエーティエ\nMarché conclu. J'ai hâte de voir le résultat.\nAllez, il est temps de courir ensemble,\nà présent !\x0E\x04\x00\x00
