MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nN'allez pas croire que je suis ne suis qu'une\nfaible noble. Je suis plus forte que j'en ai l'air.\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nSi on m'avait dit que je rencontrerais\nun Emblème tel que vous en Elusia...\nOn est faits pour s'entendre.\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x06\x04リン\nMa foi, je suis peut-être d'une autre noblesse\nque la vôtre, mais je suis d'accord pour dire\nque nous avons beaucoup en commun.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nBonjour, Lyn ! Humez-moi un peu cet air frais,\ntout chargé encore de rosée !\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x06\x04リン\nUn instant, l'aube ne s'est même pas levée.\nIl faut laisser la nuit s'achever avant de dire\n« bonjour ».\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nMoi aussi, j'aime me lever avec les poules,\nvous savez. Comme quoi vous aviez raison :\non a beaucoup de points communs.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nHa ha ! Vous êtes sincère ? Je le savais !\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nEt si on s'entraînait ensemble ? Je parie\nque vous pourriez cultiver de solides\nbiceps en suivant mon programme !\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x06\x04リン\nJe ne pense pas pouvoir développer mes\nmuscles au-delà de leur état actuel. Mais\nça pourrait être amusant, alors pourquoi pas ?\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nブシュロン\nJ'apprécie beaucoup notre voyage. Où que l'on\naille, mes amis m'empêchent de me perdre.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x06\x04リン\nC'est agréable de ne pas toujours avoir à faire\nbonne figure, et de profiter simplement du\nmoment, n'est-ce pas ?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nブシュロン\nJe suis un grand lecteur, avide d'histoires de\ntoutes sortes. Si vous en avez à me raconter,\nje suis tout ouïe.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x06\x04リン\nIl y en a une dont je ne me lasse jamais. Elle\nrelate toutes les choses extraordinaires que\nj'ai vécues au cours de mon voyage.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nブシュロン\nJe suis encore chamboulé par l'histoire que\nvous m'avez racontée, Lyn !\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0C\nブシュロン\nJe suis résolu à accomplir de grandes choses,\ntout comme vous.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x06\x04リン\nMerci de m'avoir écoutée. Et je pense qu'il est\nbon d'avoir un but.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x06\x04リン\nLa réalité dépasse la fiction, après tout. Je suis\nsûre que votre aventure sera plus passionnante\nque n'importe quelle histoire.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nエーティエ\nIl émane de vous une telle grâce, Lyn. Si vous\nvous entraîniez juste un peu plus, vous auriez\ndes muscles à revendre.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x06\x04リン\nJe me suis entraînée à l'art de l'épée et au\nmaniement de l'arc, mais je n'ai jamais songé\nà développer mes muscles. C'est intéressant.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nChaque fois que je vous vois, vous êtes en train\nde faire de l'exercice. Qu'est-ce qui vous\nmotive à fournir tant d'efforts ?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0C\nエーティエ\nJe peux développer mes muscles ou m'affaler\ndans un coin à rien faire. Le choix est vite fait.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nJ'entends bien que l'exercice est important pour\nvous, mais j'ai peur que vous en fassiez trop.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0C\nエーティエ\nCroyez-moi, si ça vous semble excessif, c'est\nque c'est exactement ce qu'il me faut.\nJe connais mes limites.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nÀ chaque séance, je les repousse un tout petit\npeu, afin d'atteindre de nouveaux sommets.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x06\x04リン\nSi vous le dites... Ça ne soulage pas mes\ninquiétudes, mais au moins, ça me convainc de\nvotre capacité à surmonter tous les obstacles.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nJe me suis endurcie pour défendre la paix,\nmais je crains parfois que cette guerre\nne connaisse nulle fin.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x06\x04リン\nTout a une fin, d'une manière ou d'une autre.\nJe sais que vous êtes anxieuse, mais ne perdez\npas confiance en l'avenir.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nJe ne puis m'empêcher de vous jalouser, Lyn.\nVous semblez mener une vie si libre, si dénuée\nde contraintes.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x06\x04リン\nLa liberté marche main dans la main avec\nle danger. Mais je sais que certaines libertés\nvalent le risque qu'elles font encourir.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nMerci d'avoir dégusté le thé en ma compagnie.\nNos conversations me procurent toujours\nde grandes joies.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x06\x04リン\nÀ moi aussi. J'espère qu'il y aura\nune prochaine fois.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nBien entendu. Les récits dont vous\nm'entretenez éclairent ma propre\nexistence d'un jour nouveau.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x06\x04リン\nDe mon côté, j'en apprends beaucoup sur le\nthé. Il existe tant de choses que j'ignorais\nau-delà des plaines...\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04ルイ\nExcusez-moi de formuler cette question à\nbrûle-pourpoint, mais avez-vous des amis\nauprès desquels vous baissez votre garde ?\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x06\x04リン\nLes nombreux amis ayant combattu à mes\ncôtés, pour commencer. À moins que vous\nne pensiez à autre chose ?\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nJ'ai eu une amie autrefois, du nom de Florina.\nElle était adorable. On passait tout notre\ntemps ensemble.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x06\x04ルイ\nParfait ! Voilà exactement la sorte de récit\nque j'appelais de mes vœux ! Je vous en prie,\ndites-moi tout.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04ルイ\nOn a le cœur bien au chaud lorsqu'on est\nentouré d'amis avenants. Je pourrais me\nnoyer dans un tel bien-être.\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04リン\nJe n'ai jamais rencontré quelqu'un qui aimait\nautant observer les gens passer du temps\nensemble.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nLe plaisir revêt bien des formes, et celle-ci en\nest une parmi d'autres. Allons, il est temps de\nvous trouver de nouveaux amis, voulez-vous ?\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x06\x04リン\nEh ! C'est mon anneau ! Combien de gens\ncomptez-vous me présenter, au juste ?!\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06クロエ\nJe me demande bien ce qu'ils serviront à\nmanger, dans le prochain village. Et vous,\nLyn, quelle nourriture appréciez-vous ?\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x06\x04リン\nBonne question... Les boulettes de viande,\nles pains vapeur au sanglier, les saucisses...\nJe crois que j'apprécie surtout la viande.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nCe que vous mangez a toujours l'air si\nappétissant. Si je pouvais, j'en aurais\nl'eau à la bouche.\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06クロエ\nAh oui, c'est vraiment succulent !\nMais j'aimerais bien manger des plats\nde votre monde, tout de même.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06クロエ\nHé Lyn, regardez cette trouvaille ! Du poivron\nfourré au lézard et frit dans de l'huile de\ngrenouille !\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x06\x04リン\nOh, c'est... pour moi ? C'est dommage que\nles Emblèmes ne puissent pas manger.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nOh... Je l'avais oublié. J'en suis navrée.\nMais en le mangeant, je vais vous décrire\nson goût dans les moindres détails.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x06\x04リン\nDans les moindres détails ? Non merci.\nPeut-être quand vous aurez un plat plus\nordinaire.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nDame Lyn... Le roi Hyacinth a eu recours à\nvotre puissance pour blesser mon père et le\nréduire en captivité. Je... Je ne peux...\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x06\x04リン\nJe comprends... et je suis désolée. Le Dragon\ndéchu me tenait sous son contrôle. Même si\nje doute que cela vous console...\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nIl émane de votre puissance une chaleur\nfamilière, Lyn. Votre détermination m'évoque\ncelle de mon père.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x06\x04リン\nC'est un honneur d'entendre ça, Diamant.\nJ'y vois le témoignage d'une confiance\ngrandissante entre nous.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nPardonnez mon comportement, Lyn.\nVous tenir ainsi rancune alors que\nje n'aspire qu'à la paix.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x06\x04リン\nNe vous excusez pas, Diamant, je comprends.\nSi j'avais perdu quelqu'un d'aussi cher,\nje n'agirais pas différemment.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0E\x0Cディアマンド\nÀ compter d'aujourd'hui, je veux que nous\nsoyons frères d'armes. M'accepterez-vous\nà vos côtés ?\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x06\x04リン\nBien sûr ! Rien ne me ferait plus plaisir.\nEn combattant côte à côte, on sera\nbien plus forts.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08アンバー\nAvec des alpagas dans notre équipe,\nce serait la victoire assurée à chaque combat !\nVous pourriez m'aider à en entraîner, Lyn ?\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x06\x04リン\nJe n'ai jamais songé à recruter des alpagas.\nMais leur laine doit effectivement cacher\nune musculature assez puissante...\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nHmm. Moi qui ai toujours trouvé les alpagas\nétranges, je me demande maintenant comment\nj'ai fait pour passer à côté de leur charme...\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08アンバー\nEh oui ! Les alpagas, il n'y a que ça de vrai !\nAvant cette guerre, ils m'ont aidé à surmonter\nla monotonie de la vie à la campagne.\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nOh, si seulement nous avions des alpagas, ici...\nJ'aimerais tant en caresser un... Ah, mais\nqu'est-ce que je raconte ?!\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x0A\x08アンバー\nHa ha ha ! C'est trop tard, Lyn. Je vous ai\nentendue. Vous êtes subjuguée par le charme\ndes alpagas !\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x06\x04リン\nÇa me coûte de l'admettre, mais vous pourriez\nbien avoir raison. Et je crois d'ailleurs que\nvotre charme, lui aussi, fait effet sur moi.\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0A\x08アンバー\nAh bon ? Vraiment ?! Mais je vous arrive\nmême pas à la cheville ! Je vais avoir du mal\nà m'en remettre... Mais ça me fait bien plaisir !\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nQuel regard sévère, Jade... Si je vous ai\ncontrariée lors de notre dernière bataille,\nje vous en prie, dites-le-moi.\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nNon, tout va bien, Lyn. J'admirais seulement\nvotre sourire. Il est... très rafraîchissant.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nÀ mon avis, le rire est la forme d'expression\nla plus élaborée qui soit. Il y entre du mystère\net de la profondeur...\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x06\x04リン\nVous prenez le rire au sérieux, à ce que je vois.\nLa façon dont votre passion de la comédie vous\nanime est un exemple pour tous.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nJ'étais pliée en quatre en lisant votre roman,\nJade ! Je n'arrive pas à croire que vous\ndissimuliez une telle fibre comique.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x0A\x08ジェーデ\nJ'entends souvent ça. Comme vous le disiez,\nje prends le rire au sérieux. Il y a même des\ngens qui croient que je ne ris jamais.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x06\x04リン\nEh bien moi, en tout cas, je crois que j'ai\nappris à mieux distinguer les marques\nd'amusement sur votre visage.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x0A\x08ジェーデ\nVraiment ? Hmm... vous êtes une drôle de\nguerrière, Lyn... Comme quoi, on s'est plutôt\nbien trouvées toutes les deux.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nスタルーク\nVous êtes l'Emblème dont le roi Hyacinth s'est\nservi... mais vous êtes à présent une alliée ?\nC'est dur à accepter.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x06\x04リン\nTant que vous ne pourrez pas me pardonner,\nj'aimerais que vous ne voyiez en moi que\nl'Emblème et non la personne.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nスタルーク\nMerci de me faire profiter de votre force, Lyn.\nJe me repose beaucoup sur votre puissance.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x06\x04リン\nMerci, Alcryst. Moi aussi, je me repose\nbeaucoup sur vous. Vous êtes très doué !\x0E\x04\x00\x00
