MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nDe tous les anneaux volés à Lythos, je suis\nla dernière à vous rejoindre. Pardonnez mon\nretard.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nEn fait, votre volonté est si affirmée que vous\nn'en avez nul besoin. J'imagine qu'il faut bien\nça pour être un Emblème.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0C\nエイリーク\nJe n'en suis pas si sûre. Je suis encore une\nnovice, et je ne suis guère plus forte que vous.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0C\nエイリーク\nLa détermination dont vous faites preuve\nm'incite à ne reculer devant aucun effort\npour être à la hauteur.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nJ'admire votre carrure, Boucheron. J'aimerais\navoir des muscles aussi développés que les\nvôtres.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nVraiment ?! Vous savez, Eirika, je vous ai vue\nvous battre, et vous vous en sortez très bien\ncomme vous êtes.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nブシュロン\nEst-ce que vous aimez lire, Eirika ? J'aime la\nlecture car elle permet de se mettre à la place\nde quelqu'un d'autre.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0C\nエイリーク\nSi tout le monde lisait autant que vous, je suis\npersuadée que le monde serait un endroit plus\nagréable.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nJ'aimerais lire davantage, mais je suis\ndans l'incapacité de tourner les pages.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0C\nブシュロン\nEh bien, s'il y a un livre que vous souhaitez\nlire, je serais heureux d'en tourner les pages\npour vous.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nエイリーク\nMerci ! Elyos éveille ma curiosité, j'aimerais\npouvoir lire son histoire. Ou est-ce trop long ?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x0C\nブシュロン\nPas de problème. Mes muscles sont prêts\nà tourner un millier de pages s'il le faut.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエーティエ\nVous avez l'air un peu molle. Quelque chose\nne va pas ? À mon avis, vous avez besoin\nd'une bonne séance d'exercices.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエイリーク\nPardon ? Oh non, j'étais perdue dans mes\npensées, c'est tout. Je ne peux pas toujours\nêtre aussi dynamique que vous, Etie.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nVous êtes toujours focalisée sur l'entraînement.\nDésirez-vous si ardemment être plus forte ?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0C\nエーティエ\nOn ne s'entraîne pas uniquement pour se\ngonfler les avant-bras. Au bout d'un certain\ntemps, ça devient... un véritable art de vivre.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nVous savez, Etie, cette idée de hisser l'exercice\nau rang d'art de vivre m'a ouvert des horizons.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0C\nエーティエ\nTant mieux. Vous obtiendrez d'excellents\nrésultats comme ça, d'ailleurs !\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nEnfin, je dis ça, mais il faut se concentrer sur la\ndémarche, pas sur les résultats. Voudriez-vous\nessayer à l'occasion, Eirika ?\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x0C\nエイリーク\nAvec joie. Si je vois les choses à votre façon,\nje pourrai m'entraîner dur tout en prenant du\nplaisir !\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nOn dit que le conflit vous est odieux, Eirika.\nNe vous est-il pas douloureux de guerroyer\nen tant qu'Emblème ?\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x0C\nエイリーク\nJe suis décidée à faire tout ce qui est en mon\npouvoir pour soulager la souffrance, fût-ce\nd'une seule personne.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nLa guerre exige un lourd tribut mental. Nous\nne devons jamais oublier de prendre soin de\nceux qui portent les stigmates du combat.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x0A\x08セリーヌ\nLe doux arôme d'un thé aux fleurs fait des\nmerveilles pour m'apaiser l'esprit. Je cours\nen préparer un.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nLe fumet de votre thé me suffit à savoir\nque vous avez infusé une merveille, Céline.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x0A\x08セリーヌ\nVous m'honorez. Il est important pour une\nprincesse d'installer une ambiance chaleureuse.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0C\nエイリーク\nCela va plus loin qu'un respect des\nconvenances, n'est-ce pas ? Vous mettez\ntout votre cœur dans ces feuilles.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x0A\x08セリーヌ\nC'est votre exemple qui m'a édifiée. On aime\nsentir que quelqu'un tient sincèrement à nous.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x06\x04ルイ\nEst-il exact que les Emblèmes ne peuvent rien\ntoucher dans ce monde ? La solitude ne vous\nassaille-t-elle pas ?\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x0C\nエイリーク\nCe n'est pas si terrible. Nous demeurons\nsensibles à la bonté. Je sens toujours les\nliens qui m'unissent à tout le monde, ici.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nMa ville natale me manque parfois.\nAinsi que mes alliés de la longue guerre,\nsurtout mon amie.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x06\x04ルイ\nQui était donc cette amie dont vous parlez ?\nAttendez, ne me dites rien. Je me représente...\nun élégant chevalier pégase.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nVotre intuition était d'une étonnante précision.\nMon amie était une princesse ainsi qu'un\nchevalier pégase.\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nHeureuse combinaison s'il en est ! J'adorerais\nen entendre davantage à son sujet, si cela ne\nvous importune pas.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nDeviser d'elle avec autrui vous aidera peut-être\nà soulager votre solitude. N'omettez nul détail !\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x0C\nエイリーク\nCette suggestion n'est pas dénuée de sens,\nmais votre enthousiasme a quelque chose de...\ndissuasif.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06クロエ\nEuh, Eirika ? Qui est ce très bel homme\nqui arrive parfois sans prévenir et qui\nvous ressemble étrangement ?\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x0C\nエイリーク\nC'est Ephraim, mon frère jumeau. S'il vous\na prise par surprise, j'en suis navrée. Vous lui\navez aussi fait une impression très favorable.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06クロエ\nVotre frère est vraiment merveilleux, Eirika.\nIl a à la fois votre beauté et votre force.\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x0C\nエイリーク\nJe suis sûre qu'il appréciera ces compliments !\nAh mais en fait, Chloé... Vous ne seriez pas\nen train de...\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06クロエ\nEirika, à propos de votre frère... Je voulais juste\ndire qu'il est déjà agréable de vous contempler\nseule... Mais ensemble, ce serait fabuleux !\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x0C\nエイリーク\nOn m'a raconté que vous étiez férue\nde scènes dignes de contes de fées.\nEt il est vrai que nous sommes jumeaux...\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nVous formeriez le duo de rêve, tous les deux !\nMalheureusement, il ne vient qu'en combat.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x0C\nエイリーク\nC'est vrai. Je vois bien que vous y teniez,\nmais rassurez-vous, nous formons déjà\nun duo de rêve, toutes les deux.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nIl paraît que vous avez un frère jumeau, Eirika.\nCela a-t-il engendré des difficultés en termes\nde succession ?\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x0C\nエイリーク\nAucune. Je n'ai jamais songé à disputer quoi\nque ce soit à mon frère. Nul n'est plus apte\nà ceindre la couronne.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nLe trône vous est promis depuis votre\nnaissance, n'est-ce pas, Diamant ?\nQuels sont vos sentiments à ce sujet ?\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nLes questions régaliennes ne quittent pas mon\nesprit... Mais je m'assure de laisser mon cœur\ndonner les ordres.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nMon père m'a enseigné à gouverner par la force.\nMe voilà maintenant le prince héritier d'une\nénorme machine militaire.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x0C\nエイリーク\nMon père aussi ne jurait que par les armes,\nc'est pourquoi j'ai résolu d'apprendre les\narts du combat.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0C\nエイリーク\nPour être franche, je ne tire nul plaisir à extraire\nune lame de son fourreau, mais il y a des\nmoments où on n'a guère le choix.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0E\x0Cディアマンド\nC'est vrai. La force doit être au service de la\nprotection du peuple... mais également à celui\nde la paix qui s'ensuit.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nDans mon monde, il n'y avait pas de ces\n« alpagas » dont vous raffolez, Amber.\nJe les trouve aussi étranges qu'adorables !\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x0A\x08アンバー\nAlors on est d'accord qu'ils sont adorables...\nmais pourquoi étranges ?! On ne peut rêver\nmieux comme animaux domestiques !\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08アンバー\nJ'ai commencé mon existence dans une\nécurie d'alpagas, pour devenir vassal à\nla cour. Vous avez des vassaux, Eirika ?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0C\nエイリーク\nJ'en ai eu un, jadis. Il s'appelait Seth. Il était\nbon et courageux. Beaucoup le surnommaient\nle Chevalier d'argent.\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08アンバー\nVotre vassal était surnommé le Chevalier\nd'argent... Alors que moi, on se souviendra\njuste que je savais amadouer les alpagas...\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x0C\nエイリーク\nQuelque chose ne va pas, Amber ?\nOn dirait que vous avez mal quelque part...\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nEh bien, je suis vassal à la cour, mais je n'ai\npas de surnom grandiose ! Il faut faire quoi\npour avoir un titre qui fait « chevalier » ?\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0C\nエイリーク\nIl n'y a qu'une solution : faites de votre mieux.\nLes légendes et les titres suivront, je vous\nle garantis !\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nE-excusez-moi, Jade... Est-ce que je vous\ndérange ? Vous semblez perdue\ndans vos pensées...\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nOh. Je vous demande pardon, Eirika.\nNon, je n'ai rien de particulier à faire, alors\nje laissais mon esprit battre la campagne.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nParfois, les gens se mettent à rire en ma\nprésence... et ce, même quand j'essaie d'être\nsérieuse. D'où cela peut-il venir, Jade ?\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nEh bien, quel mal y a-t-il à cela ? Moi, je passe\ndes journées à écrire pour arracher quelques\nrires. Vous êtes bien plus efficace.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nJ'aimerais pouvoir faire rire les gens de\nla même façon que vous, Jade...\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x0A\x08ジェーデ\nTiens donc ? Et pourquoi ?\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0C\nエイリーク\nLe jour où une bataille tournera mal, ce don\nsera utile pour remonter le moral des troupes.\nEt j'ai peur qu'un tel jour se lève bientôt.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x0A\x08ジェーデ\nVous êtes honnête et vous débordez de\ngentillesse, Eirika. Votre présence suffira\nà nous réconforter.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nスタルーク\nJe suis désolé que vous deviez vous contenter\nde moi, Dame Eirika. Mon frère m'est bien\nsupérieur. Comparé à lui, je...\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nエイリーク\nJe ressens la même chose pour mon propre\nfrère. Je me dis souvent que c'est lui qui\ndevrait être à ma place...\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nスタルーク\nVotre frère est formidable, tout comme le mien.\nVous devez savoir ce que ça fait de se sentir\ninférieur à son frère.\x0E\x04\x00\x00
