MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nJ'ai passé la majeure partie de mon enfance\ncloîtrée dans un château. Tout me semblait\nnouveau quand j'en suis sortie.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x08\x06カムイ\nUn clin d'œil particulier, juste pour vous et\nmoi... Intéressant. Alors que dites-vous\nde ça ? Je vous regarde et...\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x08\x06フラン\nHé hé hé, mais oui ! Ce clin d'œil est parfait !\nCe sera notre signal secret ! Vous êtes la\nmeilleure, Dame Corrin !\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nVous venez d'une grande famille, n'est-ce pas ?\nÀ quoi ressemble l'existence quand on a des\nfrères et sœurs aînés, ou un frère cadet ?\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x08\x06カムイ\nMes frères et sœurs aînés avaient beaucoup\nde constance, tandis que mes petits frères\nétaient aussi arrogants que mignons.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nJe suis né dans une famille royale, mais vous,\nvous avez déterminé vous-même votre destin.\nJe trouve cela admirable.\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x08\x06カムイ\nMerci. Il n'a pas été aisé de composer avec\nmon héritage, mais c'est en quelque sorte\ngrâce à lui que j'ai été libre de mes choix.\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nJe n'ai jamais eu le loisir de choisir ma voie.\nJe me demande parfois si c'est là une bonne\nchose.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x08\x06カムイ\nLa vie de chacun prend différentes tournures.\nOn ne sait jamais quand le prochain carrefour\nse dressera devant soi.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x08\x06カムイ\nUn jour, vous serez en position de déterminer\nl'avenir de votre royaume. Ce sera là un choix\nimportant.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\nCes mots resteront gravés dans ma mémoire,\net je méditerai ce choix jusqu'au jour où il se\nprésentera à moi.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nVous êtes un bon compagnon, Boucheron.\nQuand je combats à vos côtés, je me sens\nplus forte.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nJe me sens également plus rassuré en votre\nprésence. J'espère que vous resterez près\nde moi si je marche seul à la nuit tombée.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nブシュロン\nÊtes-vous fatiguée par notre dernier combat ?\nJ'aimerais aller pêcher pour me détendre. Vous\nvoulez m'accompagner ?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x08\x06カムイ\nJe suis partante ! Même si nous nous égarons,\nnous arriverons bien à nous débrouiller à nous\ndeux.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nブシュロン\nEncore une fois, je suis désolé. Je n'arrive pas\nà croire que je me sois perdu en rentrant de la\npêche alors qu'on était en plein jour.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x08\x06カムイ\nCe n'est pas grave ! J'ai apprécié le soleil qui\nfiltrait à travers les arbres pendant notre longue\nmarche de retour.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x08\x06カムイ\nLes forêts ensoleillées me changent des longues\nnuits dans lesquelles j'ai grandi.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x0C\nブシュロン\nVous êtes si gentille avec moi, Corrin.\nJ'espère apprendre à toujours voir le bon\ncôté des choses comme vous le faites.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nVous tenez une forme physique exceptionnelle,\nEtie. Pour un peu, ça détournerait mon attention\nau combat.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエーティエ\nOh, merci ! Vos compliments me donnent\ntant d'énergie qu'il faut que j'aille courir\npour évacuer. À plus tard !\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nエーティエ\nCorrin ! J'ai rêvé ou vos biceps se sont\nsoudainement mis à gonfler au point d'en\ndevenir immenses pendant un instant ?!\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x08\x06カムイ\nVous avez dû me surprendre au milieu d'une\nmétamorphose en dragon. Je sais que c'est\nspectaculaire, mais n'essayez pas de m'imiter.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nエーティエ\nC'était gentil de votre part de faire l'éloge de\nma forme physique... Mais la vérité, c'est que\nje ne vous arrive pas à la cheville.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x08\x06カムイ\nNon, c'est faux. Si on met de côté mes\nmétamorphoses en dragon, je ne suis\npas si musclée que ça.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nMais vous êtes plus musclée au niveau mental.\nJ'ai encore du chemin à parcourir si je veux être\naussi forte que vous.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x08\x06カムイ\nEtie, j'ai constaté la fermeté de votre volonté.\nQuelle que soit l'ambition que vous nourrissez,\nje sais que vous atteindrez votre objectif.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nIl paraît que vous aimez le thé, Céline.\nVoilà qui nous fait un solide point commun.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x0A\x08セリーヌ\nVraiment ? Quelle joie de partager un goût\navec vous ! Parlez-moi de vos infusions\npréférées.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nVos discours au sujet de vos thés préférés ne\ncessent de me fasciner. Vous en parlez si\nbien que je croirais les déguster.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x08\x06カムイ\nDommage que je ne puisse plus jamais en\nsiroter un. Rien n'est plus apaisant qu'une\nbonne tasse de thé après la bataille.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nJe vous ai préparé du thé, Corrin. Même si\nvous ne pouvez y goûter, son arôme vous\nfera peut-être du bien.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x08\x06カムイ\nAh ! Sa senteur est exactement semblable à\ncelle du thé que me servait mon majordome\nlorsque je tombais de fatigue.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nParfait. J'ai suivi vos descriptions à la lettre\npour l'infusion. J'étais si chagrine en songeant\nque vous ne pouviez plus en boire.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x08\x06カムイ\nÇa me touche que vous vous soyez donné\ntant de mal. Vous faites infuser le thé comme\npersonne, Céline.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nCette façon que vous avez de vous tenir\ntoujours un pas derrière moi me rappelle\nle majordome qui me servait autrefois.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x06\x04ルイ\nCe qui me distingue de votre majordome, c'est\nque je me tiens un pas en arrière pour demeurer\npratiquement invisible.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nVous n'avez absolument pas besoin d'être\ninvisible, Louis. Je suis heureuse de vous\navoir près de moi.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x06\x04ルイ\nJ'aurais mieux fait de dire que je souhaitais\nme fondre dans le décor...\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nJe vous comprends désormais, Louis. Vous\nvoulez vous fondre dans le décor pour mieux\nvous livrer à votre plaisir d'observer les gens.\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nC'est exact. Alors vous voyez, il n'est nul besoin\nde vous inquiéter de cette tendance à me faire\noublier.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x08\x06カムイ\nMais moi aussi, j'aime voir les gens passer\ndu temps ensemble ! Emmenez-moi donc\nla prochaine fois !\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x06\x04ルイ\nAh ! Vous et moi, soustraits aux yeux de tous,\nexcepté aux nôtres... Voilà une approche\nintéressante à laquelle je n'avais pas songé.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06クロエ\nSavez-vous ce qui composerait le tableau\nparfait ? Vous, accompagnée d'un prince\ncharmant. Ou d'un majordome docile.\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06カムイ\nChloé, si nous allons nous battre côte à\ncôté, la personne idéale pour figurer avec moi\nsur ce tableau, ce serait vous.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06クロエ\nPouvez-vous vraiment vous transformer en\ndragon ? C'est parfait ! Nous devrions vous\ntrouver un roi, ou une jeune fille en détresse.\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06カムイ\nVous avez encore ce regard égaré.\nJe n'ose même pas vous demander avec\nqui vous m'imaginez, cette fois...\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nNous nous battons ensemble depuis longtemps,\nmais jamais vous ne vous êtes imaginée\navec moi, Chloé.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06クロエ\nJ'en suis navrée, Corrin, mais je ne suis\nqu'un chevalier. Pour mes saynètes, il vous\nfaut quelqu'un de bien plus grandiose.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06カムイ\nC'est tout à fait ridicule. Combien de combats\navons-nous menés ensemble ? Nous sommes\ndéjà les meilleures partenaires qui soient.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06クロエ\nOh, voilà qui est vraiment gentil de votre\npart. Nous deux, l'une à côté de l'autre,\ncela doit effectivement être magique !\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nBâtir un royaume et le protéger exige de monter\nune puissante armée... mais cette puissance\ndoit être contrôlée avec beaucoup de retenue.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06カムイ\nRien n'est plus vrai. Tant de conflits ne\ns'achèvent qu'une fois l'un des deux\ncamps totalement décimé.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nIl m'a fallu faire un terrible choix dans une\neffroyable guerre. Après cela, il n'était plus\npossible de revenir en arrière.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nJe vois... Je serai sans doute amené à prendre\nde telles décisions difficiles en gouvernant mon\nroyaume. Il me faut être prêt.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nJe ne regrette pas le choix que j'ai fait jadis,\nmais je me suis parfois demandé si j'aurais\npu choisir encore une autre voie.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nQuelle stratégie aurait alors été la vôtre ?\nNe pas monter à l'assaut sans battre en retraite\npour autant ? Se rendre de part et d'autre ?\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x08\x06カムイ\nPrésenté ainsi... Pour être franche, j'ignore\nquelles auraient été les conséquences d'une\ntelle décision.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0E\x0Cディアマンド\nÇa n'a pas dû être facile, mais vous n'avez pas\nfui devant ce dilemme. J'admire votre\nrésolution, Corrin.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08アンバー\nJ'ai grandi dans une paisible écurie d'alpagas\nentourée de falaises. Et vous, Corrin,\nc'était comment, chez vous ?\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x08\x06カムイ\nJ'avais deux foyers, l'un était plongé dans\nles ténèbres, et l'autre irradié par la lumière.\nMais dites-moi... C'est quoi, un alpaga ?\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08アンバー\nLes alpagas sont épatants ! Ils ont quatre\nlongues pattes, un long cou, et ils sont\nentièrement recouverts d'une laine très douce...\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x08\x06カムイ\nOn croirait entendre une description de moi\nsous ma forme draconique. Excepté la laine\ndouce, évidemment. Ils ont de grandes ailes ?\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08アンバー\nLes alpagas n'ont pas d'ailes, mais s'ils en\navaient... Je suis sûr qu'elles seraient\nmignonnes comme tout.\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06カムイ\nVous aimez vraiment les alpagas, n'est-ce pas ?\nVos yeux se mettent à briller chaque fois que\nvous en parlez.\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nJe les aime oui, je les adore, même,\nmais j'ai les yeux qui brillent parce que\nj'aime discuter avec vous, Corrin !\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x08\x06カムイ\nHa ha ! Cela me fait bien plaisir. J'aime aussi\ndiscuter avec vous, Amber. Vous êtes\nun excellent allié.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nIl paraît que vous écrivez des romans, Jade.\nVerriez-vous un inconvénient à ce que\nj'en lise un à l'occasion ?\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nAucun. En fait, je serai ravie d'entendre\nce que ça vous inspirera, Corrin.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nCorrin ? Vous avez un drôle d'air... Si mes\nromans ne sont pas à votre goût, vous pouvez\nme le dire. Je n'en ferai pas toute une histoire.\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x08\x06カムイ\nNon, non... C'est le fait de vous revoir qui me\nrappelle à quel point votre livre est amusant, et\nmaintenant... je ne peux pas réprimer mon rire !\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nAvez-vous repris vos esprits, Corrin ? Ou ma\nsimple présence à vos côtés me vaudra-t-elle\nencore des gloussements ?\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06カムイ\nÇa va mieux. Mais vos romans étaient\nexcellents ! Vous me donnez même envie\nde m'essayer à l'écriture, moi aussi.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nN'hésitez pas ! J'aimerais beaucoup lire\nun roman de votre cru.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x08\x06カムイ\nExiste-t-il sentiment plus agréable que la\nperspective d'apporter de la joie à autrui ?\nJe ne crois pas.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nスタルーク\nVous êtes si forte, Dame Corrin... comme on\npeut l'attendre d'un dragon venu d'un autre\nmonde. Comparé à vous, je... je...\x0E\x04\x00\x00
