MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nブシュロン\x022\n\x0E\x03\x02\x0C\nブシュロン\nTout va bien, Votre Divinité ?\x0E\x04\x00\x00
MID_RELIANCE_C_#014	\x0E\x03\x02\x0A\x08リュール\nRien. L'idée ne m'avait même pas effleuré\nl'esprit. Vous faites quelque chose, vous ?\x0E\x04\x00\x00
MID_RELIANCE_C_#015	\x0E\x03\x02\x0C\nブシュロン\nEh bien, j'ai plusieurs méthodes pour\névacuer le stress.\x0E\x04\x00\x00
MID_RELIANCE_C_#016	\x0E\x03\x02\x0C\nブシュロン\nJ'aime me promener seul à la montagne et\npêcher tranquillement.\x0E\x04\x00\x00
MID_RELIANCE_C_#017	\x0E\x03\x02\x0A\x08リュール\nC'est la méthode idéale pour se calmer\nles nerfs !\x0E\x04\x00\x00
MID_RELIANCE_C_#018	\x0E\x03\x02\x0C\nブシュロン\nSi le cœur vous en dit, vous n'avez qu'à vous\njoindre à moi. Ça marche aussi si on n'est pas\nseul, en fait.\x0E\x04\x00\x00
MID_RELIANCE_C_#019	\x0E\x03\x02\x0A\x08リュール\nC'est d'accord ! Avec grand plaisir. Si l'occasion\nse présente, faites-moi signe !\x0E\x04\x00\x00
MID_RELIANCE_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nブシュロン\x022
MID_RELIANCE_B_#002	\x0E\x03\x02\x0C\nブシュロン\nEst-ce que vous appréciez l'air de la montagne,\nVotre Divinité ?\x0E\x04\x00\x00
MID_RELIANCE_B_#003	\x0E\x03\x02\x0A\x08リュール\nL'air est si pur. Et le paysage est grandiose.\x0E\x04\x00\x00
MID_RELIANCE_B_#004	\x0E\x03\x02\x0A\x08リュール\nPour oublier ses tracas, rien ne vaut une séance\nde farniente dans un endroit enchanteur.\x0E\x04\x00\x00
MID_RELIANCE_B_#005	\x0E\x03\x02\x0C\nブシュロン\nRavi de vous l'entendre dire.\x0E\x04\x00\x00
MID_RELIANCE_B_#006	\x0E\x03\x02\x0A\x08リュール\nC'est le ruisseau dont vous m'aviez parlé ?\x0E\x04\x00\x00
MID_RELIANCE_B_#007	\x0E\x03\x02\x0C\nブシュロン\nOui. Enfin, je crois... En tout cas, il s'agit\nassurément d'un ruisseau du coin.\x0E\x04\x00\x00
MID_RELIANCE_B_#008	\x0E\x03\x02\x0A\x08リュール\nVous ne m'avez pas l'air entièrement\nconvaincu...\x0E\x04\x00\x00
MID_RELIANCE_B_#009	\x0E\x03\x02\x0C\nブシュロン\nC'est à cause de mon sens de l'orientation\ntout à fait médiocre.\x0E\x04\x00\x00
MID_RELIANCE_B_#010	\x0E\x03\x02\x0C\nブシュロン\nJ'ai beau essayer de me repérer, je ne retrouve\njamais mon chemin.\x0E\x04\x00\x00
MID_RELIANCE_B_#011	\x0E\x03\x02\x0A\x08リュール\nEt c'est maintenant que...\x0E\x04\x00\x00
MID_RELIANCE_B_#012	\x0E\x03\x02\x0C\nブシュロン\nVous m'avez l'air bien pâle, tout à coup.\nQue vous arrive-t-il ?\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x0A\x08リュール\nEh bien, j'espère que nous serons tout de même\nen mesure de rentrer.\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x0C\nブシュロン\nHa ha ! Pas d'inquiétude ! J'ai brisé des\nbrindilles tout le long du chemin pour\nnous épargner tout désagrément.\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x0C\nブシュロン\nVous voyez cette brindille cassée, là-bas ?\nCela signifie que nous sommes passés...\npar là...\x0E\x04\x00\x00
MID_RELIANCE_B_#016	\x0E\x03\x02\x0C\nブシュロン\nEuh ? Aaah...\x0E\x04\x00\x00
MID_RELIANCE_B_#017	\x0E\x03\x02\x0A\x08リュール\nJe ne vois rien.\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x0C\nブシュロン\nOh oh...\x0E\x04\x00\x00
MID_RELIANCE_B_#019	\x0E\x03\x02\x0C\nブシュロン\nJ'étais pourtant sûr que c'était celle-là !\x0E\x04\x00\x00
MID_RELIANCE_B_#020	\x0E\x03\x02\x0A\x08リュール\nDe quelle brindille parlez-vous, au juste ?\x0E\x04\x00\x00
MID_RELIANCE_B_#021	\x0E\x03\x02\x0C\nブシュロン\nImpossible ! Elles sont toutes intactes ! Je suis\nsincèrement désolé, Votre Divinité.\x0E\x04\x00\x00
MID_RELIANCE_B_#022	\x0E\x03\x02\x0C\nブシュロン\nMais pas de panique ! Je suis certain qu'il faut\npartir dans cette direction !\x0E\x04\x00\x00
MID_RELIANCE_B_#023	\x0E\x03\x02\x0A\x08リュール\nDans ce cas, empruntons plutôt l'autre chemin !\x0E\x04\x00\x00
MID_RELIANCE_B_#024	\x0E\x03\x02\x0C\nブシュロン\nHein ? Mais pourquoi ?\x0E\x04\x00\x00
MID_RELIANCE_B_#025	\x0E\x03\x02\x0A\x08リュール\nPuisque votre sens de l'orientation laisse\nà désirer, le mieux est de ne pas se fier à\nvotre instinct.\x0E\x04\x00\x00
MID_RELIANCE_B_#026	\x0E\x03\x02\x0C\nブシュロン\nHm, bien vu ! Ha ha, allons-y !\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nブシュロン\x022\n\x0E\x03\x02\x0C\nブシュロン\nJe suis navré pour l'autre jour, Votre Divinité.\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x0C\nブシュロン\nJ'espère que mon désastreux sens de\nl'orientation ne vous a pas mis les nerfs\nen pelote...\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x0A\x08リュール\nNe vous en faites pas. Ce qui compte, c'est que\nnous soyons rentrés sains et saufs. Finalement,\nce fut une expérience divertissante.\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x0C\nブシュロン\nVoilà qui me rassure grandement !\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x0A\x08リュール\nEt vous avez d'autres méthodes pour\nvous détendre ?\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x0C\nブシュロン\nJ'aime lire. Plonger dans un autre univers\npermet de se changer les idées.\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x0C\nブシュロン\nJe vous conseille ce grand classique de\nma patrie : « Un amour en fleur ».\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x0A\x08リュール\nOn dirait que certaines pages sont froissées.\nComme si le livre avait pris l'eau...\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x0C\nブシュロン\nVous m'en voyez navré. C'est à cause\nde mes larmes.\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x0A\x08リュール\nComment ça ?!\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x0C\nブシュロン\nJ'ai la larme facile, vous comprenez...\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0C\nブシュロン\nIl me suffit de jeter un œil à la couverture pour\npleurer comme un enfant.\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x0A\x08リュール\nVraiment ?!\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x0C\nブシュロン\nMais je vous assure qu'il n'y a rien de plus\nreposant que de lire un bon bouquin. C'est l'une\nde mes œuvres favorites.\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x0A\x08リュール\nSi vous le dites... Bien, voyons ça de plus près...\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x0C\nブシュロン\nUn instant ! Je viens de parcourir la table des\nmatières. Il va me falloir un moment pour me\nremettre.\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x0A\x08リュール\nVous ne seriez pas en train de vous payer\nma tête, par hasard ?\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x0C\nブシュロン\nDésolé de vous infliger ce torrent d'émotions,\nVotre Divinité. Je vous laisse seul à seul avec\nce merveilleux livre.\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x0A\x08リュール\nVous pouvez rester avec moi, vous savez...\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x0A\x08リュール\nEt puis, les gens risquent de se faire du souci\ns'ils vous croisent, tout secoué de sanglots...\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x0C\nブシュロン\nVous avez un cœur d'or, Votre Divinité ! Vous\nallez voir, le premier paragraphe, c'est quelque\nchose !\x0E\x04\x00\x00
MID_RELIANCE_A_#022	\x0E\x03\x02\x0A\x08リュール\nÀ ce rythme, la guerre aura pris fin avant que\nnous ne terminions le premier chapitre...\x0E\x04\x00\x00
MID_RELIANCE_S_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nブシュロン\x022\n\x0E\x03\x02\x0C\nブシュロン\nVous m'avez convoqué, Votre Divinité ?\nTout va bien ?\x0E\x04\x00\x00
MID_RELIANCE_S_#002	\x0E\x03\x02\x0A\x08リュール\nBonjour, Boucheron. Je songeais aux\nméthodes que vous employez pour\nvous détendre...\x0E\x04\x00\x00
MID_RELIANCE_S_#003	\x0E\x03\x02\x0A\x08リュール\nMais si je vous ai fait venir, c'est pour une\ntoute autre raison.\x0E\x04\x00\x00
MID_RELIANCE_S_#004	\x0E\x03\x02\x0C\nブシュロン\nHm ?\x0E\x04\x00\x00
MID_RELIANCE_S_#005	\x0E\x03\x02\x0A\x08リュール\nVous êtes ici pour que je puisse vous dire\ntrois choses.\x0E\x04\x00\x00
MID_RELIANCE_S_#006	\x0E\x03\x02\x0A\x08リュール\nD'abord, je tiens à vous remercier.\x0E\x04\x00\x00
MID_RELIANCE_S_#007	\x0E\x03\x02\x0A\x08リュール\nJ'espère que vous savez à quel point votre\nindéfectible soutien est apprécié.\x0E\x04\x00\x00
MID_RELIANCE_S_#008	\x0E\x03\x02\x0C\nブシュロン\nAllons, je vous en prie. Je suis heureux de\npouvoir me rendre utile.\x0E\x04\x00\x00
MID_RELIANCE_S_#009	\x0E\x03\x02\x0A\x08リュール\nVotre dévouement est tout à fait charmant.\nDe même que votre humilité.\x0E\x04\x00\x00
MID_RELIANCE_S_#010	\x0E\x03\x02\x0C\nブシュロン\nVous me trouvez charmant ?\x0E\x04\x00\x00
MID_RELIANCE_S_#011	\x0E\x03\x02\x0A\x08リュール\nOui. C'est d'ailleurs la deuxième chose que\nje souhaitais vous dire, alors... voilà qui est fait.\x0E\x04\x00\x00
MID_RELIANCE_S_#012	\x0E\x03\x02\x0A\x08リュール\nMais il y a un dernier sujet dont je voudrais\nsoulager ma poitrine oppressée... Alors...\x0E\x04\x00\x00
MID_RELIANCE_S_#013	\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x00\x00
MID_RELIANCE_S_#014	\x0E\x03\x02\x0A\x08リュール\nPardon, je... C'est l'émotion...\x0E\x04\x00\x00
MID_RELIANCE_S_#015	\x0E\x03\x02\x0C\nブシュロン\n...\x0E\x04\x00\x00
MID_RELIANCE_S_#016	\x0E\x03\x02\x0A\x08リュール\nQu'y a-t-il ?\x0E\x04\x00\x00
MID_RELIANCE_S_#017	\x0E\x03\x02\x0C\nブシュロン\nJe ne peux pas vous voir vous troubler sans\nsentir moi-même ma gorge se serrer.\x0E\x04\x00\x00
MID_RELIANCE_S_#018	\x0E\x03\x02\x0A\x08リュール\nJe crois que c'est précisément cette empathie à\ntoute épreuve que j'aime tellement chez vous.\x0E\x04\x00\x00
MID_RELIANCE_S_#019	\x0E\x03\x02\x0C\nブシュロン\nHmm ?\x0E\x04\x00\x00
MID_RELIANCE_S_#020	\x0E\x03\x02\x0A\x08リュール\nBoucheron, acceptez-vous l'Anneau du Pacte\net me promettez-vous de demeurer auprès\nde moi ?\x0E\x04\x00\x00
MID_RELIANCE_S_#021	\x0E\x03\x02\x0A\x08リュール\nIl me semble qu'un lien particulier nous unit,\net il me serait odieux de le voir se dénouer\naprès la guerre.\x0E\x04\x00\x00
MID_RELIANCE_S_#022	\x0E\x03\x02\x0C\nブシュロン\nVous... Vous êtes sérieu\x0E\x0A\x00\x0A\x02x\x04se ? Oh, Votre Divinité,\nje suis si heureux, j'en ai les larmes aux yeux.\nSnif...\x0E\x04\x00\x00
MID_RELIANCE_S_#023	\x0E\x03\x02\x0C\nブシュロン\nMais trêve de pleurnicherie, je dois me dominer\nassez longtemps pour pouvoir vous dire ceci.\x0E\x04\x00\x00
MID_RELIANCE_S_#024	\x0E\x03\x02\x0C\nブシュロン\nJe ne suis pas de sang royal ou gardien du\nDragon, je ne suis qu'un modeste chevalier.\nMais je vous ai toujours porté\x0E\x0A\x00\x06
MID_RELIANCE_S_#025	\x0E\x03\x02\x0A\x08リュール\nDois-je prendre cela pour un « oui » ?\x0E\x04\x00\x00
MID_RELIANCE_S_#026	\x0E\x03\x02\x0C\nブシュロン\nBien entendu, j'accepte l'anneau. Il illustre\nla communauté d'esprit qui nous réunit.\x0E\x04\x00\x00
MID_RELIANCE_S_#027	\x0E\x03\x02\x0C\nブシュロン\nSi vous m'acceptez à vos côtés, je vous\nsuivrai jusqu'au bout du monde.\x0E\x04\x00\x00
MID_RELIANCE_S_#028	\x0E\x03\x02\x0A\x08リュール\nMerci, Boucheron. Une célébration s'impose.\x0E\x04\x00\x00
MID_RELIANCE_S_#029	\x0E\x03\x02\x0C\nブシュロン\nHa ha, vous m'ôtez les mots de la bouche.\x0E\x04\x00\x00
MID_RELIANCE_S_#030	\x0E\x03\x02\x0C\nブシュロン\nMême si je viens à m'égarer et que les larmes\nme montent aux yeux, je sais que vous serez là\npour me montrer le chemin, \x0E\x06\x03\x00.\x0E\x04\x00\x00
