MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nシトリニカ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nExcusez-moi, Votre Divinité. Permettez-moi\nde vous remercier pour l'aide que vous m'avez\napportée au combat, l'autre jour.\x0E\x04\x00\x00
MID_RELIANCE_C_#017	\x0E\x03\x02\x0C\nシトリニカ\nOui. Laissez-moi... réfléchir à cela un moment.\nEn attendant, je vous salue, Votre Divinité.\x0E\x04\x00\x00
MID_RELIANCE_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nシトリニカ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nRebonjour, Votre Divinité. J'ai médité un peu\nau sujet de notre conversation.\x0E\x04\x00\x00
MID_RELIANCE_B_#002	\x0E\x03\x02\x0C\nシトリニカ\nCelle où vous me disiez préférer des cadeaux\nqui ne s'achètent pas...\x0E\x04\x00\x00
MID_RELIANCE_B_#003	\x0E\x03\x02\x0C\nシトリニカ\nPardonnez mes tergiversations. J'ai le sentiment\nde vous avoir faire patienter des jours, si ce\nn'est des semaines, voire des mois !\x0E\x04\x00\x00
MID_RELIANCE_B_#004	\x0E\x03\x02\x0A\x08リュール\nCe n'était pas si long, vraiment...\x0E\x04\x00\x00
MID_RELIANCE_B_#005	\x0E\x03\x02\x0C\nシトリニカ\nPour moi, ça a duré une éternité.\x0E\x04\x00\x00
MID_RELIANCE_B_#006	\x0E\x03\x02\x0A\x08リュール\nAvez-vous eu une idée ?\x0E\x04\x00\x00
MID_RELIANCE_B_#007	\x0E\x03\x02\x0C\nシトリニカ\nOh, que oui. Je pense que ce témoignage de\nma reconnaissance sera fort à votre goût.\nTenez, c'est pour vous !\x0E\x04\x00\x00
MID_RELIANCE_B_#008	\x0E\x03\x02\x0A\x08リュール\nOh. Un, euh...\x0E\x04\x00\x00
MID_RELIANCE_B_#009	\x0E\x03\x02\x0C\nシトリニカ\nUn galet !\x0E\x04\x00\x00
MID_RELIANCE_B_#010	\x0E\x03\x02\x0A\x08リュール\nOui. Je confirme que c'est bien un galet.\x0E\x04\x00\x00
MID_RELIANCE_B_#011	\x0E\x03\x02\x0C\nシトリニカ\nJe l'ai trouvé sur le bord de la route et je n'ai\npas dépensé le moindre écu pour l'acquérir.\nN'est-ce pas formidable ?\x0E\x04\x00\x00
MID_RELIANCE_B_#012	\x0E\x03\x02\x0C\nシトリニカ\nPas de coût, pas de valeur. Je n'ai littéralement\neu qu'à me baisser pour ramasser le cadeau\nparfait pour vous !\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x0C\nシトリニカ\nQuelque chose vous tracasse, Votre Divinité ?\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x0A\x08リュール\nIl faut croire que je me suis mal exprimé\x0E\x0A\x00\x06
MID_RELIANCE_B_#016	\x0E\x03\x02\x0A\x08リュール\nSupposons que vous ayez trouvé ce galet\nil y a longtemps et que vous l'ayez conservé.\nÀ force, il serait devenu précieux à vos yeux.\x0E\x04\x00\x00
MID_RELIANCE_B_#017	\x0E\x03\x02\x0A\x08リュール\nSi vous me donniez un tel galet, un galet cher à\nvotre cœur, j'y verrais un présent merveilleux.\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x0C\nシトリニカ\nUn galet... cher à mon cœur ?\x0E\x04\x00\x00
MID_RELIANCE_B_#019	\x0E\x03\x02\x0A\x08リュール\nQui ait une valeur sentimentale, si vous\nvoulez. Une valeur qui vienne du cœur\nplutôt que du porte-monnaie.\x0E\x04\x00\x00
MID_RELIANCE_B_#020	\x0E\x03\x02\x0C\nシトリニカ\nUne valeur qui vienne du cœur...\x0E\x04\x00\x00
MID_RELIANCE_B_#021	\x0E\x03\x02\x0C\nシトリニカ\nJe crois que j'ai compris.\x0E\x04\x00\x00
MID_RELIANCE_B_#022	\x0E\x03\x02\x0C\nシトリニカ\nLa prochaine fois, je vous offrirai quelque\nchose qui vous ravira absolument.\x0E\x04\x00\x00
MID_RELIANCE_B_#023	\x0E\x03\x02\x0C\nシトリニカ\nSoyez tranquille, Votre Divinité ! Je n'ai pas dit\nmon dernier mot !\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nシトリニカ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nEt rebonjour, Votre Divinité. Je suis venue\nvous offrir... ce présent.\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x0A\x08リュール\nOh, Citrinne ! Quel merveilleux bouquet !\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nJe n'en ai pas cueilli une seule fleur sans que\nvotre pensée ne m'accompagne. J'espère qu'il\ny en a assez...\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x0A\x08リュール\nVous avez cueilli vous-même toutes ces fleurs ?\nVoilà un geste qui me touche.\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x0C\nシトリニカ\n...\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x0A\x08リュール\nCitrinne ? Tout va bien ?\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x0C\nシトリニカ\nJ'avais une excellente amie qui était férue\nde cadeaux... Elle suppliait pour en avoir,\nau point que c'était devenu un jeu.\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x0C\nシトリニカ\nChaque cadeau la faisait bondir de joie. Avec\nle temps, le traditionnel cadeau est devenu\npartie intégrante de notre relation.\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x0C\nシトリニカ\nPuis est arrivé le jour où je lui ai offert un\nbouquet semblable à celui-ci. Elle m'a dit\nde l'échanger contre une robe...\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x0C\nシトリニカ\nLorsque je lui ai demandé si elle n'aimait pas\nles fleurs, elle a soudain été prise de colère,\npuis elle m'a expliqué que j'étais... mesquine.\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x0A\x08リュール\nQuelle horreur. C'est pour cela que vous\nvouliez m'offrir de si coûteux présents ?\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0C\nシトリニカ\nOui. C'est à cause de cela.\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x0A\x08リュール\nUne personne qui refuse d'être votre amie\nsi vous ne lui achetez rien n'est pas\nune véritable amie.\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x0A\x08リュール\nCe bouquet est un cadeau merveilleux, Citrinne.\nIl me comble de joie. Merci.\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x0C\nシトリニカ\nJe suis heureuse d'entendre cela. J'ai fini\npar trouver la bonne façon d'exprimer ma\ngratitude.\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x0C\nシトリニカ\nCe qui me remplit également de joie.\nMerci, Votre Divinité.\x0E\x04\x00\x00
MID_RELIANCE_S_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nシトリニカ\x022\n\x0E\x03\x02\x0A\x08リュール\nTenez, Citrinne. Jetez un œil là-dessus.\x0E\x04\x00\x00
MID_RELIANCE_S_#002	\x0E\x03\x02\x0C\nシトリニカ\nC'est une fleur séchée ? Elle me rappelle\nquelque chose...\x0E\x04\x00\x00
MID_RELIANCE_S_#003	\x0E\x03\x02\x0A\x08リュール\nElle vient du bouquet que vous m'avez offert.\nJ'ai soigneusement fait sécher chaque fleur\npour m'en servir en tant que décoration.\x0E\x04\x00\x00
MID_RELIANCE_S_#004	\x0E\x03\x02\x0C\nシトリニカ\nOh ! Ah oui, c'est vrai ! Je suis ravie de voir\nque vous en prenez grand soin !\x0E\x04\x00\x00
MID_RELIANCE_S_#005	\x0E\x03\x02\x0A\x08リュール\nJe songe à votre bonté chaque fois que je pose\nles yeux sur elles, Citrinne.\x0E\x04\x00\x00
MID_RELIANCE_S_#006	\x0E\x03\x02\x0C\nシトリニカ\nQuelle charmante pensée. Merci de me le dire.\x0E\x04\x00\x00
MID_RELIANCE_S_#007	\x0E\x03\x02\x0A\x08リュール\nJe ne vous ai pas demandé de venir uniquement\npour vous montrer cette fleur.\x0E\x04\x00\x00
MID_RELIANCE_S_#008	\x0E\x03\x02\x0A\x08リュール\nCette fois, c'est moi qui ai un cadeau pour vous.\x0E\x04\x00\x00
MID_RELIANCE_S_#009	\x0E\x03\x02\x0C\nシトリニカ\nUn cadeau ? Pour moi ? Que cela peut-il\nbien être ?\x0E\x04\x00\x00
MID_RELIANCE_S_#010	\x0E\x03\x02\x0A\x08リュール\nVoilà. L'Anneau du Pacte.\x0E\x04\x00\x00
MID_RELIANCE_S_#011	\x0E\x03\x02\x0C\nシトリニカ\nQuoi ?!\x0E\x04\x00\x00
MID_RELIANCE_S_#012	\x0E\x03\x02\x0C\nシトリニカ\nMais c'est un joyau chargé d'histoire...\nIl pourrait bien avoir davantage de valeur\nque toutes mes richesses cumulées !\x0E\x04\x00\x00
MID_RELIANCE_S_#013	\x0E\x03\x02\x0C\nシトリニカ\nPourquoi me donneriez-vous cela ?\x0E\x04\x00\x00
MID_RELIANCE_S_#014	\x0E\x03\x02\x0A\x08リュール\nNe songez pas à sa valeur pécuniaire. Je vous\nle donne comme témoignage de notre amitié.\x0E\x04\x00\x00
MID_RELIANCE_S_#015	\x0E\x03\x02\x0A\x08リュール\nJe veux que vous soyez ma confidente et mon\namie la plus proche, Citrinne. Acceptez-vous\nde marcher et de combattre à mes côtés ?\x0E\x04\x00\x00
MID_RELIANCE_S_#016	\x0E\x03\x02\x0C\nシトリニカ\nOh, ça alors...\x0E\x04\x00\x00
MID_RELIANCE_S_#017	\x0E\x03\x02\x0C\nシトリニカ\nBien sûr que j'accepte, Votre Divinité.\nAvec la plus grande joie.\x0E\x04\x00\x00
MID_RELIANCE_S_#018	\x0E\x03\x02\x0A\x08リュール\nJe suis heureu\x0E\x0A\x00\x0A\x02x\x04se de l'entendre.\x0E\x04\x00\x00
MID_RELIANCE_S_#019	\x0E\x03\x02\x0C\nシトリニカ\nEh, vous savez, j'aime beaucoup offrir des\nprésents, mais je n'en reçois moi-même que\nrarement...\x0E\x04\x00\x00
MID_RELIANCE_S_#020	\x0E\x03\x02\x0C\nシトリニカ\nVous aviez raison au sujet de la valeur\nsentimentale. Un présent offert avec le\ncœur est toujours un présent merveilleux.\x0E\x04\x00\x00
MID_RELIANCE_S_#021	\x0E\x03\x02\x0A\x08リュール\nJe ne saurais mieux dire.\x0E\x04\x00\x00
MID_RELIANCE_S_#022	\x0E\x03\x02\x0C\nシトリニカ\nMerci, Dragon divin \x0E\x06\x03\x00...\nJe suis sans conteste la personne la plus\nchanceuse au monde.\x0E\x04\x00\x00
MID_RELIANCE_S_#023	\x0E\x03\x02\x0C\nシトリニカ\nLorsque cette guerre sera finie, il faut que\nnous nous rendions à un bal en bonne et due\nforme. Ça paraît bien éloigné, mais...\x0E\x04\x00\x00
MID_RELIANCE_S_#024	\x0E\x03\x02\x0A\x08リュール\nPourquoi attendre ? Nous pourrions danser\nici et maintenant.\x0E\x04\x00\x00
MID_RELIANCE_S_#025	\x0E\x03\x02\x0A\x08リュール\nDisons que ce sera un bal en presque bonne\net due forme. Juste pour nous deux.\x0E\x04\x00\x00
MID_RELIANCE_S_#026	\x0E\x03\x02\x0C\nシトリニカ\nCela me ferait très plaisir.\x0E\x04\x00\x00
MID_RELIANCE_S_#027	\x0E\x03\x02\x0C\nシトリニカ\nC'est le plus bel échange de cadeaux que\nj'aie vu, vous et moi nous offrant de nous\nsoutenir mutuellement. C'est inestimable.\x0E\x04\x00\x00
