MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08リュール\nMerci pour cet espoir que vous m'avez montré.\nSans vous, j'aurais pu abandonner.\x0E\x04\x00\x00
MID_GR_Vandre_B_#002	\x0E\x03\x02\x0C\nヴァンドレ\nJe... C'est-à-dire... Certes. Mais je doute que\nqui que ce soit veuille arborer un tel motif.\x0E\x04\x00\x00
MID_GR_Vandre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nヴァンドレ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nQuand je vous regarde tricoter, ça me rappelle\nma mère. Je la voyais souvent penchée sur\nson ouvrage lorsque j'étais enfant.\x0E\x04\x00\x00
MID_GR_Vandre_A_#002	\x0E\x03\x02\x0C\nヴァンドレ\nOh, votre mère devait être une femme\nremarquable... Au fait, à propos de ce\ngilet dont vous avez parlé...\x0E\x04\x00\x00
MID_GR_Vandre_A_#003	\x0E\x03\x02\x0C\nヴァンドレ\nCelui qu'orne mon visage... Il est terminé.\nÀ qui devrais-je l'offrir ?\x0E\x04\x00\x00
MID_GR_Vandre_A_#004	\x0E\x03\x02\x08\x06ルキナ\nOh, merveilleux ! Le Dragon divin va adorer !\nOn ne saurait imaginer meilleur cadeau !\x0E\x04\x00\x00
MID_GR_Clan_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06クラン\nVous êtes vraiment de la famille de Messire\nMarth ? Je ne savais pas que des Emblèmes\npouvaient être de la même famille.\x0E\x04\x00\x00
MID_GR_Clan_C_#002	\x0E\x03\x02\x08\x06ルキナ\nOui, je suis sa descendante. J'essaie donc\nde me montrer digne de sa lignée.\x0E\x04\x00\x00
MID_GR_Clan_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06クラン\nJe suis comme vous et comme Messire Marth !\nNous autres, les gardiens du Dragon, servons\nde génération en génération.\x0E\x04\x00\x00
MID_GR_Clan_B_#002	\x0E\x03\x02\x08\x06ルキナ\nCela veut dire que vos ancêtres se sont\nsûrement battus auprès du Dragon divin\nil y a mille ans.\x0E\x04\x00\x00
MID_GR_Clan_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06クラン\nJ'ai cogité à propos de mon arbre généalogique.\nMême quand je ne serai plus là, ma lignée\ncontinuera jusqu'à la fin des temps.\x0E\x04\x00\x00
MID_GR_Clan_A_#002	\x0E\x03\x02\x08\x06ルキナ\nC'est également le cas des gardiens. Vous ferez\npartie de leur histoire, et ils s'efforceront d'être\naussi héroïques que vous.\x0E\x04\x00\x00
MID_GR_Clan_A_#003	\x0E\x03\x02\x08\x06ルキナ\nDe même, je me suis efforcée de devenir\nquelqu'un dont Marth, le Roi-Héros, pourrait\nêtre fier.\x0E\x04\x00\x00
MID_GR_Clan_A_#004	\x0E\x03\x02\x08\x06クラン\nVous m'avez vraiment motivé, Dame Lucina.\nJe vais montrer à tous les futurs gardiens\ncomment se comporte un véritable héros !\x0E\x04\x00\x00
MID_GR_Fram_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06フラン\nDame Lucina ! Laissez-moi vous aider,\ns'il vous plaît ! Que ce soit pour des corvées,\npour des courses, je m'en occupe... AAAAH !\x0E\x04\x00\x00
MID_GR_Fram_C_#002	\x0E\x03\x02\x08\x06ルキナ\nFramme ?! Tout va bien ? Vous étiez si\nfébrile que vous avez fini par tomber !\x0E\x04\x00\x00
MID_GR_Fram_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06フラン\nÀ chaque fois que je veux aider quelqu'un,\nje suis surexcitée et je finis par faire une bourde\nà la place. C'est incroyablement frustrant !\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x08\x06ルキナ\nNe vous en souciez point, nous commettons\ntous des erreurs. Le plus important est que\nvous ne vous soyez pas blessée.\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06フラン\nJ'aimerais vraiment être un peu plus comme\nvous, Dame Lucina. Vous êtes si mature et\ntellement à l'aise.\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x08\x06ルキナ\nJe n'en suis pas si sûre. J'ai déjà eu des ennuis\ncar j'ai tendance à briser ce qui m'entoure\nquand je m'entraîne.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x08\x06ルキナ\nEt Framme, votre enthousiasme fait partie\nde votre charme. J'espère que vous ne vous\nen départirez jamais.\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x08\x06フラン\nJe suis vraiment heureuse de l'entendre,\nDame Lucina. Si vous m'appréciez pleine\nd'entrain, je continuerai à l'être.\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nVous êtes le prince de Firene, n'est-ce pas ?\nMon anneau fut confié à votre nation il y a\nmille ans de cela.\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nSans blague ? Vous étiez en Firene à l'époque ?\nHum. Enfin, je suis bien aise que vous soyez à\nnouveau parmi nous.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nSi c'était vous dans l'anneau de Firene il y a\nmille ans, comment se fait-il que vous vous\nsoyez retrouvée dans un autre pays, ensuite ?\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x08\x06ルキナ\nAinsi l'a voulu Lumera. Ses intentions me sont\ninconnues, mais quelque vision lui aura sans\ndoute dicté cette décision.\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nVous qui connaissiez la famille royale de Firene\nd'il y a mille ans... Est-ce que mes ancêtres\nétaient... forts ?\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x08\x06ルキナ\nIls ne manquaient certes pas de force. Mais\nà l'époque... elle n'a pas suffi à les sauver.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x08\x06ルキナ\nJe ne permettrai pas qu'il en soit ainsi\nune seconde fois. Vous êtes tous sous\nma protection.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\nMoi non plus, je ne vous laisserai pas traverser\nune telle épreuve deux fois. Nous tiendrons\njusqu'à notre dernier souffle !\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nDites-moi, à quoi passe-t-on ses journées pour\nobtenir une musculature comme la vôtre ?\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nEh bien, dans mon cas, à lire et à pêcher.\nEst-ce la réponse que vous attendiez ?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nJe n'aurais jamais pensé qu'on puisse se forger\nune telle musculature en lisant et en pêchant.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0C\nブシュロン\nCe ne sont que mes passe-temps. Les muscles\nviennent de façon naturelle quand on a une\nconstitution comme la mienne.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nブシュロン\nAlors même les Emblèmes font de l'exercice.\nMais avez-vous vraiment besoin d'en faire\nautant ?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x08\x06ルキナ\nJe dois toujours chercher à me dépasser.\nMon corps doit être parfaitement préparé\nsi je veux sauver le monde.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\nSi vous en faites trop, ça risque de vous affaiblir\nplutôt que de vous renforcer. Que diriez-vous\nd'une pause lecture ?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x08\x06ルキナ\nSi c'est là votre conseil, c'est d'accord.\nAccepteriez-vous de me lire l'une de vos\nhistoires préférées ?\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nエーティエ\nVous ne quittez pas cette fleur des yeux.\nOn peut savoir pourquoi ?\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x08\x06ルキナ\nLes fleurs éclosent si rarement dans le monde\nd'où je viens... C'est un spectacle nouveau\npour moi.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nエーティエ\nVous avez l'air d'avoir connu des temps pour\nle moins difficiles... C'est ça qui vous a conduite\nà bâtir une telle musculature ?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x08\x06ルキナ\nJe n'y avais jamais songé, mais c'est tout à\nfait possible.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nエーティエ\nDites, Lucina, il y a quelque chose que vous\navez vraiment envie de faire une fois que\nla guerre sera finie ?\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x08\x06ルキナ\nHmmm... Avant de m'endormir à nouveau au\nsein de l'anneau, je voudrais visiter un endroit\nque je n'ai jamais vu.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x08\x06ルキナ\nEt j'aimerais également admirer autant de fleurs\nque possible. Je les aime tant. Elles symbolisent\nla paix à mes yeux.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x0C\nエーティエ\nDans ce cas, je vous ferai visiter le coin où\nj'ai grandi ! Si vous aimez les fleurs, vous\nallez être servie.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nBonjour, Lucina. Merci de m'avoir aidée sur\nle champ de bataille. Vous plairait-il de vous\nentretenir avec moi aujourd'hui ?\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x08\x06ルキナ\nBien sûr. C'est toujours utile de connaître\nses compagnons d'armes. Parlez-moi de\nvous, je veux tout savoir.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nPlus j'entends de récits sur le monde dévasté\nd'Ylisse, plus je me rends compte de l'existence\nprotégée qui est la mienne.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x08\x06ルキナ\nCe n'est pas vrai. Vous vous battez avec autant\nd'ardeur que n'importe qui. Firene ne connaîtra\njamais le triste sort qui a frappé mon pays.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nÀ votre avis, que convient-il de faire pour\ninstaurer une paix durable, Lucina ?\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x08\x06ルキナ\nÉtudier tous les moyens pacifiques de résolution\ndes problèmes, pour commencer. On ne doit\ncéder à la violence qu'en dernier recours.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x08\x06ルキナ\nJe n'ai que deux bras, mais je brandis mon\népée pour protéger ceux qui me sont chers\nchaque fois qu'il le faut.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x0A\x08セリーヌ\nSur ce point, nous sommes semblables.\nContinuons à œuvrer pour la paix, quelle\nqu'en soit la manière.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x06\x04ルイ\nIl semble que tout le monde vous porte dans\nson cœur, Lucina. Je trouve cela formidable.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x08\x06ルキナ\nEuh... N'est-ce pas normal ? Je ne crois pas\navoir un nombre d'amis extravagant. Pas plus\nque tout un chacun.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x06\x04ルイ\nSatisfaites ma curiosité : préféreriez-vous traiter\nquelqu'un comme votre grande sœur ou au\ncontraire, être l'objet d'un tel comportement ?\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x08\x06ルキナ\nJe ne serais pas très à l'aise si on me voyait\nainsi. Mais il me plairait d'avoir quelqu'un que\nje pourrais considérer comme une sœur.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nLouis, où voulez-vous en venir avec toutes\nces questions ?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nFaut-il donc « en venir » quelque part ?\nLa façon dont les gens tissent des liens\nm'inspire une curiosité naturelle.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x08\x06ルキナ\nAinsi, vous aimez observer les autres. Je vois.\nMais pourquoi cet intérêt si fort précisément\npour moi ?\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x06\x04ルイ\nPourquoi pas ? Les circonstances qui vous\nentourent sont si exceptionnelles qu'elles\nme fascinent au plus haut point.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06クロエ\nBonjour, Lucina. Si vous avez le temps,\naccepteriez-vous de vous rendre au marché\navec moi ?\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06ルキナ\nAvec grand plaisir. Je brûle de voir\nles installations de votre monde.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nJe ne reconnais pas du tout ce que vous\nmangez, Chloé. Est-ce que ce sont des plats\ncommuns, dans votre monde ?\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06クロエ\nIl s'agit de plats de cuisine de rue.\nCe n'est pas du goût de tout le monde,\nmais moi, j'adore ça !\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nTous ces plats différents constituent la preuve\nque ce monde n'a pas encore complètement\nsombré dans le désespoir.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06クロエ\nJe suis on ne peut plus d'accord ! Toutefois,\nchaque jour marque la fermeture de nouveaux\nstands.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06ルキナ\nNous y mettrons un terme. Nous restituerons\nla lumière de ce monde, pour que les stands\npuissent rouvrir.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06クロエ\nAinsi, mes plats préférés seront à nouveau\ndisponibles ? Voilà une cause pour laquelle\nje me battrai jusqu'au bout !\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nVous étiez vous aussi appelée à monter sur\nle trône, Lucina. Je serais curieux de connaître\nvotre point de vue sur l'art de gouverner.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06ルキナ\nSi vous voulez. Je n'ai jamais régné à\nproprement parler, mais je serais heureuse\nde confronter nos opinions.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nDire que vous poursuiviez la lutte alors que\nvotre nation était dévastée... Je doute que\nje montrerais le même courage.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x08\x06ルキナ\nJ'ai vu la rage qui pouvait s'emparer de vous,\nDiamant. Je sais que vous combattrez\nvaillamment jusqu'à votre dernier souffle.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nSi les forces dont dispose encore Brodia\nvenaient à s'épuiser, le royaume n'y survivrait\npas. Je ne peux souffrir cette pensée.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x08\x06ルキナ\nJe sais qu'il est douloureux de voir ses soldats\ntomber au champ d'honneur. En leur mémoire,\nnous devons obtenir une prompte victoire.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x08\x06ルキナ\nBrodia ne deviendra pas un champ de ruines.\nJamais vous de souffrirez de la même douleur\nque j'ai connue.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0E\x0Cディアマンド\nMerci Lucina. Vos paroles me font du bien. Vous\nn'êtes peut-être jamais montée sur le trône mais\nvous êtes une excellente meneuse.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nOn m'a dit que vous étiez un héros célèbre,\nAmber. Pourriez-vous me faire le récit de\nquelques aventures ?\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x0A\x08アンバー\nBien sûr ! Je vous raconterai mes légendes\npréférées... dès que j'en aurai terminé avec\nmes meilleures anecdotes sur les alpagas.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08アンバー\nHé, Lucina ! Regardez un peu ces nouveaux\nvêtements ! Alors, ça en jette, non ?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x08\x06ルキナ\nL'alpaga tissé au centre est énorme...\nEn tout cas, j'adore ! Vous avez un sens\ninné de la mode !\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08アンバー\nHé, Lucina ! Je pars chercher une arme\nlégendaire, vous voulez m'accompagner ?\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06ルキナ\nSi nous possédions une arme issue de quelque\nlégende, nous pourrions renverser le cours de\ncette terrible guerre.\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x08\x06ルキナ\nJ'imagine que cette quête ne sera pas de\ntout repos. Quel est votre plan ?\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0A\x08アンバー\nEh bien, je connais des centaines de légendes.\nOn n'a qu'à toutes les vérifier, et on finira bien\npar en trouver une vraie !\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nIl paraît que vous écrivez des romans hilarants,\nJade. Pourrais-je en lire un ?\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nBien sûr, Lucina. Je ne suis pas sûre que leur\nhumour vous convienne... mais j'espère que\nvous passerez un bon moment.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nVotre roman était à mourir de rire, Jade !\nQuand le héros doit quitter les siens...\nJe me suis tordue de rire !\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nC'était censé être un passage émouvant.\nIl semble que vous avez un sens de l'humour,\nhum... très personnel.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nAvez-vous déjà achevé la lecture de mon roman,\nLucina ? Dites-moi donc... Quels passages vous\nont fait rire ?\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06ルキナ\nOh, il y en a tant ! Je me souviens de cette\nscène, oh et puis de celle-là... Ah, et la fin !\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nVous avez ri en lisant la fin ? Vraiment ?\nC'est... un retour intéressant. Je vais peut-être\nvous soumettre quelques ajustements.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x08\x06ルキナ\nOui, avec plaisir ! Vous avez une plume\nfantastique, Jade. J'ai hâte de lire la suite !\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nVos techniques de combat sont admirables,\nAlcryst. Où les avez-vous apprises ?\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nEh bien, mon père m'a soumis à un\nentraînement strict quand j'étais enfant.\nCe n'est pas... très amusant à entendre.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nJ'ai aussi été entraînée par mon propre père,\nAlcryst. Ça nous fait un point commun !\x0E\x04\x00\x00
