MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x12\x0Cアルフレッド\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nBuenos días, Divinidad.\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x0A\x08リュール\nSí, ya me parecía a mí adivinar tu silueta\nfuera de mis aposentos.\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x0A\x08リュール\nSe te da de maravilla, pero te ruego que\ntambién dejes de hacerlo, si no es mucho pedir.\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x0A\x08リュール\nComo tocas hasta las tantas,\nla música me persigue hasta en sueños.\x0E\x04\x00\x00
MID_RELIANCE_B_#016	\x0E\x03\x02\x0E\x0Cアルフレッド\n¡Mil perdones! No tenía claro cuándo os vencía\nel sueño, y por eso seguía tocando.\x0E\x04\x00\x00
MID_RELIANCE_B_#017	\x0E\x03\x02\x0E\x0Cアルフレッド\nDe verdad que solo quería ayudar...\nJo, esto no ha salido como yo esperaba.\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x0E\x0Cアルフレッド\nCreo que no merezco vuestra amistad.\x0E\x04\x00\x00
MID_RELIANCE_B_#019	\x0E\x03\x02\x0A\x08リュール\nBueno, tampoco exageremos...\x0E\x04\x00\x00
MID_RELIANCE_B_#020	\x0E\x03\x02\x0E\x0Cアルフレッド\nIntento tomarme las cosas con filosofía, pero\nme siento fatal. Iré a correr para despejarme.\x0E\x04\x00\x00
MID_RELIANCE_B_#021	\x0E\x03\x02\x0E\x0Cアルフレッド\nEspero que perdonéis mis meteduras de pata,\nDivinidad. Os dejo a vuestro aire. ¡Adiós!\x0E\x04\x00\x00
MID_RELIANCE_B_#022	\x0E\x03\x02\x0A\x08リュール\n¡Espera! Alfred...\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x12\x0Cアルフレッド\x022\n\x0E\x03\x02\x0A\x08リュール\nAh, al fin te encuentro, Alfred.\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x0A\x08リュール\n¿Recuerdas que la última vez afirmaste\nque no merecías mi amistad?\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nSí, me di cuenta de que había ignorado vuestros\nsentimientos. Me comporté como un idiota.\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x0A\x08リュール\nQuiero que sepas que no estoy de acuerdo\ncon lo que dijiste. Eres un buen amigo, Alfred.\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x0A\x08リュール\nTodo lo que hacías era para ayudarme,\ny valoro la intención, que es lo que cuenta.\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x0A\x08リュール\nAsí que, por favor, no vuelvas a decir\nnada parecido.\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x0E\x0Cアルフレッド\nLo siento, Divinidad...\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x0E\x0Cアルフレッド\nPero si soy un desastre. ¿Cómo voy a pensar\nque merezco considerarme vuestro amigo?\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x0A\x08リュール\nHas hecho muchísimas cosas por mí, Alfred.\nConmigo no tienes que seguir sumando méritos.\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x0A\x08リュール\n¿Sabes? Fuiste el primer amigo\nque hice tras despertar.\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x0A\x08リュール\nMe entristecería mucho que ya no quisieras\npasar más tiempo conmigo.\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0E\x0Cアルフレッド\n¿Vuestro primer amigo?\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x0E\x0Cアルフレッド\n¡Qué bien suena!\n¡Es todo un honor recibir ese título!\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x0E\x0Cアルフレッド\nLa verdad es que ya me sentía muy allegado\na vos antes incluso de que despertarais.\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x0E\x0Cアルフレッド\nAsí que, cuando llegó el momento, la felicidad\ny la emoción me desbordaron por completo.\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x0E\x0Cアルフレッド\nPero también sé contenerme. ¡A partir de ahora,\nos trataré como a una vieja amistad!\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x0A\x08リュール\nMe alegro mucho de oírlo.\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x0E\x0Cアルフレッド\nPerfecto. ¡Ah, se me ha ocurrido una idea!\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x0E\x0Cアルフレッド\nComo viejos amigos, ¡deberíamos hacer\nun circuito alrededor del patio juntos!\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x0A\x08リュール\n¿"Un circuito"? ¿Hablas de correr? ¿Ahora?\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x0E\x0Cアルフレッド\nNo dejes para mañana lo que puedas\nhacer hoy. ¡A la carga!\x0E\x04\x00\x00
MID_RELIANCE_A_#022	\x0E\x03\x02\x0A\x08リュール\n¡Un momento! ¡No he dado mi visto bueno!\x0E\x04\x00\x00
MID_RELIANCE_A_#023	\x0E\x03\x02\x0A\x08リュール\n¡Alfred! ¡Alfreeeeed!\x0E\x04\x00\x00
MID_RELIANCE_S_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x12\x0Cアルフレッド\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nBuenos días, Divinidad.\x0E\x04\x00\x00
MID_RELIANCE_S_#002	\x0E\x03\x02\x0A\x08リュール\nHola, Alfred. ¿Te preocupa algo?\nTraes una cara muy seria...\x0E\x04\x00\x00
MID_RELIANCE_S_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nSalta a la vista, ¿no? Es que estoy lidiando\ncon muchas emociones enfrentadas...\x0E\x04\x00\x00
MID_RELIANCE_S_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\nYa sabéis cómo soy... Actúo y luego pienso...\nsi acaso. Siempre en ese orden.\x0E\x04\x00\x00
MID_RELIANCE_S_#005	\x0E\x03\x02\x0A\x08リュール\nSí, me había dado cuenta. Cuando se te mete\nuna idea entre ceja y ceja, nadie te para.\x0E\x04\x00\x00
MID_RELIANCE_S_#006	\x0E\x03\x02\x0E\x0Cアルフレッド\nExacto. Pero, por primera vez, me está costando\nmuchísimo hacer lo que me propongo.\x0E\x04\x00\x00
MID_RELIANCE_S_#007	\x0E\x03\x02\x0E\x0Cアルフレッド\nMi temor es que, si esta vez actúo sin pensar,\nquizá me cueste una amistad que valoro.\x0E\x04\x00\x00
MID_RELIANCE_S_#008	\x0E\x03\x02\x0E\x0Cアルフレッド\nY, además, traicionaría mi propia palabra.\x0E\x04\x00\x00
MID_RELIANCE_S_#009	\x0E\x03\x02\x0A\x08リュール\n¿A qué te refieres?\x0E\x04\x00\x00
MID_RELIANCE_S_#010	\x0E\x03\x02\x0E\x0Cアルフレッド\n¿Recordáis que os dije que quería trataros\ncomo a una vieja amistad?\x0E\x04\x00\x00
MID_RELIANCE_S_#011	\x0E\x03\x02\x0A\x08リュール\nNo me digas que vuelves a sentirte indigno\nde tratar conmigo, por favor...\x0E\x04\x00\x00
MID_RELIANCE_S_#012	\x0E\x03\x02\x0E\x0Cアルフレッド\n(...)\x0E\x04\x00\x00
MID_RELIANCE_S_#013	\x0E\x03\x02\x0E\x0Cアルフレッド\nSoy el príncipe heredero de Firene. No puedo\ncomportarme como un cobarde en estos temas.\x0E\x04\x00\x00
MID_RELIANCE_S_#014	\x0E\x03\x02\x0E\x0Cアルフレッド\nSeré franco: no me basta con una amistad\nsin más. Lamento mucho decirlo.\x0E\x04\x00\x00
MID_RELIANCE_S_#015	\x0E\x03\x02\x0E\x0Cアルフレッド\nDivinidad... Quisiera poder consideraros\ncomo algo más que eso.\x0E\x04\x00\x00
MID_RELIANCE_S_#016	\x0E\x03\x02\x0A\x08リュール\n(...)\x0E\x04\x00\x00
MID_RELIANCE_S_#017	\x0E\x03\x02\x0E\x0Cアルフレッド\nSé que dije que trataría de moderarme con vos,\npero es que no soy capaz de hacerlo.\x0E\x04\x00\x00
MID_RELIANCE_S_#018	\x0E\x03\x02\x0E\x0Cアルフレッド\nFijaos, hasta os he traído esto...\n¿Entendéis hasta dónde llega mi empeño?\x0E\x04\x00\x00
MID_RELIANCE_S_#019	\x0E\x03\x02\x0A\x08リュール\nEl bordado es una maravilla.\x0E\x04\x00\x00
MID_RELIANCE_S_#020	\x0E\x03\x02\x0E\x0Cアルフレッド\nHeredar ropa bordada de tus mayores\nes una antigua tradición firenesa.\x0E\x04\x00\x00
MID_RELIANCE_S_#021	\x0E\x03\x02\x0E\x0Cアルフレッド\nA esta prenda le han hecho tantos remiendos\nque parece otra.\x0E\x04\x00\x00
MID_RELIANCE_S_#022	\x0E\x03\x02\x0E\x0Cアルフレッド\nPero es mía, y la tradición dicta\nque debo cedérsela a alguien que me importe.\x0E\x04\x00\x00
MID_RELIANCE_S_#023	\x0E\x03\x02\x0A\x08リュール\nCaray...\x0E\x04\x00\x00
MID_RELIANCE_S_#024	\x0E\x03\x02\x0A\x08リュール\nMuchísimas gracias.\nAcepto con gusto tu obsequio.\x0E\x04\x00\x00
MID_RELIANCE_S_#025	\x0E\x03\x02\x0E\x0Cアルフレッド\nAh, ¿de verdad? ¿No pensáis que me excedo?\x0E\x04\x00\x00
MID_RELIANCE_S_#026	\x0E\x03\x02\x0A\x08リュール\nNo, está bien. El sentimiento es mutuo.\x0E\x04\x00\x00
MID_RELIANCE_S_#027	\x0E\x03\x02\x0A\x08リュール\nAhora que lo pienso, me siento así casi desde\nnuestro encuentro en el castillo de Lythos.\x0E\x04\x00\x00
MID_RELIANCE_S_#028	\x0E\x03\x02\x0A\x08リュール\nEscucha, yo también tengo algo para ti...\n¿Me das la mano, Alfred?\x0E\x04\x00\x00
MID_RELIANCE_S_#029	\x0E\x03\x02\x0E\x0Cアルフレッド\n¿¡El Anillo del Pacto!?\x0E\x04\x00\x00
MID_RELIANCE_S_#030	\x0E\x03\x02\x0A\x08リュール\nDe ahora en adelante, nunca nos separaremos.\nSerá un placer recorrer mi camino junto a ti.\x0E\x04\x00\x00
MID_RELIANCE_S_#031	\x0E\x03\x02\x0E\x0Cアルフレッド\nGracias, \x0E\x06\x03\x00...\x0E\x04\x00\x00
MID_RELIANCE_S_#032	\x0E\x03\x02\x0E\x0Cアルフレッド\nYa no reprimiré mis sentimientos: os amo.\nMe hacéis el hombre más feliz del mundo.\x0E\x04\x00\x00
