MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nJamás había visto un poder como el tuyo. Esa\ncapacidad de invocar Emblemas ha de ser mía.\x0E\x04\x00\x00
MID_GR_Clan_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06クラン\nVeronica, si necesitas cualquier cosa de mí,\nházmelo saber. Me gusta ayudar a los demás.\x0E\x04\x00\x00
MID_GR_Clan_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nEn tal caso, cuéntame tu historia.\nQuiero conocerte más a fondo.\x0E\x04\x00\x00
MID_GR_Clan_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06クラン\nSi no te importa, querría saber más cosas de ti.\n¿Qué te gusta? ¿Qué haces para relajarte?\x0E\x04\x00\x00
MID_GR_Clan_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\n¿Sobre mí? Bueno, ya que lo preguntas\ncon tanta educación...\x0E\x04\x00\x00
MID_GR_Clan_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nClanne, he notado que... te acercas a hablar\nconmigo a menudo. ¿De veras te agrada eso?\x0E\x04\x00\x00
MID_GR_Clan_A_#002	\x0E\x03\x02\x08\x06クラン\n¡Claro! Me encanta escuchar tus historias,\ny me relaja mucho tu compañía.\x0E\x04\x00\x00
MID_GR_Clan_A_#003	\x0E\x03\x02\x08\x06クラン\n¿Y tú? ¿No te cansas de hablar conmigo?\x0E\x04\x00\x00
MID_GR_Clan_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nEn absoluto. Por algún extraño motivo, aguardo\nansiosa esos momentos. Por mí, que no cesen.\x0E\x04\x00\x00
MID_GR_Fram_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06フラン\nLady Veronica, si necesitas alguna cosa,\nestoy a tu entera disposición.\x0E\x04\x00\x00
MID_GR_Fram_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nAhora mismo no, aunque... si tienes tiempo,\npodríamos charlar un rato.\x0E\x04\x00\x00
MID_GR_Fram_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06フラン\nEste sitio pide una redecoración a gritos.\nTe pegaría un ambiente más alegre.\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\n¿Tú crees? Nunca me lo había planteado.\nSi te ofreces, yo me limitaré a observarte.\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nMe fascina tu actitud. Aunque vayas corriendo\ny tropieces, te reincorporas enseguida.\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x08\x06フラン\nEs que jamás me doy por vencida.\nPor mucho que me caiga, siempre me levanto.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nEres más fuerte de lo que pareces y tienes\nuna energía desbordante. ¿De dónde la sacas?\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x08\x06フラン\n¡Como para no tenerla, con lo que disfrutamos\njuntas y el entusiasmo que me inspiras!\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nVeo que te levantas muy temprano.\n¿Qué provecho sacas de esos madrugones?\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\n¡Más tiempo para entrenar! Es fundamental\nmantenerse siempre activo. ¿Salimos a correr?\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nHoy va a ser otro gran día, lo presiento.\n¿A que te llena de júbilo?\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\n¿Júbilo? Jamás he experimentado tal sensación.\nExcepto ahora, o eso creo. Levemente.\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nHoy ha sido otro día redondo. Doy gracias\npor gozar de buena salud y mejor compañía.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nQué optimista eres. Posees tantas cosas\nde las que yo carezco... ¡Qué injusticia!\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nTe equivocas. Vivimos en el mismo lugar\ny compartimos las mismas amistades.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nCierto. Tengo aliados y he encontrado mi sitio.\nOjalá perdurara para siempre.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nEres aficionado a los libros, ¿verdad?\n¿Qué estás leyendo, por curiosidad?\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nUna de mis historias favoritas. Si te gusta\nla lectura, te puedo recomendar alguna cosa.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\n¿Con qué libro estás hoy?\n¿Me permites que lo lea contigo?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0C\nブシュロン\nClaro. Mira, acabo de empezar este.\nAvísame cuando quieras que pase la página.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nHemos leído tantos libros juntos que temo\nque pronto nos quedemos sin historias.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0C\nブシュロン\nEn el mundo hay tal cantidad de novelas\nque harían falta varias vidas para leerlas todas.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\nPor eso constituyen una fuente inagotable\nde relatos. Podemos leer juntos cuanto quieras.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nMenos mal. Me importuna que un libro se acabe,\npero ¡estoy deseando empezar con el próximo!\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nParece que siempre estás en movimiento.\n¿Por qué? ¿No te agota tanta actividad?\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエーティエ\nEntrenar no es malo. De hecho, ¡nada me hace\nmás feliz! Me sirve para despejar la mente.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nエーティエ\nCreo que te vendría bien hacer ejercicio.\n¿Te apetece salir a correr conmigo?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nNo me atrae la idea... aunque, si me ayuda a\nconvertirme en una gran emperatriz, lo pensaré.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nエーティエ\nDespués haré un descanso.\n¿Te apetece tomar un té juntas?\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nMe encanta el té. Mi hermano y yo\nlo tomábamos a todas horas.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nAh, ¿sí? Sigue contándome.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nCuando tengamos listo el té. Siento curiosidad\npor descubrir las variedades de este mundo.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nQuisiera conocer mejor a la princesa de Embla,\npuesto que desempeñamos cargos similares.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nA mí también me interesa escuchar tu historia.\n¿Cómo es quien gobierna tus tierras?\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nJusto ahora íbamos a tomar el té.\n¿Te apetece acompañarnos?\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nSi me puedo sentar a escuchar, será un placer.\nNo me disgustan las conversaciones animadas.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nDebe de ser agradable el poder pasar\ntanto tiempo con tu hermano.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x0A\x08セリーヌ\nEl tuyo se embarcó en un viaje, ¿verdad?\nDondequiera que esté, te tendrá presente.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nAsí ha de ser entre hermanos, ¿no te parece?\nSeguro que tú también piensas mucho en él.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nTienes toda la razón. Te agradezco\nla conversación; me ha reconfortado.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x06\x04ルイ\nTe desenvuelves con mucho brío en combate.\nLuchar a tu lado me deja atónito.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nTú también eres un caballero valeroso.\nTe querría para mí.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\n(Hermano mío, cuánto te extraño...)\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x06\x04ルイ\n¿Tienes un hermano?\nMe gustaría conocerlo algún día.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x06\x04ルイ\nEn mi tierra, elaboraba un té negro especial\npara mi familia. ¿Te gusta el té negro?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nSí. Cada vez que mi hermano venía a casa,\nlo degustábamos juntos.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nEn tal caso, voy a preparar una tetera. Tengo\nunas hojas de primera que te van a encantar.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nBuena idea. Así me narras tus aventuras.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06クロエ\nUna princesa salida de un brazalete mágico...\n¡Qué maravilla! Cuéntame todo sobre tu mundo.\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nEn Embla no hay absolutamente nada\nen comparación con la abundancia de Firene.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06クロエ\nLas princesas rara vez tienen ocasión de probar\nla comida callejera. Ojalá pudiera darte un poco.\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nLa verdad es que no me interesa.\nPrefiero el té negro.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06クロエ\nTe gustaba el té negro, ¿no? Pues vi una mezcla\nexquisita en el pueblo y la tuve que comprar.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nQué bien huele...\n¿Puedes poner un poco para mí?\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nClaro. Aunque no te sea posible consumirlo,\npuedes disfrutar del aroma. ¡Y charlar conmigo!\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nMe parece una idea estupenda.\nPretendo conocerte mejor.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nEn el otro mundo, mi brazalete se hallaba en\nBrodia. Este rencuentro es capricho del destino.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nAsí que te une un vínculo especial a mi tierra...\nRazón de más para alegrarme de conocerte.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nEn su día me enfrenté a un rey que dominaba\nlas llamas. Desde entonces, odio el fuego.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nAhí me identifico contigo. Una vez traté de usar\nmagia de fuego, pero aquello terminó fatal.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nVeronica, me asombra tu control de la magia.\nHabrás entrenado mucho para alcanzar tal nivel.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nNo. Tengo un talento natural.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0E\x0Cディアマンド\nAunque eso sea cierto, sabes aprovecharlo\ncon sensatez. Me has enseñado muchas cosas.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nYo también quiero aprender de ti. Quizá podrías\ncompartir el secreto para ser un buen soberano.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08アンバー\nUn Emblema salido de un brazalete...\n¡Qué romántico! ¡Háblame de ti!\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nSi tanto te interesa, algo te podré contar.\nDe todas formas... ¿qué tiene de especial?\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08アンバー\nVeronica, ¿tú sabes qué son las alpacas?\nUnos animales muy peluditos y adorables.\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nMe son ajenos... Aunque lo de "peluditos\ny adorables" ha despertado mi curiosidad.\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nAmber, tú, que siempre te estás riendo...\n¿me puedes enseñar cómo se hace?\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x0A\x08アンバー\n¿Que cómo se...? Bueno, uno se ríe cuando\nse lo pasa bien. Fíjate en mi cara... ¿Lista? ¡Ya!\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nEl truco de poner una mueca absurda...\nQué astuto.\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0A\x08アンバー\n¡Eso es! Tienes una risa maravillosa.\n¡Te ayudo a ensayarla cuando quieras!\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nCumples escrupulosamente con tu deber.\nEs una virtud intachable. Te querría para mí.\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nTus elogios me llenan de orgullo.\nEl Muro de Hierro está a tu entera disposición.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nQuiero crear un personaje inspirado en ti\npara alguno de mis relatos. ¿Cómo lo ves?\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nBien. Siento curiosidad por ver qué escribes.\n¿Me lo enseñarás cuando termines?\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nYa he terminado el relato basado en ti.\n¿Te importaría darme tu opinión sincera?\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nFaltaría más. Ponlo aquí y lo leemos juntas.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nSe trata de una chica de ciudad.\nMira, en esta página hace su primera aparición.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nQué sensación tan extraña... Es igual que yo.\n¿Y cómo sigue la historia? Me puede la intriga.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\n¿Por qué motivo te ocultas en la sombra?\nSi necesitas algo, acércate.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nTe pido disculpas. Quería saludar, pero temía\nimportunarte con mi ridícula presencia.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nTu dominio del arco es incontestable.\nEres muy hábil, aunque insistas en lo contrario.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nNo merezco halagos de ningún tipo. Solo hago\nlo que buenamente puedo para protegerte.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nスタルーク\nTienes todas las cualidades de una soberana\nejemplar. Comparado contigo, no soy más que...\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nTe preocupas por el bienestar de tus súbditos.\nEso es lo que cuenta realmente.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nYo disto de ser una buena princesa imperial,\npero tú pareces conocer el secreto. Revélamelo.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nNo sé qué podría enseñarte, pero quedo a tu\ndisposición para conversar cuando lo desees.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ラピス\nImagino que una princesa imperial no ve nada\nespecial en una persona del montón como yo.\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nAl contrario; me apetece conocerte mejor.\nCuéntame todo sobre ti.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ラピス\nLos boniatos son estupendos, ¿a que sí?\nCrecen en todas partes, o eso he leído.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nSabes muchas cosas interesantes\nque yo desconozco. Enséñame más.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nLapis, me he enterado de que tienes hermanas\ny hermanos pequeños. ¿Os lleváis bien?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\n¡Y tanto! Jugábamos en el campo y comíamos\nhierbajos. Eh, los arrancábamos. Cosas de críos.\x0E\x04\x00\x00
