MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nPasé gran parte de mi juventud en un castillo.\nSalir era siempre una experiencia emocionante.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\nTendré en cuenta tus palabras para elegir\ncorrectamente cuando llegue ese momento.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nEres un buen compañero, Boucheron.\nLuchando a tu lado, siento que me fortalezco.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nTú también transmites seguridad. Espero que\nme acompañes cuando salga a pasear de noche.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nブシュロン\n¿Te agotó la última batalla? Iba a pescar\nun rato para relajarme. ¿Quieres venir?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x08\x06カムイ\n¡Desde luego! Aunque nos perdamos,\nentre los dos seguro que sabremos regresar.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nブシュロン\nDe nuevo, te pido perdón. No me puedo creer\nque me haya perdido a plena luz del día.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x08\x06カムイ\nNo pasa nada. Pude disfrutar de la luz\ndel sol colándose entre los árboles.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x08\x06カムイ\nMe ha gustado pasear por el bosque soleado.\nDonde yo crecí las noches eran muy largas.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x0C\nブシュロン\nEres muy amable, Corrin. Ojalá aprenda a ver\nsiempre el lado bueno de la cosas, como tú.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nEstás en muy buena forma física, Etie.\nCuando luchamos no puedo evitar observarte.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエーティエ\n¡Gracias! Tus cumplidos me dan tanta energía\nque voy a salir a correr. ¡Hasta luego!\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nエーティエ\n¡Corrin! ¿Has visto tus músculos?\nAcabo de ver cómo se te hinchaban.\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x08\x06カムイ\nHa debido de ser por mi forma de dragón.\nSé que impresiona, pero no intentes imitarme.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nエーティエ\nFuiste muy amable al halagar mi forma física,\npero no te llego ni a la suela de los zapatos.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x08\x06カムイ\nNo es cierto. No tengo mucho músculo,\nexcepto cuando me transformo en dragón.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nPero en espíritu eres más fuerte que yo.\nMe queda mucho aún para ponerme a tu altura.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x08\x06カムイ\nEtie, tienes una gran fuerza de voluntad.\nPuedes lograr todo lo que te propongas.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nTengo entendido que te gusta el té, Céline.\nEso es algo que tenemos en común.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x0A\x08セリーヌ\n¿Ah, sí? ¡Qué maravilla!\nDime cuáles son tus variedades favoritas.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nHa sido fascinante oírte hablar de tés.\nLos describes tan bien que casi podía\nsaborearlos.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x08\x06カムイ\nEs una lástima que no pueda tomarlos.\nNo hay nada mejor después de una batalla.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nTe he preparado un poco de té, Corrin.\nAunque no puedas beberlo, el aroma te relajará.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x08\x06カムイ\nAh... Huele igual que el que me preparaba\nmi mayordomo cuando estaba agotada.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nExcelente. Me he basado en tu descripción.\nEs que me dio pena que no pudieras beberlo.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x08\x06カムイ\nMe conmueve que te hayas tomado la molestia.\nNadie prepara el té como tú, Céline.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nSiempre estás un paso por detrás de mí,\nigual que mi mayordomo.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x06\x04ルイ\nA diferencia de tu mayordomo,\nyo me quedo atrás para pasar desapercibido.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nNo tienes por qué pasar desapercibido, Louis.\nMe gusta tenerte cerca.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x06\x04ルイ\nQuizá debí haber dicho que me gusta\nconfundirme con el entorno.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nAhora lo entiendo, Louis. Te gusta camuflarte\npor esa afición tuya de observar a la gente.\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nAsí es. Por eso, no tienes que preocuparte\nsi ves que me fundo con el entorno.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x08\x06カムイ\nA mí también me gusta observar a la gente.\nLlévame contigo la próxima vez.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x06\x04ルイ\nAh, seríamos invisibles para el resto,\npero no para nosotros. Qué interesante...\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06クロエ\n¿Sabes cuál sería una imagen bonita?\nTú con un príncipe azul... o un mayordomo fiel.\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06カムイ\nChloé, si vamos a luchar en equipo,\nlo mejor será que tú estés junto a mí.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06クロエ\n¿De verdad puedes convertirte en dragón?\n¡Genial! Vamos a buscar un rey o una damisela.\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06カムイ\nVuelves a tener la mirada perdida...\nMiedo me da preguntar qué estarás imaginando.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nYa llevamos un tiempo luchando juntas\npero nunca me imaginas contigo al lado, Chloé.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06クロエ\nLo siento, solo soy una simple guerrera.\nNecesitas a alguien más heroico a tu lado.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06カムイ\nTonterías. ¿Cuántas batallas hemos librado\njuntas? Formamos un gran equipo.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06クロエ\nOh, eres muy amable.\nEs cierto: juntas somos fantásticas.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nSe necesita un gran ejército para proteger\nun reino... pero hay que saber controlarlo.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06カムイ\nEstoy de acuerdo. Hay demasiados conflictos\nque terminan con el exterminio de un bando.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nUna vez me vi obligada a tomar una decisión\nmuy difícil e irreversible en un conflicto.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nYa veo... Quizá yo me vea en la misma tesitura\ncuando sea rey. Será mejor que me prepare.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nNo me arrepiento de mi decisión, aunque a\nveces me pregunto si debí elegir otra opción.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x0E\x0Cディアマンド\n¿Y qué harías entonces? ¿Ni atacar ni retirarte?\n¿Rendirte ante ambos bandos?\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x08\x06カムイ\nVisto así, no sé qué habría ocurrido\nde haber tomado esa decisión.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0E\x0Cディアマンド\nAunque fue difícil, asumiste tu responsabilidad,\nCorrin. Te admiro por ello.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08アンバー\nYo vivía en una granja de alpacas rodeada\nde montañas. ¿Cómo era tu hogar, Corrin?\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x08\x06カムイ\nTuve dos hogares: uno sumido en la oscuridad\ny otro bañado por la luz... ¿Qué es una alpaca?\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08アンバー\n¡Las alpacas son lo más! Tienen cuatro patas,\nel cuello largo y lana blandita en todo el cuerpo.\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x08\x06カムイ\nExcepto lo de la lana, deben de ser como yo\nen mi forma dragontina. ¿Y tienen alas grandes?\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08アンバー\nA ver, las alpacas no tienen alas, pero...\n¿y si las tuvieran? ¡Serían más adorables aún!\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06カムイ\nTe encantan las alpacas, ¿no?\nTe brillan los ojos cuando hablas de ellas.\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nLas adoro, es cierto, pero también\nme divierto hablando contigo, Corrin.\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x08\x06カムイ\n¡Me alegro! A mí también me gusta hablar\ncontigo, Amber. Eres un buen aliado.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nHe oído que escribes novelas, Jade.\n¿Podría leer alguna?\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nClaro, adelante. De hecho, me gustaría\nque me dieses tu opinión, Corrin.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\n¿Corrin? Estás un poco rara... Si mis novelas\nno son de tu agrado, dímelo. No me enfadaré.\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x08\x06カムイ\nNo, es que... al verte he recordado lo graciosas\nque son y ahora... ¡no puedo parar de reír!\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\n¿Estás más tranquila, Corrin?\n¿O seguiré dándote risa porque sí?\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06カムイ\nYa estoy mejor. ¡Tus novelas son geniales!\n¡Hasta me han entrado ganas de escribir!\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\n¡Eso estaría bien! Me encantaría leer\ncualquier novela que escribieras.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x08\x06カムイ\n¿Hay algo mejor que saber que tus obras\naportan felicidad a los demás? Yo creo que no.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nスタルーク\nEres tan fuerte, Corrin... No en vano, eres\nun dragón de otro mundo. A tu lado, yo...\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x08\x06カムイ\nAlcryst, deja de menospreciarte. Ambos hemos\nluchado bien en la última batalla, ¿no es cierto?\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nスタルーク\nNo deberías mirarme, Corrin... Observar\na un desastre como yo es perder el tiempo.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x08\x06カムイ\nEstoy preocupada. Me recuerdas a mi hermano\npequeño y, al igual que él, me importas.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nSientes envidia de los demás, Alcryst,\npero hay muchas cosas que yo envidio de ti.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x08\x06カムイ\nA menudo desearía ser una humana normal\ncomo tú... pero mi destino es este.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\nDesconocía el peso que cargas, Corrin.\nHe sido muy desconsiderado, lo siento.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nMe llevará un tiempo, pero, contigo a mi lado,\ncreo que podré aprender a luchar con orgullo.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nTe vi recogiendo plantas tras la batalla, Lapis.\n¿Vas a usarlas para algo?\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\n¡Sí! Son provisiones para momentos de escasez.\nEn el pueblo siempre... ¡Uy! Se me ha escapado.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06ラピス\nNadie sabe que soy una paleta. Si preguntan,\nlas plantas son para hacer manualidades, ¿vale?\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06カムイ\nEntiendo... Una vez deseé ocultar mis orígenes.\nLa gente tenía muchos prejuicios contra mí...\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06ラピス\nYo mantengo mi origen en secreto\npor vergüenza, pero tú tenías razones de peso.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06カムイ\nMis dos hogares estaban en guerra.\nMi infancia fue una telaraña de engaños.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06カムイ\nPero no te compares conmigo. Si no quieres\nque nadie sepa de dónde vienes, te ayudaré.\x0E\x04\x00\x00
