MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08リュール\n¿Me ayudarás a devolver la paz\na este mundo lo antes posible?\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x08\x06セリカ\nVer cómo florecen otras amistades es hermoso,\npero también disfruto siendo tu amiga.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nHas estado algo distante últimamente.\n¿He hecho algo que te haya ofendido?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nPara nada, Celica.\nMi aprecio por ti sigue intacto.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x08\x06セリカ\n¿Por qué me evitas entonces?\nSolo te veo cuando hablo con otra persona.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x06\x04ルイ\nInterrumpiros sería como intentar mejorar\nuna obra de arte. ¡Jamás osaría hacer tal cosa!\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06クロエ\nEres un amor, Celica.\nPareces salida de un cuento de hadas.\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06セリカ\nGracias por el cumplido, Chloé.\nLo mismo se puede decir de ti.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06クロエ\nVer a la nobleza y a los Emblemas\nluchando juntos es un espectáculo maravilloso.\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06セリカ\nEs inspirador, ¿verdad?\nCreo que tú y yo hacemos buen equipo.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06クロエ\nCelica, ¿puedes hablarme de la comida\nde tu mundo? En especial de la callejera.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06セリカ\nTeníamos platos peculiares, si te refieres a eso.\nMi favorita era el filete de dagón.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nMmm, solo el nombre ya suena delicioso.\n¿Qué clase de comida era?\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06セリカ\nEra la carne de un animal marino de Zofia.\nTe quitaba el cansancio de un bocado.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nEs un honor luchar junto a un Emblema\nde Firene. ¿Podrías darme algún consejo?\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06セリカ\nEl honor es mío, Diamant. Estaré encantada\nde aconsejarte siempre que lo necesites.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\n¿Cómo era el gobierno de tu mundo, Celica?\nMe gustaría conocer otros puntos de vista.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x08\x06セリカ\nNo sé mucho porque no me criaron\ncomo princesa, pero te contaré lo que pueda.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nGracias por unirte a nuestra lucha a pesar\nde no tener relación alguna con este mundo.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x08\x06セリカ\nYo no diría eso. Siento que venir a Elyos\nera mi destino.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0E\x0Cディアマンド\nEn ese caso, espero que nos acompañes\nhasta el final.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x08\x06セリカ\nPor supuesto, Diamant. Devolveremos la paz\na este mundo lo antes posible.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08アンバー\n¡Oye, Celica! Disculpa la pregunta tan repentina,\npero ¿a ti te gustan las alpacas?\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x08\x06セリカ\n¿A-alpacas? ¿Qué es eso?\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nNo te has saltado ni un día de entrenamiento,\nAmber. Tu fuerza de voluntad es admirable.\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08アンバー\n¡Claro! No se llega a ser un héroe legendario\nde la noche a la mañana. ¡No pienso parar!\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08アンバー\nSi la leyenda de los Emblemas es cierta,\n¡todas las demás también deben de serlo!\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06セリカ\n¡Puede ser! Este mundo está lleno\nde misterios.\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\n¿Estás de acuerdo, Celica? ¡Genial!\n¡Salgamos a investigar leyendas!\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x08\x06セリカ\n¿Ahora mismo? ¿Vas a llevarme contigo?\nTípico de Amber.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nMe han dicho que escribes novelas, Jade.\n¿Podría leerlas?\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nAh, perdona, Celica, estaba meditando.\n¿Qué decías?\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\n¿De dónde sacas la inspiración\npara tus novelas, Jade?\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nDe observar a la gente. La realidad es más\ndivertida de lo que la gente imagina.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nGracias a nuestras charlas, se me ha ocurrido\nuna nueva historia. ¿Puedo hablarte de ella?\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06セリカ\n¡Sí, por favor! Me encantaría saber\nen qué estás trabajando.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nEs sobre una heroína que despierta en otro\nmundo y debe vencer una misteriosa amenaza.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x08\x06セリカ\nOh, cuánta intriga... ¡es interesante!\nEspero poder leerla cuando la termines.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nスタルーク\nContigo me siento a salvo, Celica.\nSiento que tengas que cargar conmigo.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x08\x06セリカ\nEso no es cierto, Alcryst.\nMe alegra luchar a tu lado. ¡Unamos fuerzas!\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nAquí estás, Alcryst.\nTu hermano te estaba buscando.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nGracias por decírmelo... Siento que te hayas\ntomado la molestia de venir a buscarme.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nHas estado impresionante en la última batalla,\nAlcryst. Buen trabajo.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nスタルーク\n¡No es cierto! Olvida que estoy aquí...\nDebería meterme debajo de una piedra.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x08\x06セリカ\n¡No miento, Alcryst! Controlar el poder de un\nEmblema como yo requiere mucha habilidad.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nEres muy amble. Gracias, Celica.\nMe siento un poco más feliz.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\n¿Lapis? ¿Adónde vas con ese tronco?\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nVoy a usarlo para fabricar unos estantes.\nAvísame si quieres uno, Celica.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06ラピス\n¡Los tubérculos son lo mejor! Basta uno\npara que crezcan un montón. O eso he leído...\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06セリカ\nTambién crecen en tierras áridas, ¿no?\nEn mi hogar cultivábamos naranjas.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06ラピス\nDisculpa, Celica. Hoy pareces triste.\n¿Ha ocurrido algo?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06セリカ\nPerdona, no quería preocuparte. Es solo que\nlo paso mal cuando te hieren en las batallas.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06セリカ\nEs igual, no me hagas caso. Solo digo\ntonterías. Olvídate de lo que he dicho.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nNo, eres muy amable al preocuparte.\nMe fortaleceré para que no vuelvas a sufrir.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nDisculpa, Citrinne. ¿Por qué me miras\ntan fijamente? ¿Puedo ayudarte?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0C\nシトリニカ\nAdmiraba tu vestido. Tenemos gustos\nsimilares. ¿Quién es tu diseñador?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nHe hecho llorar a otro niño.\nQuisiera que mi cara no fuese tan adusta...\x0E\x04\x00\x00
