MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x16\x10ジェーデ_兜あり\x021\n\x0E\x03\x00\x0A\x04ボネ\x022\n\x0E\x03\x02\x12\x10ジェーデ_兜あり\n(...)\x0E\x04\x00\x00
MID_RELIANCE_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0A\x04ボネ\x022\n\x0E\x03\x02\x06\x04ボネ\nEstás de suerte, Jade. Te voy a preparar\nel cangrejo relleno del que te hablé.\x0E\x04\x00\x00
MID_RELIANCE_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nNo recuerdo haber tenido esa conversación.\x0E\x04\x00\x00
MID_RELIANCE_B_#003	\x0E\x03\x02\x06\x04ボネ\n"El reposo de Jade"...\nSería un buen nombre para el plato, ¿no crees?\x0E\x04\x00\x00
MID_RELIANCE_B_#004	\x0E\x03\x02\x0A\x08ジェーデ\nAh, sí, ya me acuerdo.\x0E\x04\x00\x00
MID_RELIANCE_B_#005	\x0E\x03\x02\x0A\x08ジェーデ\nNo dejabas de hablar mientras meditaba...\nIncluso me comparaste con un crustáceo.\x0E\x04\x00\x00
MID_RELIANCE_B_#006	\x0E\x03\x02\x0A\x08ジェーデ\nDijiste algo de rellenar caparazones de cangrejo\ncon diversos ingredientes.\x0E\x04\x00\x00
MID_RELIANCE_B_#007	\x0E\x03\x02\x06\x04ボネ\nSí, eso es. Hablando de lo cual...\n¿podría darle un lametón a tu armadura?\x0E\x04\x00\x00
MID_RELIANCE_B_#008	\x0E\x03\x02\x0A\x08ジェーデ\nEsta conversación se ha acabado.\x0E\x04\x00\x00
MID_RELIANCE_B_#009	\x0E\x03\x02\x06\x04ボネ\nEs que sería un excelente sucedáneo para el\ncaparazón de cangrejo. Cabe de todo ahí dentro.\x0E\x04\x00\x00
MID_RELIANCE_B_#010	\x0E\x03\x02\x06\x04ボネ\n¿A qué temperatura habrá que guisar el metal?\x0E\x04\x00\x00
MID_RELIANCE_B_#011	\x0E\x03\x02\x0A\x08ジェーデ\nNi se te ocurra acercarte a mi armadura.\x0E\x04\x00\x00
MID_RELIANCE_B_#012	\x0E\x03\x02\x0A\x08ジェーデ\nAdemás, veo que no me estás escuchando...\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x06\x04ボネ\n¿Decías? Oh, sí. Lo siento.\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x0A\x08ジェーデ\nReconozco que me está entrando hambre...\n¿Vas a preparar el plato o no?\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x06\x04ボネ\nSí, claro. No hay nada mejor que compartir\nla comida con los amigos.\x0E\x04\x00\x00
MID_RELIANCE_B_#016	\x0E\x03\x02\x0A\x08ジェーデ\nSí, mientras todo se limite a que la amiga\npruebe el plato del amigo...\x0E\x04\x00\x00
MID_RELIANCE_B_#017	\x0E\x03\x02\x06\x04ボネ\nBien. Me pondré manos a la obra...\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x06\x04ボネ\nen cuanto le dé un lametón a tu armadura.\x0E\x04\x00\x00
MID_RELIANCE_B_#019	\x0E\x03\x02\x0A\x08ジェーデ\n¡Que no!\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0A\x04ボネ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\n¿Tienes un momento, Bunet?\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x06\x04ボネ\nAh, Jade. Claro.\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x06\x04ボネ\n¿Es una flor eso que huelo?\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x0A\x08ジェーデ\nQuería darte las gracias por el delicioso plato\nque cocinaste el otro día. La flor es para ti.\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x06\x04ボネ\n¿Para mí?\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x06\x04ボネ\nEstoy emocionado. ¿Te molestaría si le diese\nun bocadito a uno de los pétalos?\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x0A\x08ジェーデ\nQuieres descubrir a qué saben las flores\nque te da una amiga, ¿no?\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x06\x04ボネ\nNo sabía que pudieras leer la mente.\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x0A\x08ジェーデ\nTe conozco lo suficiente para saber\nde qué pie cojeas.\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x06\x04ボネ\nYa veo. Yo podría decir lo mismo de ti.\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x06\x04ボネ\nMira esto.\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0A\x08ジェーデ\nGuau. Qué buena pinta tiene esta comida.\n¿Por qué te has tomado la molestia?\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x06\x04ボネ\nSupuse que vendrías a darme las gracias.\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x06\x04ボネ\nPor eso me he adelantado y he preparado\neste frugal banquete en tu honor.\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x0A\x08ジェーデ\nGracias, Bunet.\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x0A\x08ジェーデ\n¿Así va a ser a partir de ahora? ¿Nos daremos\nlas gracias mutuamente por lo que haga el otro?\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x06\x04ボネ\nAlgunas amistades se basan en menos.\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x0A\x08ジェーデ\nSupongo que puede funcionar...\nsiempre que los límites queden bien definidos.\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x06\x04ボネ\nBien. Ahora que estamos de acuerdo,\npermite que...\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x0A\x08ジェーデ\nComo toques mi armadura, eres hombre muerto.\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x06\x04ボネ\nVale, vale...\x0E\x04\x00\x00
