MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08リュール\n¿Qué es eso del fondo? ¿Un trono?\x0E\x04\x00\x00
MID_BT2_#004	\x0E\x05\x01\x1C\x0Cオルテンシア\x0CStrike\n\x0E\x03\x02\x0E\x0Cオルテンシア\nSupongo que no me queda otra. Empecemos.\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08リュール\nDe algún modo... he logrado ganar.\x0E\x04\x00\x00
MID_ED1_#002	\x0E\x03\x02\x08\x06ベレト\nBien hecho. Tu forma de luchar\nes excelente. Has superado la prueba.\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x02\x0A\x08リュール\nHe aprendido mucho en este combate.\x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x02\x08\x06ベレト\nGracias, aunque ya eras muy fuerte\nincluso antes de conocernos.\x0E\x04\x00\x00
MID_ED1_#005	\x0E\x03\x02\x0A\x08リュール\nAun así, me has enseñado muchas cosas.\x0E\x04\x00\x00
MID_ED1_#006	\x0E\x03\x02\x0A\x08リュール\nEres un gran profesor, Byleth.\x0E\x04\x00\x00
MID_ED1_#007	\x0E\x03\x02\x08\x06ベレト\nY tú demasiado amable: mis enseñanzas\nno servirían de nada sin tu talento innato.\x0E\x04\x00\x00
MID_ED1_#008	\x0E\x03\x02\x08\x06ベレト\nMe limito a escuchar y a guiar a quienes\nhan elegido su camino.\x0E\x04\x00\x00
MID_ED1_#009	\x0E\x03\x02\x08\x06ベレト\nLa victoria de hoy es el resultado de todas\nlas decisiones que has tomado hasta ahora.\x0E\x04\x00\x00
MID_ED1_#010	\x0E\x03\x02\x0A\x08リュール\nSiempre he sabido que una decisión\nlleva a otra, pero...\x0E\x04\x00\x00
MID_ED1_#011	\x0E\x03\x02\x0A\x08リュール\nMe preocupa lo que puede pasar si\nalguna vez elijo la opción equivocada...\x0E\x04\x00\x00
MID_ED1_#012	\x0E\x03\x02\x08\x06ベレト\nNo te preocupes, al superar esta prueba,\nhas demostrado quién eres realmente.\x0E\x04\x00\x00
MID_ED1_#013	\x0E\x03\x02\x08\x06ベレト\nAdemás, tus aliados están ahí para enderezarte\nsi alguna vez te desvías del camino.\x0E\x04\x00\x00
MID_ED1_#014	\x0E\x03\x02\x08\x06ベレト\nY recuerda que también yo estaré\na tu lado hasta el final.\x0E\x04\x00\x00
MID_ED1_#015	\x0E\x03\x02\x0A\x08リュール\nGracias. Seguiré mi camino confiando\nen que mis aliados me ayudarán.\x0E\x04\x00\x00
MID_ED1_#016	\x0E\x03\x02\x08\x06ベレト\nYa has aprendido todo lo necesario.\n¿Proseguimos con nuestro viaje?\x0E\x04\x00\x00
MID_LC1_#001	\x0E\x02\x02\x00
