MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06セピア\x022\n\x0E\x03\x00\x0C\x06モーヴ\x024\n\x0E\x03\x00\x0A\x04グリ\x023\n\x0E\x03\x00\x0C\x06マロン\x021\n\x0E\x03\x02\x08\x06セピア\nYa estoy aquí.\x0E\x04\x00\x00
MID_OP1_#037	\x0E\x03\x02\x06\x04グリ\nCierto, cierto... Algo de una piedra dragón\nque no estaba rota, ¿no?\x0E\x04\x00\x00
MID_OP1_#038	\x0E\x03\x02\x08\x06セピア\nExacto. Debemos investigarlo más a fondo.\x0E\x04\x00\x00
MID_OP2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nLlegamos al puerto de Givre. Esperaba más\nresistencia. Hemos atracado sin problema.\x0E\x04\x00\x00
MID_OP2_#002	\x0E\x03\x02\x0A\x08アイビー\n(...)\x0E\x04\x00\x00
MID_OP2_#003	\x0E\x03\x02\x0A\x08リュール\n¿Qué ocurre?\x0E\x04\x00\x00
MID_OP2_#004	\x0E\x03\x02\x0A\x08アイビー\nEsta es una ciudad portuaria; siempre hay\nmucho bullicio. ¿Por qué está tan tranquila?\x0E\x04\x00\x00
MID_OP2_#005	\x0E\x03\x02\x0A\x08リュール\nAllí veo a alguien.\nQuizá pueda decirnos qué ocurre.\x0E\x04\x00\x00
MID_OP2_#006	\x0E\x03\x02\x0A\x08アイビー\nDragón Divino, espera, eso es...\x0E\x04\x00\x00
MID_OP2_#007	\x0E\x03\x01\x0A\x08アイビー\n\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00& M019_異形兵_グレートナイト\x022\n\x0E\x03\x02" M019_異形兵_グレートナイト\n(...)\x0E\x04\x00\x00
MID_OP2_#008	\x0E\x03\x01" M019_異形兵_グレートナイト\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\n¡Una aberración!\x0E\x04\x00\x00
MID_OP2_#009	\x0E\x03\x02\x0A\x08アイビー\nSí, y dudo que sea la única.\x0E\x04\x00\x00
MID_OP2_#010	\x0E\x03\x02\x0A\x08リュール\nTienes razón. Probablemente estén\npor toda la ciudad, lo que significa que...\x0E\x04\x02\x00
MID_OP2_#011	\x0E\x03\x02\x0A\x08アイビー\nEso me temo...\x0E\x04\x00\x00
MID_OP2_#012	\x0E\x03\x00\x12\x0Cディアマンド\x023\n\x0E\x03\x02\x0E\x0Cディアマンド\n¿El Dragón Caído también quiere destruir\nElusia? No tiene ningún sentido.\x0E\x04\x02\x00
MID_OP2_#013	\x0E\x03\x00\x12\x0Cアルフレッド\x024\n\x0E\x03\x02\x0E\x0Cアルフレッド\nSolo sé que no podemos quedarnos\nde brazos cruzados. Debemos eliminarlas.\x0E\x04\x00\x00
MID_OP2_#014	\x0E\x03\x02\x0A\x08リュール\nNo. Sigamos nuestro camino.\x0E\x04\x00\x00
MID_OP2_#015	\x0E\x03\x01\x0E\x0Cディアマンド\n\x0E\x03\x00\x10\nミスティラ\x023\n\x0E\x03\x02\x0C\nミスティラ\n¿Qué? ¿Y abandonar a esta gente?\nPrincesa Ivy, ¿tú qué opinas?\x0E\x04\x00\x00
MID_OP2_#016	\x0E\x03\x02\x0A\x08アイビー\nNos marchamos.\x0E\x04\x00\x00
MID_OP2_#017	\x0E\x03\x02\x0E\x0Cアルフレッド\nPero hay gente en peligro.\n¡Tenemos que ayudar!\x0E\x04\x02\x00
MID_OP2_#018	Es lo que hicimos en Florra, ¿no?\x0E\x04\x00\x00
MID_OP2_#019	\x0E\x03\x02\x0A\x08リュール\nPorque llegamos justo cuando empezó\nel ataque. Todavía se podía hacer algo.\x0E\x04\x02\x00
MID_OP2_#020	Mira a tu alrededor. Llegamos tarde.\nMuy tarde...\x0E\x04\x02\x00
MID_OP2_#021	Ya no quedan supervivientes.\x0E\x04\x00\x00
MID_OP2_#022	\x0E\x03\x02\x0E\x0Cアルフレッド\n(...)\x0E\x04\x00\x00
MID_OP2_#023	\x0E\x03\x02\x0A\x08アイビー\nDesearía haber podido ayudar a esta gente.\x0E\x04\x02\x00
MID_OP2_#024	Pero cada momento que pasa,\nse pierden más vidas en otros lugares.\x0E\x04\x02\x00
MID_OP2_#025	No tenemos tiempo que dedicarles\na los muertos. Debemos proteger a los vivos.\x0E\x04\x00\x00
MID_OP2_#026	\x0E\x03\x02\x0C\nミスティラ\nEso es terrible...\x0E\x04\x02\x00
MID_OP2_#027	\x0E\x03\x02\x0E\x0Cアルフレッド\nNo me gusta la idea de dar por perdida\nla ciudad, pero... no debo decidirlo yo.\x0E\x04\x02\x00
MID_OP2_#028	\x0E\x03\x01\x0C\nミスティラ\n\x0E\x03\x00\x12\x0Cディアマンド\x023\n\x0E\x03\x02\x0E\x0Cディアマンド\n¿Sabíais desde el inicio qué decisión tomaría\nla princesa Ivy, Divinidad? Es impresionante.\x0E\x04\x00\x00
MID_OP2_#029	\x0E\x03\x02\x0A\x08リュール\nNo, es solo...\x0E\x04\x00\x00
MID_OP2_#030	\x0E\x03\x02\x0A\x08アイビー\nGracias por apoyarme, Dragón Divino.\nAhora, vayamos al castillo.\x0E\x04\x00\x00
MID_OP2_#031	\x0E\x03\x01\x0A\x08アイビー\n\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00\x0C\x06マロン\x021\n\x0E\x03\x02\x08\x06マロン\n¡Aaah! ¿De verdad os vais a ir ya?\x0E\x04\x00\x00
MID_OP2_#032	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\n¡¿Quién anda ahí?!\x0E\x04\x00\x00
MID_OP2_#033	\x0E\x03\x02\x08\x06マロン\n¡Holaaa! ¡Soy vuestra vieja amiga, Marni!\nY también me he traído a Mauvier.\x0E\x04\x00\x00
MID_OP2_#034	\x0E\x03\x00\x0C\x06モーヴ\x023\n\x0E\x03\x02\x08\x06モーヴ\nVolvemos a vernos.\x0E\x04\x00\x00
MID_OP2_#035	\x0E\x03\x02\x08\x06マロン\nHabría preferido que os quedaseis a luchar\ncontra las aberraciones. ¡Habría sido más fácil!\x0E\x04\x02\x00
MID_OP2_#036	Pero ya veo que la Gallina Divina\nles tiene miedo... ¡Co, co, co! ¿Me equivoco?\x0E\x04\x00\x00
MID_OP2_#037	\x0E\x03\x00\x0E\x08アイビー\x024\n\x0E\x03\x02\x0A\x08アイビー\nEl Dragón Divino ha tenido en cuenta\nlo que sería mejor para todos.\x0E\x04\x00\x00
MID_OP2_#038	\x0E\x03\x02\x08\x06マロン\nQue sí, que sí... Cerrad el pico ya, ¿vale?\nMenudo muermo.\x0E\x04\x02\x00
MID_OP2_#039	Es verdad: el puerto cayó hace tiempo,\npero no voy a dejaros escapar así como así.\x0E\x04\x02\x00
MID_OP2_#040	¿Hacemos un trato? Si dejáis en el suelo\ntodos esos anillos Emblema, podéis largaros.\x0E\x04\x00\x00
MID_OP2_#041	\x0E\x03\x02\x0A\x08リュール\nNi hablar.\x0E\x04\x00\x00
MID_OP2_#042	\x0E\x03\x02\x08\x06マロン\nYa me lo imaginaba, pero merecía la pena\nintentarlo, ¿no? Entonces, ¡a luchar se ha dicho!\x0E\x04\x02\x00
MID_OP2_#043	Y no os preocupéis. ¡He traído montones\nde aberraciones para que no os aburráis!\x0E\x04\x00\x00
MID_OP2_#044	\x0E\x03\x02\x0A\x08リュール\nContéstame antes una cosa, por favor.\nNecesito saberlo.\x0E\x04\x00\x00
MID_OP2_#045	\x0E\x03\x02\x08\x06マロン\n¿Qué quieres?\x0E\x04\x00\x00
MID_OP2_#046	\x0E\x03\x02\x0A\x08リュール\nVeyle... ¿Está bien?\x0E\x04\x00\x00
MID_OP2_#047	\x0E\x03\x02\x08\x06モーヴ\n¿Lady Veyle? Ella...\x0E\x04\x00\x00
MID_OP2_#048	\x0E\x03\x02\x08\x06マロン\nCalla, Mauvier. No hemos venido aquí\na contarles nuestros secretos.\x0E\x04\x02\x00
MID_OP2_#049	Me temo que no podemos contestar a eso,\nDragón Divino. Es información reservada.\x0E\x04\x02\x00
MID_OP2_#050	Haremos lo siguiente: cuando mueras,\nse lo diré a tu cadáver. ¿De acuerdo?\x0E\x04\x00\x00
MID_OP2_#051	\x0E\x03\x02\x0A\x08リュール\nEsperaba reunir información\nde los habitantes de esta ciudad.\x0E\x04\x02\x00
MID_OP2_#052	Pero, si no hay supervivientes, tendremos\nque sacárosla a vosotros de un modo u otro.\x0E\x04\x00\x00
MID_OP3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_マロン\x02b\n\x0E\x05\x01\x1E\x10M019_マロン\nAngry\n\x0E\x03\x02\x12\x10M019_マロン\n\x0E\x0B\x00p
MID_OP3_#002	\x0E\x03\x00\x16\x10M019_モーヴ\x02t\n\x0E\x05\x01$\x10M019_モーヴ\x10Surprise\n\x0E\x03\x02\x12\x10M019_モーヴ\n¿Zephia nos ha permitido usar anillos Emblema?\x0E\x04\x00\x00
MID_OP3_#003	\x0E\x05\x01\x1E\x10M019_マロン\nSmile\n\x0E\x03\x02\x12\x10M019_マロン\n\x0E\x0B\x01@
MID_OP3_#004	\x0E\x05\x01 \x10M019_モーヴ\x0CStrike\n\x0E\x03\x02\x12\x10M019_モーヴ\n¡¿Que has hecho qué?!\nMarni, cuando esto se sepa...\x0E\x04\x00\x00
MID_OP3_#005	\x0E\x05\x01"\x10M019_マロン\x0EStandBy\n\x0E\x03\x02\x12\x10M019_マロン\n¿Qué van a hacer? ¿Regañarme? ¿Castigarme?\nVenga ya, somos los favoritos de lord Sombron.\x0E\x04\x02\x00
MID_OP3_#006	\x0E\x05\x01\x1E\x10M019_マロン\nSmile\nAdemás, si consigo aunque sea un anillo,\nme recibirán como una heroína. Imagínatelo...\x0E\x04\x00\x00
MID_OP3_#007	\x0E\x05\x01"\x10M019_モーヴ\x0EStandBy\n\x0E\x03\x02\x12\x10M019_モーヴ\nIncluso en ese caso, no te perdonará.\x0E\x04\x00\x00
MID_OP3_#008	\x0E\x05\x01\x1E\x10M019_マロン\nAngry\n\x0E\x03\x02\x12\x10M019_マロン\nDéjate de sermones y póntelo ya, ¿vale?\x0E\x04\x02\x00
MID_OP3_#009	Este es mi gran momento...\nSi me lo chafas, ¡soy yo quien no te perdonará!\x0E\x04\x00\x00
MID_EV1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nザフィーア\x02t\n\x0E\x05\x01\x18\nザフィーア\nAngry\n\x0E\x03\x02\x0C\nザフィーア\n¿Por qué ha atracado aquí el Dragón Divino?\nEste lugar está infestado.\x0E\x04\x02\x00
MID_EV1_#002	En fin... Supongo que no me queda otra\nque abrirme paso entre esta morralla putrefacta.\x0E\x04\x00\x00
MID_TK1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nザフィーア\x02b\n\x0E\x05\x01\x1A\nザフィーア\x0CStrike\n\x0E\x03\x02\x0C\nザフィーア\nCaramba, si es el mismísimo Dragón Divino.\x0E\x04\x00\x00
MID_TK1_#002	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nTe he visto antes. Eres la caballera\ndel castillo de Brodia, ¿no?\x0E\x04\x00\x00
MID_TK1_#003	\x0E\x05\x01\x18\nザフィーア\nAngry\n\x0E\x03\x02\x0C\nザフィーア\nSe presenta la guarda real Saphir.\nA vuestras órdenes.\x0E\x04\x02\x00
MID_TK1_#004	El príncipe Diamant nos informó\nde que vuestra nave puso rumbo a Elusia.\x0E\x04\x02\x00
MID_TK1_#005	La situación en el castillo está bajo control,\nasí que pensé en venir a echar una mano.\x0E\x04\x00\x00
MID_TK1_#006	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nMe alegra que hayas decidido unirte a nosotros.\x0E\x04\x00\x00
MID_TK1_#007	\x0E\x05\x01\x14\nザフィーア\x06Sad\n\x0E\x03\x02\x0C\nザフィーア\nCuando el príncipe Diamant nos comunicó\nla muerte del rey, tomé la decisión.\x0E\x04\x02\x00
MID_TK1_#008	\x0E\x05\x01\x18\nザフィーア\nAngry\nDebo proteger el reino en ausencia\nde su majestad.\x0E\x04\x02\x00
MID_TK1_#009	Mi vida le pertenece al futuro rey Diamant...\ny a vos. Estoy a vuestra entera disposición.\x0E\x04\x00\x00
MID_TK1P_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0C\nザフィーア\nCaramba, si es el mismísimo Dragón Divino.\x0E\x04\x00\x00
MID_TK1P_#002	\x0E\x03\x02\x0A\x08リュール\nTe he visto antes. Eres la caballera\ndel castillo de Brodia, ¿no?\x0E\x04\x00\x00
MID_TK1P_#003	\x0E\x03\x02\x0C\nザフィーア\nSe presenta la guarda real Saphir.\nA vuestras órdenes.\x0E\x04\x02\x00
MID_TK1P_#004	El príncipe Diamant nos informó\nde que vuestra nave puso rumbo a Elusia.\x0E\x04\x02\x00
MID_TK1P_#005	La situación en el castillo está bajo control,\nasí que pensé en venir a echar una mano.\x0E\x04\x00\x00
MID_TK1P_#006	\x0E\x03\x02\x0A\x08リュール\nMe alegra que hayas decidido unirte a nosotros.\x0E\x04\x00\x00
MID_TK1P_#007	\x0E\x03\x02\x0C\nザフィーア\nCuando el príncipe Diamant nos comunicó\nla muerte del rey, tomé la decisión.\x0E\x04\x02\x00
MID_TK1P_#008	Debo proteger el reino en ausencia\nde su majestad.\x0E\x04\x02\x00
MID_TK1P_#009	Mi vida le pertenece al futuro rey Diamant...\ny a vos. Estoy a vuestra entera disposición.\x0E\x04\x00\x00
MID_TK2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nザフィーア\x02b\n\x0E\x05\x01\x1A\nザフィーア\x0CStrike\n\x0E\x03\x02\x0C\nザフィーア\nPríncipe Diamant.\x0E\x04\x00\x00
MID_TK2_#002	\x0E\x03\x00\x12\x0Cディアマンド\x02t\n\x0E\x05\x01 \x0Cディアマンド\x10Surprise\n\x0E\x03\x02\x0E\x0Cディアマンド\n¿Saphir? ¿Qué estás haciendo aquí?\x0E\x04\x00\x00
MID_TK2_#003	\x0E\x05\x01\x18\nザフィーア\nAngry\n\x0E\x03\x02\x0C\nザフィーア\nEn vuestra misiva dijisteis que ibais a Elusia,\nasí que pensé que no os vendría mal mi ayuda.\x0E\x04\x02\x00
MID_TK2_#004	No os preocupéis, el castillo está seguro.\nEn cuanto al rey Morion...\x0E\x04\x00\x00
MID_TK2_#005	\x0E\x05\x01\x16\x0Cディアマンド\x06Sad\n\x0E\x03\x02\x0E\x0Cディアマンド\nLo siento, Saphir. Debí haberlo protegido.\nEstaba seguro de que volvería...\x0E\x04\x00\x00
MID_TK2_#006	\x0E\x05\x01\x1A\nザフィーア\x0CStatus\n\x0E\x03\x02\x0C\nザフィーア\nEra consciente del riesgo al que se enfrentaba.\nEn todo caso, me alegra veros sano y salvo.\x0E\x04\x02\x00
MID_TK2_#007	\x0E\x05\x01\x1A\nザフィーア\x0CStrike\nHaré lo que pueda para que siga siendo así.\x0E\x04\x00\x00
MID_TK3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nスタルーク\x02t\n\x0E\x05\x01\x1E\nスタルーク\x10Surprise\n\x0E\x03\x02\x0C\nスタルーク\n¡¿Saphir?!\x0E\x04\x00\x00
MID_TK3_#002	\x0E\x03\x00\x10\nザフィーア\x02b\n\x0E\x05\x01\x1E\nザフィーア\x10Surprise\n\x0E\x03\x02\x0C\nザフィーア\n¡Príncipe Alcryst, cuánto me alegra veros!\x0E\x04\x02\x00
MID_TK3_#003	\x0E\x05\x01\x18\nザフィーア\nAngry\nEl príncipe Diamant avisó de que se dirigía\na Elusia, así que pensé en venir a ayudar.\x0E\x04\x00\x00
MID_TK3_#004	\x0E\x05\x01\x18\nスタルーク\nSmile\n\x0E\x03\x02\x0C\nスタルーク\nAprecio que hayas venido. Seguro que Diamant\ny el Dragón Divino piensan igual.\x0E\x04\x02\x00
MID_TK3_#005	\x0E\x05\x01\x1A\nスタルーク\x0CStrike\n¿Cómo va todo en el castillo?\x0E\x04\x00\x00
MID_TK3_#006	\x0E\x03\x02\x0C\nザフィーア\nEstá tranquilo, pero... esperamos\nmucho tiempo la vuelta del rey.\x0E\x04\x00\x00
MID_TK3_#007	\x0E\x05\x01\x14\nスタルーク\x06Sad\n\x0E\x03\x02\x0C\nスタルーク\nSiento que no pudiéramos traer\nsu cuerpo de vuelta al castillo.\x0E\x04\x02\x00
MID_TK3_#008	\x0E\x05\x01\x18\nスタルーク\nAngry\nNo permitiré que el pueblo de Brodia sufra más.\nMe aseguraré de que mi hermano regrese.\x0E\x04\x00\x00
MID_TK3_#009	\x0E\x05\x01\x18\nザフィーア\nSmile\n\x0E\x03\x02\x0C\nザフィーア\nSois un motivo de orgullo para el reino,\npríncipe Alcryst. Yo os guardaré las espaldas.\x0E\x04\x02\x00
MID_TK3_#010	\x0E\x05\x01\x18\nザフィーア\nAngry\nNo permitiré que se derrame ni una gota más\nde la noble sangre brodiana.\x0E\x04\x00\x00
MID_EV2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00$\x1EM019_異形兵_ウォーリアー\x02b\n\x0E\x03\x02 \x1EM019_異形兵_ウォーリアー\n¡Grrr!\x0E\x04\x00\x00
MID_EV3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00"\x1CM019_異形兵_ベルセルク\x02b\n\x0E\x03\x02\x1E\x1CM019_異形兵_ベルセルク\n¡Grorrr!\x0E\x04\x00\x00
MID_EV4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x03\x02\x0E\x0Cアルフレッド\n¡Divinidad, los cañones de fuego!\nPodemos usarlos para eliminar la miasma.\x0E\x04\x00\x00
MID_BT1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_マロン\x02b\n\x0E\x05\x01 \x10M019_マロン\x0CStrike\n\x0E\x03\x02\x12\x10M019_マロン\nMe estoy jugando mucho aquí,\n¡así que hazme el favor de morirte rápido!\x0E\x04\x00\x00
MID_BT3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_マロン\x02b\n\x0E\x05\x01\x1A\x10M019_マロン\x06Sad\n\x0E\x03\x02\x12\x10M019_マロン\nOh, no... Esto no es bueno...\x0E\x04\x00\x00
MID_BT4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_モーヴ\x02b\n\x0E\x05\x01\x1E\x10M019_モーヴ\nAngry\n\x0E\x03\x02\x12\x10M019_モーヴ\nNo perdamos más tiempo.\nDebo volver con lady Veyle.\x0E\x04\x00\x00
MID_BT6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_モーヴ\x02b\n\x0E\x05\x01\x1C\x10M019_モーヴ\x08Pain\n\x0E\x03\x02\x12\x10M019_モーヴ\nHe fracasado, pero al menos...\x0E\x04\x00\x00
MID_BT7_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_マロン\x02b\n\x0E\x05\x01\x1E\x10M019_マロン\nAngry\n\x0E\x03\x02\x12\x10M019_マロン\nAhora vais a ver lo que es bueno...\n¡Emblema Roy!\x0E\x04\x00\x00
MID_BT8_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_モーヴ\x02b\n\x0E\x05\x01\x1E\x10M019_モーヴ\nAngry\n\x0E\x03\x02\x12\x10M019_モーヴ\nPerdóname, Emblema.\nSé que esto no es plato de gusto para ti.\x0E\x04\x00\x00
MID_DIE_LOCAL_Saphir_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nザフィーア\x02b\n\x0E\x05\x01\x16\nザフィーア\x08Pain\n\x0E\x03\x02\x0C\nザフィーア\n¿He venido hasta aquí... solo para morir?\nJa, ja...\x0E\x04\x00\x00
MID_DIE_CASUAL_LOCAL_Saphir_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nザフィーア\x02b\n\x0E\x05\x01\x16\nザフィーア\x08Pain\n\x0E\x03\x02\x0C\nザフィーア\nMaldición. Quería ayudar, pero solo estoy\nsiendo un estorbo... Será mejor que me marche.\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06マロン\x021\n\x0E\x03\x00\x0C\x06モーヴ\x023\n\x0E\x03\x02\x08\x06マロン\nLos anillos... Se han llevado los anillos...\x0E\x04\x00\x00
MID_ED1_#002	\x0E\x03\x02\x08\x06モーヴ\n¡Marni, debemos retirarnos! ¡Deprisa!\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x02\x08\x06マロン\n¡No puedo volver! Me va a caer una bronca\nde lord Sombron. O peor aún... ¡de Zephia!\x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x02\x08\x06モーヴ\n¿No decías que éramos su ojito derecho?\nVámonos ya junto a lady Veyle.\x0E\x04\x00\x00
MID_ED1_#005	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\n¡Espera! ¿Está bien Veyle?\x0E\x04\x00\x00
MID_ED1_#006	\x0E\x03\x02\x08\x06モーヴ\nLord Sombron le ha entregado a Zephia\nun artefacto mágico. Si lo usa...\x0E\x04\x02\x00
MID_ED1_#007	la verdadera lady Veyle no volverá a despertar.\x0E\x04\x00\x00
MID_ED1_#008	\x0E\x03\x02\x0A\x08リュール\n(...)\x0E\x04\x00\x00
MID_ED1_#009	\x0E\x03\x02\x08\x06モーヴ\nA los demás les parece bien, pero yo\nsiempre me he preocupado mucho por ella.\x0E\x04\x00\x00
MID_ED1_#010	\x0E\x03\x02\x0A\x08リュール\nRealmente deseas protegerla, ¿verdad?\x0E\x04\x00\x00
MID_ED1_#011	\x0E\x03\x02\x08\x06モーヴ\nYa he hablado demasiado.\nMarni, me vuelvo ahora. Contigo o sin ti.\x0E\x04\x00\x00
MID_ED1_#012	\x0E\x03\x01\x08\x06モーヴ\n\x0E\x03\x02\x08\x06マロン\nNi se te ocurra largarte sin...\n¡Eh, espera!\x0E\x04\x00\x00
MID_ED1_#013	\x0E\x03\x01\x08\x06マロン\n\x0E\x03\x02\x0A\x08リュール\n(...)\x0E\x04\x00\x00
