MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08ヴェイル\n¡Por aquí! ¡La lasca del Dragón Caído\nestá cerca!\x0E\x04\x00\x00
MID_BT6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM023_グリ\x02b\n\x0E\x05\x01\x1C\x0EM023_グリ\nSmile\n\x0E\x03\x02\x10\x0EM023_グリ\nVive como un Mastín... Muere como un Mastín.\x0E\x04\x00\x00
MID_BT7_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM023_グリ\x02b\n\x0E\x05\x01\x1E\x0EM023_グリ\x0CNormal\n\x0E\x03\x02\x10\x0EM023_グリ\n¡Bueno, lady Veyle! ¿Y mi recompensa?\x0E\x04\x00\x00
MID_BT7_#002	\x0E\x03\x00\x0E\x08ヴェイル\x02t\n\x0E\x05\x01\x18\x08ヴェイル\x0CStrike\n\x0E\x03\x02\x0A\x08ヴェイル\n¿Recompensa?\x0E\x04\x00\x00
MID_BT7_#003	\x0E\x05\x01\x1C\x0EM023_グリ\nSmile\n\x0E\x03\x02\x10\x0EM023_グリ\nLa verdadera lady Veyle me prometió\ntoda la agonía que deseara.\x0E\x04\x02\x00
MID_BT7_#004	\x0E\x05\x01\x18\x0EM023_グリ\x06Die\n¡Llevaba mucho tiempo esperándolo!\nEl frío, la crudeza...\x0E\x04\x02\x00
MID_BT7_#005	\x0E\x05\x01\x18\x0EM023_グリ\x06Sad\nPero al final, nada. Ni siquiera un rasguño.\x0E\x04\x00\x00
MID_BT7_#006	\x0E\x05\x01\x12\x08ヴェイル\x06Sad\n\x0E\x03\x02\x0A\x08ヴェイル\nEsa Veyle... ya no está.\x0E\x04\x00\x00
MID_BT7_#007	\x0E\x05\x01\x1E\x0EM023_グリ\x0CNormal\n\x0E\x03\x02\x10\x0EM023_グリ\n¡Eso es! ¡Porque la habéis matado!\nAsí que no estáis tan mal.\x0E\x04\x02\x00
MID_BT7_#008	\x0E\x05\x01\x1C\x0EM023_グリ\nSmile\nAhora decidme, ¿cómo lo haréis?\nMatarme, quiero decir.\x0E\x04\x00\x00
MID_BT7_#009	\x0E\x03\x02\x0A\x08ヴェイル\nNo puedo perdonarte, Griss. Pero no te odiaba,\nal menos no desde el principio.\x0E\x04\x02\x00
MID_BT7_#010	Y creo que entiendo por qué estabas\ncon los Mastines. Por qué eres así.\x0E\x04\x02\x00
MID_BT7_#011	\x0E\x05\x01\x18\x08ヴェイル\x0CStrike\nPero yo no soy cruel.\nNada de esto será... una recompensa.\x0E\x04\x00\x00
MID_BT8_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM023_グリ\x02b\n\x0E\x05\x01\x1C\x0EM023_グリ\nSmile\n\x0E\x03\x02\x10\x0EM023_グリ\nQué buen truco, que te maten y no mueras.\nEra de esperar \x0E\x0A\x00(\x10del hijo\x14de la hija del Dragón Caído.\x0E\x04\x00\x00
MID_BT8_#002	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nGriss... dejando el resto a un lado,\nagradezco que me dijeras la verdad.\x0E\x04\x02\x00
MID_BT8_#003	Si bien no puedo perdonarte por lo que\nhas hecho, quiero preguntarte algo.\x0E\x04\x02\x00
MID_BT8_#004	¿Por qué haces todo esto? ¿Te obliga Zephia?\x0E\x04\x00\x00
MID_BT8_#005	\x0E\x05\x01"\x0EM023_グリ\x10Surprise\n\x0E\x03\x02\x10\x0EM023_グリ\n¿Qué clase de pregunta es esa?\nEstoy aquí porque quiero, ¿vale?\x0E\x04\x00\x00
MID_BT8_#006	\x0E\x05\x01\x12\x08リュール\x06Sad\n\x0E\x03\x02\x0A\x08リュール\nYa veo.\x0E\x04\x00\x00
MID_BT8_#007	\x0E\x05\x01 \x0EM023_グリ\x0EStandBy\n\x0E\x03\x02\x10\x0EM023_グリ\n¡Ja! ¡Qué tiern\x0E\x0A\x00\x08\x02o\x02a, preocupándote\npor el bueno de Griss!\x0E\x04\x02\x00
MID_BT8_#008	\x0E\x05\x01\x1E\x0EM023_グリ\x0CStrike\n¡Y eso es una ofensa contra Zephia y contra mí!\n¡No pienso perdonarte nunca! ¡Jamás!\x0E\x04\x02\x00
MID_BT8_#009	\x0E\x05\x01\x1C\x0EM023_グリ\nAngry\nTe haré sufrir de mil maneras. Y, después,\n¡te mataré de una vez por todas!\x0E\x04\x00\x00
MID_BT9_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM023_グリ\x02b\n\x0E\x05\x01\x18\x0EM023_グリ\x06Shy\n\x0E\x03\x02\x10\x0EM023_グリ\n¿Has venido a vengarte?\n¿O esperabas volver con los Mastines?\x0E\x04\x02\x00
MID_BT9_#002	\x0E\x05\x01\x18\x0EM023_グリ\x06Shy\nÉramos una familia, Mauvier.\nTú y yo somos como hermanos.\x0E\x04\x02\x00
MID_BT9_#003	Nadie te culpará por sentir nostalgia.\x0E\x04\x00\x00
MID_BT9_#004	\x0E\x03\x00\x0C\x06モーヴ\x02t\n\x0E\x05\x01\x14\x06モーヴ\nAngry\n\x0E\x03\x02\x08\x06モーヴ\nHe venido para derrotarte.\nNo tengo nada más que decirte.\x0E\x04\x00\x00
MID_BT9_#005	\x0E\x03\x02\x10\x0EM023_グリ\nVaya, estirado como él solo hasta el final.\nBueno, entonces no veo por qué no matarte...\x0E\x04\x00\x00
MID_BT10_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM023_グリ\x02b\n\x0E\x05\x01\x1A\x0EM023_グリ\x08Pain\n\x0E\x03\x02\x10\x0EM023_グリ\nAh, sí. Heridas mortales... de las buenas.\nMe daré el gusto.\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x022\n\x0E\x03\x00\x0E\x08リュール\x024\n\x0E\x03\x00\x0C\x06セピア\x021\n\x0E\x03\x02\x08\x06セピア\nJe... Supongo que habéis ganado.\nLo siento, lord Sombron.\x0E\x04\x00\x00
MID_ED1_#002	\x0E\x03\x02\x0A\x08リュール\nLa batalla ha terminado.\nDeberíamos marcharnos.\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x02\x0A\x08ヴェイル\nAdiós, Zephia. Adiós, Griss. Me alegro\nde haber podido despedirme esta vez.\x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x02\x08\x06セピア\nAh, Griss ya no puede oír nada.\x0E\x04\x02\x00
MID_ED1_#005	Pero no os preocupéis. Se lo diré\ncuando lo vea al otro lado.\x0E\x04\x00\x00
MID_ED1_#006	\x0E\x03\x02\x0A\x08ヴェイル\nGracias.\x0E\x04\x00\x00
MID_ED1_#007	\x0E\x03\x02\x08\x06セピア\n(...)\x0E\x04\x02\x00
MID_ED1_#008	Una última cosa antes de irme... No podréis\nromper la próxima lasca del Dragón Caído.\x0E\x04\x00\x00
MID_ED1_#009	\x0E\x03\x02\x0A\x08ヴェイル\n¿Qué quieres decir?\x0E\x04\x00\x00
MID_ED1_#010	\x0E\x03\x02\x08\x06セピア\nBueno, se encontraba en una región montañosa.\x0E\x04\x02\x00
MID_ED1_#011	Cuando Gradlon emergió, aquellas montañas se\nderrumbaron. Ahora está en el fondo de un lago.\x0E\x04\x02\x00
MID_ED1_#012	Llegar a la lasca ya sería todo un logro,\npero destruirla es imposible, sin duda alguna.\x0E\x04\x00\x00
MID_ED1_#013	\x0E\x03\x02\x0A\x08リュール\n¡¿Está en el fondo de un lago?!\x0E\x04\x00\x00
MID_ED1_#014	\x0E\x03\x02\x0A\x08ヴェイル\nEs cierto que sentí la presencia de una de ellas\nmás débilmente y más lejos que el resto.\x0E\x04\x02\x00
MID_ED1_#015	Pero jamás habría imaginado esto...\x0E\x04\x00\x00
MID_ED1_#016	\x0E\x03\x02\x0A\x08リュール\n¿Qué hacemos ahora?\x0E\x04\x00\x00
MID_ED1_#017	\x0E\x03\x02\x08\x06セピア\nMuy simple: levantad las montañas\no vaciad el lago.\x0E\x04\x02\x00
MID_ED1_#018	Tomad esto. Se trata de un cristal encantado\nque os permitirá... llegar al lugar.\x0E\x04\x00\x00
MID_ED1_#019	\x0E\x03\x02\x0A\x08ヴェイル\n¿Cómo lo has conseguido?\x0E\x04\x00\x00
MID_ED1_#020	\x0E\x03\x02\x08\x06セピア\nSoy una dragona maga y, como tal,\npuedo fabricar objetos mágicos...\x0E\x04\x02\x00
MID_ED1_#021	Amuletos y cosas así, ya sabéis. Pero una magia\nde esta magnitud... Eso nos arrebata años.\x0E\x04\x02\x00
MID_ED1_#022	Para crear un objeto capaz de alterar el terreno\nque os rodea... he pagado un alto precio.\x0E\x04\x00\x00
MID_ED1_#023	\x0E\x03\x02\x0A\x08ヴェイル\nZephia, no querrás decir que...\x0E\x04\x00\x00
MID_ED1_#024	\x0E\x03\x02\x08\x06セピア\nSí. Crear este cristal es lo que ha provocado\nmi final. La magia a cambio de mi vida.\x0E\x04\x00\x00
MID_ED1_#025	\x0E\x03\x02\x0A\x08ヴェイル\n(...)\x0E\x04\x00\x00
MID_ED1_#026	\x0E\x03\x02\x08\x06セピア\nVosotros dos habéis sido muy afortunados,\n¿sabéis?\x0E\x04\x02\x00
MID_ED1_#027	De todos los dragones magos que han existido,\nsolo yo tengo el poder de crear algo así.\x0E\x04\x02\x00
MID_ED1_#028	Ya de pequeña descubrí que poseía un enorme\npoder... muy difícil de controlar.\x0E\x04\x02\x00
MID_ED1_#029	Al final aprendí a controlarlo, pero no antes\nde que mis padres y muchos otros murieran.\x0E\x04\x02\x00
MID_ED1_#030	Ah, qué recuerdos... Pero volvamos al presente,\na mi obsequio y a su enorme poder.\x0E\x04\x00\x00
MID_ED1_#031	\x0E\x03\x02\x0A\x08ヴェイル\n¿Por qué nos ayudas? ¿Por qué ahora?\x0E\x04\x00\x00
MID_ED1_#032	\x0E\x03\x02\x08\x06セピア\nJa... Ni yo misma lo sé.\x0E\x04\x02\x00
MID_ED1_#033	Puede que ahora que todo llega a su fin\nsienta que esto es lo que debo hacer.\x0E\x04\x02\x00
MID_ED1_#034	El encantamiento del cristal solo durará\nunas horas. Daos prisa. La lasca os espera.\x0E\x04\x02\x00
MID_ED1_#035	Tened cuidado, lady Veyle. Rezaré por que\nla suerte os acompañe en las próximas batallas.\x0E\x04\x00\x00
MID_ED1_#036	\x0E\x03\x02\x0A\x08ヴェイル\nP-podrías haber hecho esto en cualquier\nmomento. ¡Cuando quisieras!\x0E\x04\x02\x00
MID_ED1_#037	Pero ahora te estás muriendo... ¡Podríamos\nhaber arreglado las cosas!\x0E\x04\x02\x00
MID_ED1_#038	Si nos lo hubieras contado antes de\nenfrentarnos, podríamos haberte perdonado...\x0E\x04\x00\x00
MID_ED1_#039	\x0E\x03\x02\x08\x06セピア\n¿Por qué ahora? Porque es el fin.\x0E\x04\x00\x00
MID_ED1_#040	\x0E\x03\x02\x0A\x08ヴェイル\n¿Eh?\x0E\x04\x00\x00
