MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nPor fin hemos llegado...\n\x0E\x0A\x00,\x14Bienvenido\x14Bienvenida al Reino de Firene.\x0E\x04\x00\x00
MID_OP1_#021	\x0E\x03\x02\x0A\x08リュール\nSupongo que Elusia no forma parte\nde la alianza...\x0E\x04\x00\x00
MID_OP1_#022	\x0E\x03\x02\x0E\x0Cアルフレッド\nNo. Son un país muy lejano, por lo que nuestras\nrelaciones con ellos son esporádicas.\x0E\x04\x02\x00
MID_OP1_#023	Solo hemos oído hablar de sus largos inviernos,\nsus paisajes nevados y su culto al Dragón Caído.\x0E\x04\x00\x00
MID_OP1_#024	\x0E\x03\x02\x0A\x08リュール\n¿Al Dragón Caído?\x0E\x04\x00\x00
MID_OP1_#025	\x0E\x03\x02\x0E\x0Cアルフレッド\nEntiendo que os preocupe, pero opino que\nla gente debe ser libre de creer en lo que quiera.\x0E\x04\x02\x00
MID_OP1_#026	Lo siento... Espero que no os forméis\nuna mala opinión de Elusia.\x0E\x04\x00\x00
MID_OP1_#027	\x0E\x03\x02\x0A\x08リュール\nTranquilo; reservo mi ira solo para el Dragón\nCaído y la persona que mató a mi madre.\x0E\x04\x02\x00
MID_OP1_#028	¿Podrías contarme algo más sobre el anillo\nque le fue confiado a Firene?\x0E\x04\x00\x00
MID_OP1_#029	\x0E\x03\x02\x0E\x0Cアルフレッド\nSí, claro. Es el Anillo de la Princesa Amable.\nNo tiene nada de especial, a decir verdad.\x0E\x04\x02\x00
MID_OP1_#030	Hasta que os vi a Marth y a vos,\ncreía que los Emblemas eran mitos.\x0E\x04\x02\x00
MID_OP1_#031	¡Qué ganas de contárselo a mi hermana! Se va\na quedar de piedra cuando sepa que son reales.\x0E\x04\x00\x00
MID_OP1_#032	\x0E\x03\x02\x0A\x08リュール\n¿Tienes una hermana?\x0E\x04\x00\x00
MID_OP1_#033	\x0E\x03\x02\x0E\x0Cアルフレッド\nSí, es la princesa de Firene, Céline.\nAhora mismo estará en el castillo junto a madre.\x0E\x04\x00\x00
MID_OP1_#034	\x0E\x03\x02\x0A\x08リュール\nLa princesa Céline... Estoy deseando conocerla.\x0E\x04\x00\x00
MID_OP1_#035	\x0E\x03\x02\x0E\x0Cアルフレッド\nPodéis llamarla Céline a secas.\nEstoy seguro de que os caeréis muy bien.\x0E\x04\x02\x00
MID_OP1_#036	Ahí está Molina de Florra. El castillo no\nqueda muy lejos. Atajaremos por aquí y...\x0E\x04\x02\x00
MID_OP1_#037	Algo va mal.\x0E\x04\x00\x00
MID_OP1_#038	\x0E\x03\x02\x0A\x08リュール\n¿Qué ocurre?\x0E\x04\x00\x00
MID_OP1_#039	\x0E\x03\x02\x0E\x0Cアルフレッド\nEl peligro acecha.\x0E\x04\x00\x00
MID_OP2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x05\x01\x1A\x0Cアルフレッド\nAngry\n\x0E\x03\x02\x0E\x0Cアルフレッド\nOh, no...\x0E\x04\x00\x00
MID_OP3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02b\n\x0E\x05\x01\x14\x08リュール\x08Pain\n\x0E\x03\x02\x0A\x08リュール\nAberraciones... Están por todas partes.\x0E\x04\x00\x00
MID_OP3_#002	\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x05\x01\x16\x0Cアルフレッド\x06Sad\n\x0E\x03\x02\x0E\x0Cアルフレッド\nNo soporto ver esta ciudad tan pacífica\nasolada por esos monstruos.\x0E\x04\x02\x00
MID_OP3_#003	\x0E\x05\x01\x1A\x0Cアルフレッド\nAngry\nVoy a echarlos de aquí.\nDivinidad, ¿me ayudaréis?\x0E\x04\x00\x00
MID_OP3_#004	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\n¡Desde luego!\x0E\x04\x00\x00
MID_OP4_#001	\x0E\x02\x00\x10\x0EDefault\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0E\x08セリーヌ\x022\n\x0E\x03\x00\x0C\x06クロエ\x023\n\x0E\x03\x02\x0A\x08セリーヌ\nNos han acorralado... Mucho me temo\nque no lograremos alcanzar a mi hermano.\x0E\x04\x00\x00
MID_OP4_#002	\x0E\x03\x02\x06\x04ルイ\nDebéis huir, princesa Céline, os lo ruego.\nNosotros nos encargaremos de esto.\x0E\x04\x00\x00
MID_OP4_#003	\x0E\x03\x02\x08\x06クロエ\n¡Apresuraos! Antes de que lleguen\nmás enemigos...\x0E\x04\x00\x00
MID_OP4_#004	\x0E\x03\x02\x0A\x08セリーヌ\nPero ¡Louis, Chloé! No podéis pedirme que...\x0E\x04\x00\x00
MID_OP4_#005	\x0E\x03\x02\x06\x04ルイ\nNuestro deber es protegeros. Los contendremos\npor vos... ¡tanto tiempo como haga falta!\x0E\x04\x00\x00
MID_OP4_#006	\x0E\x03\x02\x08\x06クロエ\nEs imperativo que escapéis. De lo contrario,\n¿quién avisará al príncipe Alfred de la invasión?\x0E\x04\x00\x00
MID_OP4_#007	\x0E\x03\x02\x0A\x08セリーヌ\nTenéis razón, pero regresaré a por vosotros.\n¡Aguantad hasta entonces!\x0E\x04\x00\x00
MID_OP4_#008	\x0E\x03\x01\x0A\x08セリーヌ\n\x0E\x03\x02\x06\x04ルイ\nLo lamento, Chloé.\x0E\x04\x02\x00
MID_OP4_#009	Me duele mucho verte separada de la princesa,\naunque sea por breves momentos.\x0E\x04\x00\x00
MID_OP4_#010	\x0E\x03\x02\x08\x06クロエ\nLa decepción ha sido mía al ver\nque no has escapado con ella.\x0E\x04\x02\x00
MID_OP4_#011	Un caballero debe permanecer siempre\nal lado de su señora.\x0E\x04\x00\x00
MID_OP4_#012	\x0E\x03\x02\x06\x04ルイ\nCuanto antes acabemos aquí, antes podremos\nreunirnos con la princesa. ¿Empezamos, Chloé?\x0E\x04\x00\x00
MID_OP4_#013	\x0E\x03\x02\x08\x06クロエ\n¡Vamos allá!\x0E\x04\x00\x00
MID_OP5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02b\n\x0E\x05\x01\x1C\x08セリーヌ\x10Surprise\n\x0E\x03\x02\x0A\x08セリーヌ\n¡Alfred!\x0E\x04\x00\x00
MID_OP5_#002	\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x05\x01 \x0Cアルフレッド\x10Surprise\n\x0E\x03\x02\x0E\x0Cアルフレッド\n¿Céline? ¿Qué haces aquí?\nCreía que estabas con madre.\x0E\x04\x00\x00
MID_OP5_#003	\x0E\x05\x01\x12\x08セリーヌ\x06Sad\n\x0E\x03\x02\x0A\x08セリーヌ\nY así era, pero... Alfred, el ejército de Elusia\navanza hacia el castillo.\x0E\x04\x00\x00
MID_OP5_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\n¿¡Qué!? ¿Por qué?\x0E\x04\x00\x00
MID_OP5_#005	\x0E\x03\x02\x0A\x08セリーヌ\nNo lo sé. Antes de que el enemigo llegase,\nmadre me pidió que viniera a informarte.\x0E\x04\x02\x00
MID_OP5_#006	Pero entonces nos tendieron una emboscada\ncerca del puerto de Florra.\x0E\x04\x02\x00
MID_OP5_#007	\x0E\x05\x01\x16\x08セリーヌ\nAngry\nLouis y Chloé se han quedado atrás luchando\npara que yo pudiera escapar.\x0E\x04\x02\x00
MID_OP5_#008	Por favor, ¡tenemos que volver a rescatarlos!\x0E\x04\x00\x00
MID_OP5_#009	\x0E\x05\x01\x1A\x0Cアルフレッド\nAngry\n\x0E\x03\x02\x0E\x0Cアルフレッド\nDesde luego.\x0E\x04\x00\x00
MID_OP5_#010	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x03\x02\x0A\x08リュール\nDisculpa, princesa Céline, ¿por casualidad\nno llevarás encima el anillo Emblema?\x0E\x04\x00\x00
MID_OP5_#011	\x0E\x05\x01\x18\x08セリーヌ\x0CNormal\n\x0E\x03\x02\x0A\x08セリーヌ\nSí. Madre me lo entregó. ¿Por qué...?\x0E\x04\x02\x00
MID_OP5_#012	\x0E\x05\x01\x1C\x08セリーヌ\x10Surprise\n¡Por los cielos! ¿Sois el Dragón Divino\n\x0E\x06\x03\x00? ¡Habéis despertado!\x0E\x04\x00\x00
MID_OP5_#013	\x0E\x03\x02\x0A\x08リュール\nEn efecto.\x0E\x04\x00\x00
MID_OP5_#014	\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\n¡Qué gran honor!\x0E\x04\x02\x00
MID_OP5_#015	\x0E\x0B\x00n
MID_OP5_#016	\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nLas palabras... me vienen a la cabeza...\x0E\x04\x02\x00
MID_OP5_#017	\x0E\x05\x01\x1A\x08リュール\x0EStandBy\n\x0E\x0B\x01>
MID_OP6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06セリカ\x02b\n\x0E\x05\x01\x16\x06セリカ\x0CNormal\n\x0E\x03\x02\x08\x06セリカ\n\x0E\x07\x00\x04
MID_OP6_#002	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x16\x08リュール\nSmile\n\x0E\x03\x02\x0A\x08リュール\nGracias por acudir a mi llamada.\x0E\x04\x00\x00
MID_OP6_#003	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x05\x01 \x0Cアルフレッド\x10Surprise\n\x0E\x03\x02\x0E\x0Cアルフレッド\nConque este es el Emblema que contenía\nel anillo de Firene.\x0E\x04\x00\x00
MID_OP6_#004	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x01\x08\x06セリカ\n\x0E\x03\x00\x0E\x08セリーヌ\x02b\n\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nEmblema Celica, eres maravillosa.\x0E\x04\x02\x00
MID_OP6_#005	\x0E\x05\x01\x16\x08セリーヌ\nAngry\nDivinidad, con vuestro permiso,\nme gustaría luchar al lado de Celica.\x0E\x04\x02\x00
MID_OP6_#006	Debo socorrer a los habitantes de esta ciudad,\nasí como salvar a Louis y Chloé.\x0E\x04\x00\x00
MID_OP6_#007	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1A\x08リュール\x0EStandBy\n\x0E\x03\x02\x0A\x08リュール\nDejo el anillo en tus manos, Céline.\x0E\x04\x00\x00
MID_EV1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06クロエ\x02b\n\x0E\x05\x01\x14\x06クロエ\nAngry\n\x0E\x03\x02\x08\x06クロエ\nHay arqueros por todos lados.\nAsí no llegaré muy lejos...\x0E\x04\x00\x00
MID_EV1_#002	\x0E\x03\x00\x0A\x04ルイ\x02t\n\x0E\x05\x01\x12\x04ルイ\nAngry\n\x0E\x03\x02\x06\x04ルイ\n¿Qué te parece si yo me encargo\nde los arqueros y tú te ocupas de los magos?\x0E\x04\x00\x00
MID_EV1_#003	\x0E\x05\x01\x14\x06クロエ\nRelax\n\x0E\x03\x02\x08\x06クロエ\n¡Buena idea! Su magia atravesaría tu armadura\nfácilmente, pero yo soy resistente a ella.\x0E\x04\x02\x00
MID_EV1_#004	Me ocuparé de ellos. Esto de protegernos\nel uno al otro no está tan mal, para variar.\x0E\x04\x00\x00
MID_EV1_#005	\x0E\x05\x01\x14\x04ルイ\x0CNormal\n\x0E\x03\x02\x06\x04ルイ\nEn absoluto. Hay que probar cosas nuevas.\x0E\x04\x00\x00
MID_EV2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nEs un honor conocerte, Emblema Celica.\x0E\x04\x02\x00
MID_EV2_#002	Así que era tu voz la que oí cuando venía\nhacia aquí... Me alegra que estés aquí.\x0E\x04\x00\x00
MID_EV2_#003	\x0E\x03\x00\x0C\x06セリカ\x02b\n\x0E\x05\x01\x14\x06セリカ\nRelax\n\x0E\x03\x02\x08\x06セリカ\nIgualmente, Céline.\nDe ahora en adelante, lucharé a tu lado.\x0E\x04\x02\x00
MID_EV2_#004	\x0E\x05\x01\x14\x06セリカ\nAngry\nJuntas protegeremos a tus seres queridos.\x0E\x04\x00\x00
MID_EV2_#005	\x0E\x05\x01\x16\x08セリーヌ\nAngry\n\x0E\x03\x02\x0A\x08セリーヌ\nGracias.\x0E\x04\x00\x00
MID_EV3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x12\x08セリーヌ\x06Die\n\x0E\x03\x02\x0A\x08セリーヌ\nPercibo un gran poder en mi interior...\nCelica, nos hemos fusionado, ¿verdad?\x0E\x04\x02\x00
MID_EV3_#002	\x0E\x05\x01\x1A\x08セリーヌ\x0EStandBy\nMi convicción es más fuerte que nunca.\nProtegeré a mi gente. ¡Los protegeré a todos!\x0E\x04\x00\x00
MID_EV4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nMirad... La puerta de esa casa está abierta.\x0E\x04\x02\x00
MID_EV4_#002	\x0E\x05\x01\x1A\x08リュール\x0EStandBy\nMás vale que avisemos a sus habitantes\nde que las aberraciones campan a sus anchas.\x0E\x04\x00\x00
MID_EV5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1E\x18M004_村人おじいさん\x02t\n\x0E\x05\x01,\x18M004_村人おじいさん\x10Surprise\n\x0E\x03\x02\x1A\x18M004_村人おじいさん\n¿¡Cómo!? ¿¡Que hay monstruos\npor los alrededores!? ¡Gracias por avisarnos!\x0E\x04\x02\x00
MID_EV5_#002	\x0E\x05\x01(\x18M004_村人おじいさん\x0CNormal\nAceptad esto. Quizá os sea de utilidad.\x0E\x04\x00\x00
MID_EV6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M004_村人お姉さん\x02t\n\x0E\x05\x01 \x16M004_村人お姉さん\x06Sad\n\x0E\x03\x02\x18\x16M004_村人お姉さん\nGracias por avisarme. Tomad esto; usadlo\npara devolver la paz a nuestra tierra.\x0E\x04\x00\x00
MID_EV7_#001	\x0E\x02\x01\x00\n\x0E\x03\x00"\x1CM004_イルシオン兵_ボス\x02b\n\x0E\x03\x02\x1E\x1CM004_イルシオン兵_ボス\nEstamos perdiendo terreno, ¿no?\nMuy bien... ¡Soltad a las aberraciones!\x0E\x04\x00\x00
MID_EV8_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM004_蛮族\x02b\n\x0E\x05\x01\x1C\x0EM004_蛮族\nSmile\n\x0E\x03\x02\x10\x0EM004_蛮族\n¡Ja, ja, ja! Nos vamos a poner las botas\nen este villorrio. ¡A saquear casas se ha dicho!\x0E\x04\x00\x00
MID_EV9_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x0B\x00n
MID_EV9_#002	\x0E\x03\x00\x0C\x06マルス\x02b\n\x0E\x05\x01\x1A\x06マルス\x10Surprise\n\x0E\x03\x02\x08\x06マルス\n¿De dónde lo has sacado, \x0E\x06\x03\x00?\x0E\x04\x00\x00
MID_EV9_#003	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nLo encontró Vander en la cámara de los anillos\ntras el ataque al castillo de Lythos.\x0E\x04\x02\x00
MID_EV9_#004	¿Por qué lo preguntas? ¿Sabes qué es?\x0E\x04\x00\x00
MID_EV9_#005	\x0E\x05\x01\x14\x06マルス\nAngry\n\x0E\x03\x02\x08\x06マルス\nEs una Cronogema de Dragón. Un artefacto\ncapaz de hacer que el tiempo retroceda.\x0E\x04\x02\x00
MID_EV9_#006	Aunque su poder sea limitado,\nsupondrá una gran ventaja en batalla.\x0E\x04\x02\x00
MID_EV9_#007	\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\n"Cronogema de Dragón"...\nResulta que era más que una bonita joya.\x0E\x04\x00\x00
MID_EV9_#008	\x0E\x05\x01\x14\x06マルス\nRelax\n\x0E\x03\x02\x08\x06マルス\nYa que disponemos de ella, aprovechémosla.\x0E\x04\x02\x00
MID_EV9_#009	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x0B\x01>
MID_EV10_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x18\x08セリーヌ\x0CStatus\n\x0E\x03\x02\x0A\x08セリーヌ\nCon ayuda de Celica, quizá pueda reunirme\ncon Chloé y Louis antes de lo previsto.\x0E\x04\x00\x00
MID_EV11_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x16\x08セリーヌ\nAngry\n\x0E\x03\x02\x0A\x08セリーヌ\nEstoy decidida a luchar por la paz.\n¡Voy para allá, amigos!\x0E\x04\x00\x00
MID_TK1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nQué alivio encontrarte sana y salva, Chloé.\x0E\x04\x00\x00
MID_TK1_#002	\x0E\x03\x00\x0C\x06クロエ\x02b\n\x0E\x05\x01\x14\x06クロエ\nSmile\n\x0E\x03\x02\x08\x06クロエ\n¡Lo mismo digo, princesa Céline!\x0E\x04\x00\x00
MID_TK1_#003	\x0E\x03\x02\x0A\x08セリーヌ\nHe encontrado a Alfred...\n¡Y al Dragón Divino, nada menos!\x0E\x04\x02\x00
MID_TK1_#004	\x0E\x05\x01\x16\x08セリーヌ\nAngry\nHa logrado invocar al Emblema Celica\ncon mi anillo.\x0E\x04\x00\x00
MID_TK1_#005	\x0E\x05\x01\x1A\x06クロエ\x10Surprise\n\x0E\x03\x02\x08\x06クロエ\nUn dragón legendario que se alía\ncon antiguos espíritus para salvarnos...\n¡Parece un cuento de hadas!\x0E\x04\x00\x00
MID_TK1_#006	\x0E\x03\x02\x0A\x08セリーヌ\nUn poco, sí. Si lo es, quizá con este poder\nconsigamos darle un final feliz. ¿Te parece?\x0E\x04\x00\x00
MID_TK1_#007	\x0E\x05\x01\x14\x06クロエ\nRelax\n\x0E\x03\x02\x08\x06クロエ\nPor supuesto.\x0E\x04\x00\x00
MID_TK2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nLouis, ¡menos mal!\x0E\x04\x00\x00
MID_TK2_#002	\x0E\x03\x00\x0A\x04ルイ\x02b\n\x0E\x05\x01\x12\x04ルイ\nSmile\n\x0E\x03\x02\x06\x04ルイ\n¡Princesa Céline! No os imagináis\ncuánto me alivia hallaros ilesa.\x0E\x04\x02\x00
MID_TK2_#003	\x0E\x05\x01\x18\x04ルイ\x10Surprise\n¿Eh? Percibo algo distinto en vos...\x0E\x04\x00\x00
MID_TK2_#004	\x0E\x03\x02\x0A\x08セリーヌ\nEl Dragón Divino invocó a Celica con mi anillo,\ny me he imbuido de su poder.\x0E\x04\x00\x00
MID_TK2_#005	\x0E\x03\x02\x06\x04ルイ\n¿Cómo? ¿Queréis decir\nque el Dragón Divino está aquí?\x0E\x04\x00\x00
MID_TK2_#006	\x0E\x05\x01\x16\x08セリーヌ\nAngry\n\x0E\x03\x02\x0A\x08セリーヌ\nAsí es. Ya habrá tiempo de explicaciones.\nAhora, centrémonos en restaurar la paz aquí.\x0E\x04\x02\x00
MID_TK2_#007	Prometo que no volveré a dejarte atrás.\nVamos, lucharemos juntos.\x0E\x04\x00\x00
MID_TK2_#008	\x0E\x05\x01\x12\x04ルイ\nSmile\n\x0E\x03\x02\x06\x04ルイ\nComo ordenéis. Vos y el Emblema Celica...\nQué pareja tan maravillosa.\x0E\x04\x00\x00
MID_BT1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00"\x1CM004_イルシオン兵_ボス\x02b\n\x0E\x03\x02\x1E\x1CM004_イルシオン兵_ボス\nPronto seré una leyenda...\n¡El menda que capturó a la princesa de Firene!\x0E\x04\x00\x00
MID_BT2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00"\x1CM004_イルシオン兵_ボス\x02b\n\x0E\x05\x01(\x1CM004_イルシオン兵_ボス\x08Pain\n\x0E\x03\x02\x1E\x1CM004_イルシオン兵_ボス\nPodría haberlo conseguido...\nSi me hubieran dado soldados de verdad...\x0E\x04\x00\x00
MID_MOVIE1_#001	\x0E\x03\x02\x0A\x08リュール\n¿Eh?\x0E\x04\x00\x00
MID_MOVIE1_#002	\x0E\x03\x02\x0A\x08ヴェイル\nEstamos a salvo. Ha pasado el peligro.\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x06\x00$\x08ヴェイル\x18MPID_Unknown\n\x0E\x03\x02\x0A\x08リュール\nMe has salvado la vida. Gracias.\x0E\x04\x00\x00
MID_ED1_#002	\x0E\x03\x02\x0A\x08ヴェイル\nNo ha sido nada. Es natural ayudar\na quien se encuentra en apuros.\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x02\x0A\x08リュール\n¿Estás aquí sola?\x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x02\x0A\x08ヴェイル\nSí. Vi que había una batalla\ny pensé que quizá podría echar una mano.\x0E\x04\x00\x00
MID_ED1_#005	\x0E\x03\x02\x0A\x08リュール\nEres más valiente que yo.\nA mí las aberraciones me aterran.\x0E\x04\x02\x00
MID_ED1_#006	Además, me pillaron por sorpresa y no me dio\ntiempo ni a pensar. Me has salvado, de verdad.\x0E\x04\x00\x00
MID_ED1_#007	\x0E\x03\x02\x0A\x08ヴェイル\nComprendo...\x0E\x04\x00\x00
MID_ED1_#008	\x0E\x03\x02\x0A\x08リュール\nAh, perdona, no me he presentado.\nSoy el Dragón Divino \x0E\x06\x03\x00.\x0E\x04\x02\x00
MID_ED1_#009	\x0E\x03\x02\x0A\x08ヴェイル\nQué nombre tan bonito. Yo soy Veyle.\x0E\x04\x00\x00
MID_ED1_#010	\x0E\x03\x02\x0A\x08リュール\nVeyle...\x0E\x04\x00\x00
MID_ED1_#011	\x0E\x03\x00\x0C\x06マルス\x024\n\x0E\x03\x02\x08\x06マルス\n¿Puedo interrumpir?\x0E\x04\x00\x00
MID_ED1_#012	\x0E\x03\x02\x0A\x08リュール\n¿Qué ocurre?\x0E\x04\x00\x00
MID_ED1_#013	\x0E\x03\x02\x08\x06マルス\nAunque las aberraciones se hayan marchado,\nno es seguro dejarla sola.\x0E\x04\x02\x00
MID_ED1_#014	Deberíamos acompañarla\nhasta su casa o a una posada.\x0E\x04\x00\x00
MID_ED1_#015	\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x02\x0A\x08リュール\nMe parece buena idea.\x0E\x04\x02\x00
MID_ED1_#016	Escucha, Veyle, ¿vives por aquí cerca?\x0E\x04\x02\x00
MID_ED1_#017	¿Eh?\x0E\x04\x02\x00
MID_ED1_#018	Ha desaparecido...\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x02\x0A\x08セリーヌ\n¡Divinidad!\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x0A\x08リュール\nCéline.\x0E\x04\x02\x00
MID_ED2_#003	¿Has visto pasar a una niña pequeña?\nTenía el pelo largo e iba descalza.\x0E\x04\x00\x00
MID_ED2_#004	\x0E\x03\x02\x0A\x08セリーヌ\nNo, no recuerdo a nadie que encaje\ncon esa descripción.\x0E\x04\x00\x00
MID_ED2_#005	\x0E\x03\x02\x0A\x08リュール\nEs igual, gracias. ¿Qué querías decirme?\x0E\x04\x00\x00
MID_ED2_#006	\x0E\x03\x02\x0A\x08セリーヌ\nSolo venía a mostraros mi agradecimiento.\x0E\x04\x02\x00
