MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08リュール\nSiempre logras animarme, Micaiah.\nCreo que se debe a tu sonrisa.\x0E\x04\x00\x00
MID_GR_Vandre_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nParecen deliciosas. Ya quisiera poder\nprobar una, pero sí que huelen de maravilla.\x0E\x04\x00\x00
MID_GR_Vandre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nヴァンドレ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nVander, se te ha caído algo.\n¿Es una aguja de hacer punto?\x0E\x04\x00\x00
MID_GR_Vandre_A_#002	\x0E\x03\x02\x0C\nヴァンドレ\nAh, eso... Vaya, qué vergüenza...\x0E\x04\x00\x00
MID_GR_Vandre_A_#003	\x0E\x03\x02\x08\x06ミカヤ\n¿Haces punto? ¡Es una afición fantástica!\nTienes que enseñarme tus creaciones.\x0E\x04\x00\x00
MID_GR_Vandre_A_#004	\x0E\x03\x02\x0C\nヴァンドレ\nSolo lo hago para mantenerme ocupado,\npero me alegra que te entusiasme.\x0E\x04\x00\x00
MID_GR_Clan_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nEntiendo por qué veneráis al Dragón Divino.\nPoca gente posee un encanto tan especial.\x0E\x04\x00\x00
MID_GR_Clan_C_#002	\x0E\x03\x02\x08\x06クラン\n¡Ya te digo! ¿Te gustaría entrar también\na su servicio?\x0E\x04\x00\x00
MID_GR_Clan_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06クラン\nTe vi en el bosque del Somniel el otro día.\n¿Qué hacías allí?\x0E\x04\x00\x00
MID_GR_Clan_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nEscuchar a los pájaros. Su canto me relaja\nporque me recuerda a una vieja amiga.\x0E\x04\x00\x00
MID_GR_Clan_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nPareces triste, Clanne.\n¿Puedo hacer algo por ti?\x0E\x04\x00\x00
MID_GR_Clan_A_#002	\x0E\x03\x02\x08\x06クラン\nEstoy pensando en el Dragón Divino...\nMe preocupa.\x0E\x04\x00\x00
MID_GR_Clan_A_#003	\x0E\x03\x02\x08\x06クラン\nDespertar después de tanto tiempo para\nque te ocurra una desgracia tras otra. Qué pena.\x0E\x04\x00\x00
MID_GR_Clan_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nEso es muy bonito. Ayudémosl\x0E\x0A\x00\x08\x02o\x02a a ganar esta\nguerra para que pueda vivir en paz.\x0E\x04\x00\x00
MID_GR_Fram_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nDa la impresión de que siempre\nte estás divirtiendo, Framme.\x0E\x04\x00\x00
MID_GR_Fram_C_#002	\x0E\x03\x02\x08\x06フラン\n¡Así es! ¿Si yo no soy feliz, cómo\nconseguiré que lo sea el Dragón Divino?\x0E\x04\x00\x00
MID_GR_Fram_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06フラン\nMicaiah, según tú, ¿qué cualidades\ncrees que debería tener una vasalla?\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nAy, Framme, no tienes que cambiar nada.\nAl Dragón Divino le gustas tal y como eres.\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06フラン\n¡Micaiah! Pase lo que pase, siempre seré\nla fan número uno del Dragón Divino, ¿verdad?\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x08\x06ミカヤ\n¿A qué viene eso, Framme?\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x08\x06フラン\nEs que últimamente le han salido muchos\nseguidores. ¿Y si me quitan el puesto?\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nMmm... ¿Quieres que te lea el futuro? Puede\nque te ayude a decidir qué camino seguir.\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nEs un honor luchar junto a uno de los Emblemas\nque mi reino protegía.\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nLo mismo digo. Me preguntaba cómo serías,\ny resulta que eres tan fantástico como pensaba.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\n¿Es cierto que puedes leer la mente?\n¡Seguro que la mía no! He estado entrenando.\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nVaya, pareces muy seguro.\n¿Quieres comprobarlo?\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nPor mucho que entrene, no consigo sacar\nmúsculo. ¿A qué se deberá?\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x08\x06ミカヤ\n¿Será por tu constitución? Un viejo amigo\nmío tenía ese mismo problema.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\n¡Tengo una idea! Pondré a todo el reino\na investigar la forma de superar mis límites.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nVaya, sí que vas en serio. Está bien ser\napasionado, pero tampoco hay que pasarse.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nブシュロン\nEsto... Micaiah, ¿no? ¿Me harías\nel favor de leerme el futuro?\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nBoucheron, si te has perdido,\npuedes pedirme indicaciones.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nブシュロン\nJe, je, adoro pescar. Me siento tranquilamente\na esperar que piquen y vacío la mente.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nSé a qué te refieres. A mí me gusta relajarme\nbajo la sombra de un árbol.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nTe noto alicaído. ¿Qué ocurre?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0C\nブシュロン\nEl príncipe Alfred me ha vuelto a decir\nque siente envidia de mi físico.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\nDijo que ojalá pudiéramos intercambiarnos\nde cuello para abajo. Ahora no puedo\nquitarme esa imagen de la cabeza.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nComprendo su deseo, pero yo os encuentro\nperfectos a ambos tal y como sois.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\n¿Qué es eso que bebes después de entrenar?\nHe visto que Alfred también lo toma.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエーティエ\nEs una bebida especial con huevo crudo. Creo\nque me ayudará a desarrollar la masa muscular.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nQué aroma... y qué flores tan bonitas.\n¿Tu hogar es famoso por sus jardines?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0C\nエーティエ\nAsí es. A veces pido que me envíen flores,\naunque últimamente menos, debido a la guerra.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nVaya, qué tonificado tienes el abdomen.\nTe habrá costado horas de trabajo.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0C\nエーティエ\nSí, supongo. Me gusta darles caña\na mis músculos.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x08\x06ミカヤ\n¿Y cómo lo haces?\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x0C\nエーティエ\n¡Con mucho trabajo! Cuanto más dura\nsea la rutina, mejor me siento después.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\n¿Llevabas todo este tiempo en Firene, Micaiah?\nMe sorprendió cuando madre nos lo contó.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nMi anillo Emblema era un secreto.\nMe alegra que podamos hablar por fin.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nRezar no nos ayudará a traer la paz; debemos\nseguir luchando por arduo que sea el camino.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nTienes razón. Debemos unir nuestras fuerzas.\nCuenta con mi apoyo, Céline.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\n¿Es cierto que predices el futuro?\n¿Y lo ves como un don o como un problema?\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nHe tenido visiones desagradables, si a eso te\nrefieres. A veces cuesta mantener la esperanza.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nPero mis augurios no tienen por qué hacerse\nrealidad. El porvenir está en nuestras manos.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x0A\x08セリーヌ\nCreo que, más que ver el futuro, tu don es\nver siempre el lado positivo de las cosas.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nTienes hermanos pequeños, ¿no? Si son como\nun chico que conozco, será difícil controlarlos.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x06\x04ルイ\nAh, qué suerte la de ese chico...\nDe pequeño nunca tuve muchas amigas.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x06\x04ルイ\nEs una gozada verte, Micaiah. Mi corazón\nse acelera ante tu deslumbrante belleza.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nVaya, nunca me habían dicho algo así.\nVeo que estás de buen humor.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\n¿De qué tipo era ese té tan oscuro\nque preparaste el otro día?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nEra té negro mezclado con zumo de uva.\nAsí lo preparamos en mi casa.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x08\x06ミカヤ\n¿Zumo de uva? Qué interesante.\n¿A qué se debe la mezcla?\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x06\x04ルイ\nDicen que ayuda a mantenerse joven.\nNo todos tenemos la suerte de ser Emblemas.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06クロエ\n¡Hala, Micaiah! Estás preciosa, como siempre.\nSolo falta que un pajarito se pose en tu hombro.\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06ミカヤ\n¡Gracias! Tú también pareces salida\nde un cuento de hadas.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06クロエ\nTengo pescado en salazón fermentado.\nDicen que está de muerte.\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nTe creo. Si no te mata el sabor, lo hará el olor...\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\n¿Por qué te hiciste caballera, Chloé?\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06クロエ\nMe gustaba la idea de proteger a la princesa\nmontada en un pegaso, como en los cuentos.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nPero me tomo mi trabajo muy en serio, ¿eh?\n¡Con tu ayuda, devolveré la paz a Firene!\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nSerá un placer formar parte de esta historia.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nMicaiah, dicen que estás versada en la magia\ny que puedes sanar heridas. Impresionante...\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nVas a conseguir que me sonroje...\npero agradezco el cumplido, Diamant.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\n¿Otro día de entrenamiento?\nTu disciplina es admirable, Diamant.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nUn comandante nunca descansa. Entreno\na diario para mejorar y estar siempre a la altura.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nComo futuro rey, he estudiado todas las\nmaterias: política, economía, artes marciales...\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nPero nunca he sido capaz de aprender\nmagia. Es algo que me supera...\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nIncluso el príncipe heredero de Brodia\ntiene sus límites. Qué cosas...\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nNo te preocupes por la magia;\nyo me ocuparé de apoyarte en la batalla.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08アンバー\n¡Micaiah! ¿Es cierto que tienes otros poderes\nademás de los de Emblema? ¡Cómo mola!\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nTengo visiones del futuro, pero no siempre\nson agradables, y entonces ya no "mola" tanto.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08アンバー\nDicen que en el desierto de Solm habita un ave\nnaranja que trae felicidad a la gente. ¿Es cierto?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x08\x06ミカヤ\n¡Ojalá! Me encantan las aves. Algún día\npodríamos ir juntos a investigar esa leyenda.\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08アンバー\nTengo una pregunta, Micaiah...\n¿Notas el frío? ¡Llevas ropa muy ligera!\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nEl frío no supone un problema para\nlos Emblemas, pero gracias por preocuparte.\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nSi alguna vez notas que refresca, te traeré un\njersey de mi hogar, hecho con lana de alpaca.\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x08\x06ミカヤ\n¡Gracias, Amber! Quizá no note la temperatura,\npero tú le das calorcito a mi corazón.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nDicen que cualquier piedra puede brillar como\nuna gema si se pule bien. ¿A que es inspirador?\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nLo que dices es extensible a las personas,\naunque tú ya reluces como una joya, Jade.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nDiamant se estaba riendo a carcajadas con un\nlibro y dice que lo has escrito tú. ¿De qué trata?\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nEs una serie sobre un domador de alpacas. Voy\npor el quinto volumen. ¡Espero que sea un éxito!\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nHe oído que liderabas un grupo guerrillero.\n¿La Brigada del Alba? ¿Se llamaba sí?\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nAsí es. Pero no éramos tan respetados como\ncrees. Hubo quien nos tomó por bandidos.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\n¿Confundirte a ti con una rufiana desalmada?\nNo... Lo siento, pero me cuesta imaginármelo.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nYa, tiene su gracia... Lo cierto es que la mayoría\nnos describía como "gente virtuosa", sí.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nスタルーク\nEspero no decepcionarte, Micaiah.\nNo soy nada comparado con mi hermano...\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nMe recuerdas a alguien, pero tú eres,\ncómo decirlo, un poco más... "tenaz".\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nAlcryst, ¿por qué no intentas valorar tus\nhabilidades objetivamente? ¿Lo harás por mí?\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nAsí podría darme cuenta de que soy aún más\npatético de lo que creía... Mejor no arriesgarme.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nスタルーク\nMi hermano es uno entre un millón: fuerte,\nlisto, amable... Una persona maravillosa.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nPero, Alcryst... Tú también eres maravilloso.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\n¿¡Yo!? No, no... Comparado con Diamant\nsolo soy escoria.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nPues tu sabio y poderoso hermano no cree eso.\n¿O acaso mentir es otra de sus cualidades?\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nNuestros mundos son distintos, pero no\nla naturaleza. Adoro la quietud de los bosques...\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\n¡Yo también! Podría pasarme el día en uno\nfabricando mue... Esto... ¡observando pájaros!\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ラピス\nOjalá la guerra acabe pronto. Cuanto\nmás se alargue, más sufrirá la gente.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nYa entiendo por qué Alcryst disfruta tanto\nde tu compañía, Lapis. Eres justa y amable.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\n¿Por qué te escondes, Lapis?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\n¿Micaiah? Esto... me han llegado unas cuantas\npatatas de casa... ¡No! Del mercado. Eso es.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06ミカヤ\n¡Hala, cuántas! Me encantan las patatas. Salen\nricas las cocines como las cocines, ¿verdad?\x0E\x04\x00\x00
