MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08リュール\nGracias por darme esperanzas de nuevo.\nDe no ser por ti, ya me habría rendido.\x0E\x04\x00\x00
MID_GR_Vandre_B_#002	\x0E\x03\x02\x0C\nヴァンドレ\nSí, podría, pero no creo que nadie\nquisiera llevar esa prenda.\x0E\x04\x00\x00
MID_GR_Vandre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nヴァンドレ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nVerte hacer punto me recuerda a mi madre.\x0E\x04\x00\x00
MID_GR_Vandre_A_#002	\x0E\x03\x02\x0C\nヴァンドレ\nDebió de ser una mujer espectacular.\nPor cierto, en cuanto al jersey que me pediste...\x0E\x04\x00\x00
MID_GR_Vandre_A_#003	\x0E\x03\x02\x0C\nヴァンドレ\nEl que tiene mi cara... Lo he terminado.\n¿A quién quieres que se lo entregue?\x0E\x04\x00\x00
MID_GR_Vandre_A_#004	\x0E\x03\x02\x08\x06ルキナ\n¡Espléndido! Al Dragón Divino le encantará.\n¡No se me ocurre un regalo mejor!\x0E\x04\x00\x00
MID_GR_Clan_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06クラン\n¿Es cierto que estás emparentada con Marth?\nNo sabía que los Emblemas podían ser familia.\x0E\x04\x00\x00
MID_GR_Clan_C_#002	\x0E\x03\x02\x08\x06ルキナ\nSí, soy su descendiente. Por eso intento\ndemostrar que soy una digna heredera suya.\x0E\x04\x00\x00
MID_GR_Clan_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06クラン\n¡Soy como tú y Marth! Los siervos del Dragón\nDivino ejercen su labor una generación tras otra.\x0E\x04\x00\x00
MID_GR_Clan_B_#002	\x0E\x03\x02\x08\x06ルキナ\nEso significa que tus antepasados debieron de\nluchar junto al Dragón Divino hace mil años.\x0E\x04\x00\x00
MID_GR_Clan_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06クラン\nHe estado pensando que, cuando yo ya no esté,\nmi estirpe seguirá perpetuándose.\x0E\x04\x00\x00
MID_GR_Clan_A_#002	\x0E\x03\x02\x08\x06ルキナ\nIgual que los siervos. Serás parte\nde su historia y querrán emularte.\x0E\x04\x00\x00
MID_GR_Clan_A_#003	\x0E\x03\x02\x08\x06ルキナ\nIgual que yo he intentado ser alguien\nde quien el rey Marth pudiera enorgullecerse.\x0E\x04\x00\x00
MID_GR_Clan_A_#004	\x0E\x03\x02\x08\x06クラン\nGracias, Lucina. Intentaré ser un ejemplo\nde heroicidad para las generaciones futuras.\x0E\x04\x00\x00
MID_GR_Fram_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06フラン\n¡Lucina! Deja que te ayude, por favor.\nLo que sea. Yo me ocupo de... ¡Aaagh!\x0E\x04\x00\x00
MID_GR_Fram_C_#002	\x0E\x03\x02\x08\x06ルキナ\n¡¿Framme?! ¿Estás bien?\nCon tanto brío, te has tropezado.\x0E\x04\x00\x00
MID_GR_Fram_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06フラン\nSiempre que intento ayudar, me pongo\ntan nerviosa que lo lío todo. Es muy frustrante.\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x08\x06ルキナ\nTranquila, todos cometemos errores.\nLo importante es que no te hagas daño.\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06フラン\nCuánto quisiera parecerme a ti, Lucina.\nEres tan madura y siempre mantienes la calma...\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x08\x06ルキナ\nPara nada. Me he metido en algún que otro lío\npor romper cosas mientras entrenaba...\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x08\x06ルキナ\nAdemás, tu entusiasmo forma parte\nde tu encanto. No quiero que lo pierdas.\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x08\x06フラン\nMe alegra oírlo, Lucina. Si te gusta como soy,\n¡no voy a cambiar nunca!\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nEres el príncipe de Firene, ¿no?\nTu reino custodió mi anillo hace mil años.\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\n¿Ah, sí? ¿Estuviste en Firene en esa época?\nPues me alegro de que hayas vuelto.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nSi hace mil años fuiste el anillo de Firene,\n¿cómo es que te cambiaron a otro país?\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x08\x06ルキナ\nLumera así lo quiso. Desconozco el motivo,\npero debió de considerar que era necesario.\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nConociste a los reyes de Firene de hace\nmil años, ¿no? ¿Estaban musculados?\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x08\x06ルキナ\nEran fuertes, desde luego. Aunque me temo\nque eso no bastó para salvarlos.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x08\x06ルキナ\nNo permitiré que eso vuelva a ocurrir.\nOs protegeré a todos.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\nYo tampoco permitiré que vuelvas a pasar\npor eso. ¡Lucharemos hasta el final!\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nDime, ¿qué hay que hacer\npara tener esos músculos?\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nEn mi caso, leo y pesco.\n¿Te satisface la respuesta?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nJamás pensé que se pudiera estar\nen plena forma con solo leer y pescar.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0C\nブシュロン\nSolo son mis aficiones. Los músculos los tengo\nde forma natural debido a mi constitución.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nブシュロン\nAsí que los Emblemas también entrenáis.\n¿No deberías descansar un poco?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x08\x06ルキナ\nNo puedo. Mi cuerpo debe estar\nen plena forma si quiero salvar el mundo.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\nEntrenar demasiado te hará más mal que bien.\n¿Por qué no paras para leer un libro?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x08\x06ルキナ\nEstá bien, voy a hacerte caso.\n¿Me leerías uno de tus libros favoritos?\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nエーティエ\n¿Por qué miras a esa flor tan fijamente?\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x08\x06ルキナ\nEn mi mundo apenas crecen las flores.\nEsto es algo nuevo para mí.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nエーティエ\nParece que viviste tiempos muy difíciles.\n¿Por eso te hiciste tan fuerte?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x08\x06ルキナ\nNunca lo había pensado, pero es posible.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nエーティエ\nOye, Lucina, ¿hay algo que desees\nhacer cuando acabe la guerra?\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x08\x06ルキナ\nAntes de volver al anillo, me gustaría\nvisitar algún lugar nuevo.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x08\x06ルキナ\nY también ver tantas flores como sea posible.\nPara mí, simbolizan la paz.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x0C\nエーティエ\nEntonces te llevaré a mi hogar.\nSi te gustan las flores, te va a encantar.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nSaludos, Lucina. Gracias por tu ayuda en\nla última batalla. ¿Tienes tiempo para hablar?\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x08\x06ルキナ\nClaro. Siempre viene bien conocer\na los aliados. Cuéntame algo sobre ti.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nCuando te oigo hablar de la desolación\nde Ylisse, veo que he vivido entre algodones.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x08\x06ルキナ\nEso no es cierto. Luchas como el que más.\nImpediremos que Firene acabe como mi mundo.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\n¿Qué crees que debemos hacer\npara devolver la paz al mundo, Lucina?\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x08\x06ルキナ\nIntentar resolver los problemas pacíficamente.\nLa violencia es el último recurso.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x08\x06ルキナ\nYo empuño la espada solo cuando es necesario\npara proteger a mis seres queridos.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x0A\x08セリーヌ\nEn eso estamos completamente de acuerdo.\nSigamos trabajando juntas por la paz.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x06\x04ルイ\nParece que todos te adoran, Lucina.\n¿No es fabuloso?\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x08\x06ルキナ\n¿Acaso es eso extraño? Tengo una cantidad\nde amigos normal, no más que cualquiera.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x06\x04ルイ\nDime... ¿preferirías que te trataran como\na una hermana mayor o tratar tú así a alguien?\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x08\x06ルキナ\nCreo que no me sentiría cómoda del todo.\nPreferiría simplemente una figura fraternal.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nLouis, ¿a dónde quieres llegar\ncon todas estas preguntas?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nA ninguna parte. Solo siento curiosidad\npor saber cómo socializa la gente.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x08\x06ルキナ\nTe gusta observar a la gente, ya veo...\nPero ¿por qué ese interés en mí?\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x06\x04ルイ\n¿Por qué no? Tu historia es tan original\nque me resulta cautivadora.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06クロエ\nOye, Lucina. Si tienes tiempo,\n¿te gustaría acompañarme al mercado?\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06ルキナ\nSerá un placer. Tengo mucha curiosidad\npor ver los lugares de este mundo.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nNo conozco nada de lo que comes, Chloé.\n¿Son platos típicos de este mundo?\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06クロエ\nSe trata de comida callejera. No es para todos\nlos paladares, pero a mí me encanta.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nQue haya tantos tipos de comida demuestra\nque en este mundo aún hay esperanza.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06クロエ\n¡Estoy de acuerdo! Aunque cada vez hay\nmás puestos que se ven obligados a cerrar.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06ルキナ\nLe devolveremos la luz a este mundo\npara que puedan volver a abrir.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06クロエ\nY podremos disfrutar de todo tipo de comida.\n¡Es algo por lo que merece la pena luchar!\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nEstabas destinada a reinar, como yo, Lucina.\nQuisiera saber cuáles serían tus políticas.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06ルキナ\nNunca llegué a gobernar el reino, pero será\nun placer intercambiar opiniones contigo.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nSeguiste luchando en un mundo que se hundía.\nNo sé si yo sería capaz de hacer lo mismo.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x08\x06ルキナ\nTe he visto combatir con fiereza, Diamant.\nSé que lucharías con valentía hasta el final.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nSi continuamos perdiendo soldados,\nserá el fin de Brodia. No podría soportarlo...\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x08\x06ルキナ\nSé que es duro dejar soldados atrás.\nDebemos ganar rápido esta guerra por ellos.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x08\x06ルキナ\nBrodia no caerá en la destrucción, Diamant.\nNo sufrirás la misma desgracia que yo.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0E\x0Cディアマンド\nGracias, Lucina, eso es reconfortante.\nAunque no reines, eres una gran dirigente.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nMe han dicho que eres un héroe, Amber.\n¿Podrías contarme alguna de tus aventuras?\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x0A\x08アンバー\n¡Claro! Te contaré mi leyenda favorita...\ndespués de hablarte de mis alpacas.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08アンバー\n¡Mira mi ropa nueva, Lucina!\n¿A que nunca has visto nada así?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x08\x06ルキナ\nEsa alpaca bordada del centro es enorme...\n¡Me encanta! Tu estilo es inspirador.\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08アンバー\n¡Hola, Lucina! Voy a ir en busca\nde un arma legendaria. ¿Te apuntas?\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06ルキナ\n¿Un arma legendaria? Si la tuviéramos,\nnos daría cierta ventaja en esta guerra.\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x08\x06ルキナ\nImagino que la búsqueda no será fácil.\n¿Cuál es el plan?\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0A\x08アンバー\nConozco cientos de leyendas. Si las repasamos\ntodas, seguro que encontraremos la verdadera.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nHe oído que escribes novelas jocosas, Jade.\n¿Podría leer alguna?\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nClaro, Lucina. No sé si será tu tipo de humor,\npero espero que las disfrutes.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\n¡Me ha encantado tu novela, Jade! Qué risa\ncuando el protagonista tuvo que dejar su hogar.\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nSe suponía que ese era un momento emotivo.\nVeo que tienes un sentido del humor peculiar.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\n¿Has terminado de leer mi novela, Lucina?\nDime, ¿qué partes te han hecho más gracia?\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06ルキナ\n¡Muchas! Está esa escena, y también la otra...\nEsta página fue la monda. ¡Me reí un montón!\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\n¿Te reíste con el final? Muy interesante.\nQuizá te pida que revises más obras mías.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x08\x06ルキナ\n¡Adelante! Eres una gran escritora, Jade.\n¡Esperaré ansiosa la próxima novela!\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nTu estilo de combate es una maravilla, Alcryst.\n¿Dónde has aprendido a luchar así?\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nMi padre me obligó a practicar desde pequeño.\nNo es una historia muy agradable.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nA mí también me entrenó mi padre, Alcryst.\nYa tenemos algo en común.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nNo merezco que me compares contigo,\naunque me gustaría saber más sobre tu padre.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nスタルーク\nHay tanta gente increíble en nuestras filas.\nNo merezco estar a vuestro lado.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x08\x06ルキナ\nNo es cierto, Alcryst. No sé qué haría sin ti.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x08\x06ルキナ\nAún me queda tanto que aprender...\nEspero que sigas luchando a mi lado.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nNo sé si creerte... Pero, si de verdad necesitas\nmi ayuda, te apoyaré con todas mis fuerzas.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\n¿Dónde vas con tantas herramientas, Lapis?\n¿Vas a arreglar algo?\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nUna pared. Alguien le ha hecho un agujero\nenorme. ¿Quién habrá sido tan descuidado?\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ラピス\nCuando creo algo con mis manos, le cojo\nmucho cariño, por eso intento ser cuidadosa.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ルキナ\nUn amigo me dijo una vez que darles nombres\na sus armas le causaba el mismo efecto.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ラピス\nLucina, vienes de un mundo horrible, ¿no?\nMe preguntaba qué comías para sobrevivir.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ルキナ\nDurante un tiempo nos racionábamos la comida.\nTambién cazábamos... incluso comíamos oso.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06ラピス\n¿En serio? ¡Yo también! A veces... Oh... Esto...\nLo siento, supongo que sería muy duro. Yo no...\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ルキナ\nEstá bien, Lapis. Me alegra que eso sirva\npara unirnos. Cuéntame más sobre ti.\x0E\x04\x00\x00
