MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nLa guerra está lejos de acabar. Si te ves\nabrumad\x0E\x0A\x00\x08\x02o\x02a en algún momento, cuenta conmigo.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nComo ya te dije, la obsesión que tenéis Alfred\ny tú por el ejercicio me recuerda a mis alumnos.\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0C\nエーティエ\nY apuesto a que entrenaban contigo.\n¡Eso sí que serían clases magistrales!\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\n¿Estás cenando otra vez?\nPero si acabamos de comer todos juntos.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0C\nエーティエ\nTengo que comer en proporción al ejercicio\nque hago para conservar la masa muscular.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nCon el tiempo que he dedicado a esculpir estos\nabdominales, lloraría si los perdiera.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x08\x06ベレト\nTiene sentido. Qué tenacidad.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nTengo entendido que te apasionaba el té.\n¿De qué solías hablar cuando lo tomabas?\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x08\x06ベレト\nA ver... De los placeres de la vida, de nuestros\namoríos, de lo que nos fastidiaba... Lo típico.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nTe veo de buen humor. ¿A qué se debe?\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x0A\x08セリーヌ\nEl pajarillo que observaba se me ha posado\nen el hombro. ¡No me lo esperaba!\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08セリーヌ\n¿Qué te parece esto, Byleth?\nQuería regalártelo.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x08\x06ベレト\n¿Una flor? ¿Y eso?\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nComo no puedes tomar té, pensé que esta\npeonía te serviría de consuelo.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x08\x06ベレト\nQué detalle, Céline. Gracias. Es muy bonita.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nLamento hacer que te preocupes\npor mí, Louis. ¡Es un alivio tenerte aquí!\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x06\x04ルイ\nNo tienes por qué disculparte.\nServir a los demás es mi vocación.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\n¿Esto qué es? ¿Una bolsita de té negro?\nHuele bien.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x06\x04ルイ\nLo he elaborado especialmente para ti. Aunque\nno puedas catarlo, al menos disfruta su aroma.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x06\x04ルイ\nTe he visto observando fascinado al cocinero.\n¿También eres aficionado a la cocina?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x08\x06ベレト\nSí, me entretenía cocinar.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nConque profesor y cocinero, ¿eh?\nPero qué interesante...\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x08\x06ベレト\n¿Estás bien, Louis? ¿Sigues con nosotros?\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06クロエ\nImagino que aún te estás adaptando.\nSi tienes preguntas, no dudes en acudir a mí.\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06ベレト\nMuy amable de tu parte, Chloé.\nBuscaré la forma de devolverte el favor.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06クロエ\nMe interesan los cuentos de tu mundo.\n¿Me podrías contar alguno?\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06ベレト\nNo me sé tantos, pero ¿qué tal\n"Loog y la doncella del viento"?\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06クロエ\n¿En tu mundo también teníais\ncomida callejera típica?\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06ベレト\n¿Comida callejera? A ver...\nPues alguna vez probé el cadillo pétreo.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\n¡Vaya nombre! Tenía que estar durísimo.\n¿Costaba masticarlo?\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06ベレト\nHe de admitir que sí, pero era un buen remedio\ny aportaba mucha energía.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nFuiste mercenario antes de dedicarte\na la docencia, ¿no? Se te ve suelto en combate.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06ベレト\nAh, ¿sí? No sabía que causaba tal impresión\nen el campo de batalla.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nProfesor, ¿conoces algún método eficaz\npara reforzar la autoestima de otra persona?\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x08\x06ベレト\nFelicitarla constantemente.\nCuando haga algo bien, házselo saber.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nLa guerra se basa en el odio; y el odio\ngenera nuevas tragedias. Es un círculo vicioso.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x08\x06ベレト\nMe sorprenden tus palabras.\nTe tenía por un dirigente muy belicoso.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0E\x0Cディアマンド\nUn ejército poderoso es importante,\npero solo para velar por el bien del pueblo.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x08\x06ベレト\nCoincido. En la guerra hay poco que ganar y\nmucho que perder. Serás un gran rey, Diamant.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nBuenas, Amber. Te he oído llegar.\nEs fácil seguirte la pista.\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x0A\x08アンバー\n¡Gracias! Me alegra saber que destaco entre\nla multitud aunque no esté haciendo nada.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08アンバー\nImpartías clase en una academia de oficiales,\n¿verdad? ¿Me enseñas a ganar batallas?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x08\x06ベレト\nCuesta hacer un resumen, pero... la clave está\nen una combinación de talento y colaboración.\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08アンバー\nTu espada mola mucho, profe. Y se transforma\nen látigo, ¿no? ¿Me enseñas cómo funciona?\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06ベレト\nNo veo por qué no. Échate para atrás... ¡Yaaah!\n¿Qué te ha parecido?\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\n¡Guau! Retiro lo dicho. No mola mucho;\n¡mola muchísimo! ¿Puedes hacer un círculo?\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x08\x06ベレト\n¡Yaaah! Ahí está. Me ha salido bastante bien.\nOye, qué entretenido es esto. ¿Más peticiones?\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nVeo que eres bastante inexpresivo, incluso\nen combate. Aunque mira quién fue a hablar...\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x08\x06ベレト\nSí. Dicen que a la gente le cuesta identificar\nmis emociones. No sé cómo tomármelo.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\n¿Estás bien, Jade? Te veo un tanto cansada.\nAvísame si necesitas un respiro.\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nEstoy bien, gracias. Es que anoche trabajé hasta\nlas tantas. Me sorprende que lo hayas notado.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nMe gusta escribir novelas, ¿sabes?\nYa sé que quizá no me pega.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06ベレト\nYo no lo veo así. No me cabe duda de que bajo\nesa armadura hay una personalidad compleja.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x08\x06ベレト\nMe interesa saber qué tipo de historias escribes.\n¿Me dejas leer alguna?\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x0A\x08ジェーデ\nClaro, profesor. ¡Anda, te he pillado sonriendo!\nA ver si ahora consigo sacarte una carcajada.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nLuchaste bien en la última batalla, Alcryst.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\n¿Quiere eso decir que debo hacerlo mejor?\nLe pondré mucho más empeño la próxima vez.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nPareces preocupado, Alcryst.\nSi necesitas desahogarte, aquí me tienes.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nEstoy escribiendo una carta de presentación,\npero me he quedado sin sinónimos de "lastre".\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nスタルーク\nCuando muera, pasaré a la historia como\nun don nadie indigno de mención.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x08\x06ベレト\nMucha gente pasa a mejor vida sin pena\nni gloria, pero dudo que sea tu caso.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\n¿Tú crees que conseguiré algo? Soy un lastre.\n¿Qué provecho se me puede sacar?\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x08\x06ベレト\nMis alumnos me enseñaron que todos hallamos\nnuestro camino. Tú también lo harás, Alcryst.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nSiempre tienes un apetito tremendo, Lapis.\n¿Cuál es tu comida preferida?\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nPues... me gustan mucho los tubérculos.\n¡Son nutritivos y llenan que da gusto!\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ラピス\nEn Brodia, si tienes lo que hay que tener, hasta\nun campesino puede llegar a vasallo real.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ベレト\nA muchos les condiciona su origen. Me alegra\nque en Brodia haya igualdad de oportunidades.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ラピス\nGracias por prestarme atención, profesor.\nSupongo que los rumores sobre ti son ciertos.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ベレト\n¿Qué rumores?\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06ラピス\nLos que dicen que sabes escuchar.\nTodos se sienten mejor cuando hablan contigo.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ベレト\n¿De veras? Eso explica por qué la gente\nsuele hacerme confidencias...\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nEntre aliados siempre conviene conocerse.\n¿Qué es lo más importante para ti, Citrinne?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0C\nシトリニカ\n¡Mis aliados, precisamente!\nIgual que tú con tus alumnos, ¿verdad?\x0E\x04\x00\x00
