MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08リュール\nClaude, tengo entendido que te apodan el As\nde la Estrategia. Me vendría bien algún consejo.\x0E\x04\x00\x00
MID_GR_Vandre_B_#002	\x0E\x03\x02\x0C\nヴァンドレ\nEs una oferta asaz generosa...\nsi bien debo lealtad eterna al Dragón Divino.\x0E\x04\x00\x00
MID_GR_Vandre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nヴァンドレ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0C\nヴァンドレ\nAdvertí que me observabas mientras tejía,\nEdelgard. ¿Qué opinión te mereció el pañuelo?\x0E\x04\x00\x00
MID_GR_Vandre_A_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nMe pareció asombrosamente elaborado.\nTienes unos dedos portentosos, Vander.\x0E\x04\x00\x00
MID_GR_Vandre_A_#003	\x0E\x03\x02\x0C\nヴァンドレ\nMe gratifican esas palabras. Hay quien no lo ve\nadecuado para un caballero de mi porte, pero...\x0E\x04\x00\x00
MID_GR_Vandre_A_#004	\x0E\x03\x02\x10\x0Eエーデルガルト\n¡Qué dislate! Y yo que carezco de maña\npara esas actividades... Te envidio.\x0E\x04\x00\x00
MID_GR_Clan_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nSiempre se te ve contento, Clanne.\n¿Cuál es tu secreto?\x0E\x04\x00\x00
MID_GR_Clan_C_#002	\x0E\x03\x02\x08\x06クラン\nDisfruto sirviendo al Dragón Divino, nada más.\nEncima, ¡hoy tengo ocasión de hablar contigo!\x0E\x04\x00\x00
MID_GR_Clan_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06クラン\nGracias por el apoyo que nos prestas\nen combate. ¡Contigo, todo es más sencillo!\x0E\x04\x00\x00
MID_GR_Clan_B_#002	\x0E\x03\x02\x0C\nディミトリ\nNo hay de qué. Podéis contar conmigo.\x0E\x04\x00\x00
MID_GR_Clan_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06クラン\nDimitri, ¿qué opinas de que pasemos tanto\ntiempo juntos? No te agobio, ¿verdad?\x0E\x04\x00\x00
MID_GR_Clan_A_#002	\x0E\x03\x02\x0C\nディミトリ\nPara nada. Me recuerdas a mis compañeros\nde la Academia, y eso me pone de buen humor.\x0E\x04\x00\x00
MID_GR_Clan_A_#003	\x0E\x03\x02\x08\x06クラン\n¿Cómo eran tus compañeros? ¿Crees que\ntambién nos habríamos hecho amigos?\x0E\x04\x00\x00
MID_GR_Clan_A_#004	\x0E\x03\x02\x0C\nディミトリ\nEstimo que te habrían apreciado mucho,\nincluso hasta el punto de llegar a saturarte.\x0E\x04\x00\x00
MID_GR_Fram_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08クロード\nAyer te vi ejecutando unos movimientos\nbastante extraños. ¿Qué entrenabas?\x0E\x04\x00\x00
MID_GR_Fram_C_#002	\x0E\x03\x02\x08\x06フラン\nLa pose. Los servidores del Dragón Divino\ndebemos dar siempre una imagen impecable.\x0E\x04\x00\x00
MID_GR_Fram_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x08\x06フラン\nQué frustración... Tendría que haberlo hecho\nmejor en la última batalla, pero...\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x0A\x08クロード\nNo te flageles tanto y sigue esforzándote\nal máximo. La próxima vez brillarás más.\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x08\x06フラン\nSiempre se te ve de buen humor.\n¿Has sufrido algún revés en la vida?\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x0A\x08クロード\nLos Emblemas también somos personas:\nclaro que tengo momentos malos, y no pocos.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x08\x06フラン\n¿De verdad? Qué alivio.\n¿Te importa ponerme algún ejemplo?\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x0A\x08クロード\nMe duele cuando preparo el terreno para contar\nun chiste y Dimitri me lo chafa al final.\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nOye, Claude, te reto a un duelo de fuerza.\n¡Es la forma más rápida de entablar amistad!\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x0A\x08クロード\nMe agrada hacer amigos, pero ese reto no sería\njusto. Mejor una partida a un juego de tablero.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\n¿Qué te parece lo que he progresado\núltimamente, Claude? No está mal, ¿eh?\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x0A\x08クロード\nSí, ¡estoy impresionado!\n¡Quién iba a pensar que estabas así de cachas!\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nTengo entendido que te dedicas a estudiar\nla flora medicinal de este mundo. Qué aplicado.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0A\x08クロード\nConviene tener remedios a mano.\nNunca sabes cuándo te pueden envenenar.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nAh, ¿que elaboras antídotos? ¿Te hace falta\nuna cobaya? ¡Mi cuerpo lo aguanta todo!\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0A\x08クロード\nTú no le temes a nada, ¿eh? Espero que\nesa confianza te lleve a vivir muchos años.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nブシュロン\nHe oído que también tienes sangre real, Dimitri,\nsi bien no te pareces en nada al príncipe Alfred.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nディミトリ\nNo me sorprende. En la cultura de Faerghus,\npriman la sencillez y la austeridad.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nブシュロン\nPoseo un pésimo sentido de la orientación.\nTardo más en dar con un río que en pescar algo.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0C\nディミトリ\nLa próxima vez me avisas, que te acompaño.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\n¿Qué sucede, Boucheron?\nParece que tienes los ojos hinchados.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0C\nブシュロン\nTe pido disculpas. No pretendía alarmarte.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nディミトリ\nSi tienes algún problema, me lo puedes contar.\nPero sin compromiso, por supuesto.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x0C\nブシュロン\nNo, es solo que... estoy leyendo un libro\ntan espléndido que se me saltan las lágrimas.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08クロード\nCuánta energía tienes, Etie.\nTe pasas el día correteando.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエーティエ\nEs que lo de correr me revitaliza.\n¿Te apuntas la próxima vez que salga?\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08クロード\nTu juego de té tiene algo inusual,\naunque no sabría decir qué.\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0C\nエーティエ\nBien visto, Claude. Las tazas tienen\npeso añadido. ¡Me sirven para entrenar!\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0C\nエーティエ\nEstás en plena forma. ¿Tienes alguna tabla\nsecreta de ejercicios que me puedas chivar?\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0A\x08クロード\nMe recuerdas a un amigo que siempre buscaba\nel modo de perfeccionar sus rutinas.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0A\x08クロード\nUna vez lo vi charlando con Dimitri y, al acabar,\nse puso a pegar saltos de la emoción.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x0C\nエーティエ\n¿Con Dimitri? Muy bien, tengo que hablar\ncon él ahora mismo. ¿Le dices que venga?\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08セリーヌ\n¿Te apetecería una merienda con té? Las hojas\nde este año son las mejores que he degustado.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nPor supuesto. No me resulta posible saborearlo,\npero nada me impide disfrutar de su fragancia.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nMi hermano pasó su infancia confinado a causa\nde su precaria salud. El ejercicio le dio la vida.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nUna compañera mía de clase también se aislaba\na menudo, pero por otra razón: odiaba entrenar.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nMe asombra que futuros gobernantes\nestudiaseis juntos en la Academia de Oficiales.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x0A\x08セリーヌ\nLas alianzas sólidas garantizan la paz.\nCon tus contactos, ¡el mañana promete!\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x10\x0Eエーデルガルト\nEso espero. Todos decían que formábamos\nun grupo magnífico.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x10\x0Eエーデルガルト\nY por ahora no existe conflicto alguno entre\nnosotros. Todos deseamos salvar este mundo.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x06\x04ルイ\nSiempre te exiges demasiado.\nEspero que estés descansando lo suficiente.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nLa actividad me tranquiliza por algún motivo.\nSerá un rasgo de mi personalidad.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x06\x04ルイ\n¿Acaso Dimitri y Claude son amigos íntimos?\nSiempre se los ve juntos.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nBueno, diría que enemigos no son.\n¿Por qué lo preguntas?\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x06\x04ルイ\n¿Cómo que por qué me esfuerzo en disimular?\nVaya preguntita... ¿He hecho algo, acaso?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nBueno, la última vez que hablé con el Dragón\nDivino, giré la mirada y ahí que te descubrí.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nPero no me estaba escondiendo. Simplemente,\nno quería interrumpir y me fundí con el éter.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x10\x0Eエーデルガルト\n¿Con el éter? Creo que no te entiendo.\nPodías haber intervenido tranquilamente.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06クロエ\nPerdón; quería traerte comida callejera a base\nde ojos de pescado, pero no puedes comer...\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x0C\nディミトリ\nNo tienes por qué disculparte. Me complace\nverte disfrutar de ella. ¡Degústala sin miedo!\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06クロエ\n¿Cuál es tu comida preferida?\nMe interesan las delicias de otros mundos.\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x0C\nディミトリ\nVeamos... Había un plato de queso especiado\nal horno que era todo un manjar.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nParece que hoy hay dulces al té negro\npara merendar, ¿no?\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06クロエ\n¡Sí! Y van rellenos de queso de muflona.\nDe ahí ese aroma tan característico.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x0C\nディミトリ\nHe notado que últimamente describes\nlas viandas de una manera más detallada.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06クロエ\nBueno, pienso que así te puedes hacer una idea\nmejor y concebir los platos con más detalle.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nEn el trono cabe un rey, pero el peso de un país\nno puede recaer en un solo individuo, ¿cierto?\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x0C\nディミトリ\nCoincido. Por eso conviene rodearse de amigos\ny aliados de confianza, y de sabios que te guíen.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nSé que es un tema manido, pero... ¿cómo debe\ncomportarse un buen rey según tú, Dimitri?\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x0C\nディミトリ\nPara mí, todo soberano ha de tener la voluntad\nde dirigir a su pueblo hacia un futuro próspero.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nEn mi tierra celebramos muchos bailes de salón.\nNo son mi fuerte, pero tampoco puedo eludirlos.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nTú encajarías perfectamente en nuestras galas,\nDimitri. ¿Sabes bailar?\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0C\nディミトリ\nLo suficiente como para salir del paso.\nNo soy muy aficionado a los actos sociales.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0C\nディミトリ\nUna vez me escabullí de un baile\nque se celebró en la Academia de Oficiales.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08アンバー\nCuando termine la guerra,\nquiero descubrir las leyendas de cada región.\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x0A\x08クロード\n¡Qué buen plan! Todo el mundo debería\ntener esa ambición.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08アンバー\nClaude, tú eres de familia noble, ¿verdad?\n¿Vivías en un palacio?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08クロード\nMi caso es particular. Antes de ingresar en\nla Academia de Oficiales, apenas pisaba la casa.\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08アンバー\nMe caes bien porque eres un tipo campechano,\npero ¿no te preocupa que no te tomen en serio?\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x0A\x08クロード\nPrefiero mantener un perfil bajo. Cuesta menos\nsorprender al enemigo si no te ve venir.\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08クロード\nY también es más fácil entablar amistad\ncon quienes no te consideran una amenaza.\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0A\x08アンバー\n¡Tienes toda la razón! Cuánto sabes.\nA ver si me enseñas tus trucos algún día.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nVeo que no me quitas el ojo de encima,\nEdelgard. ¿Hay algún problema?\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nDiscúlpame. Tu minuciosidad en el campo de\nbatalla me recuerda a una arquera que conocía.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nMe he encontrado una novela protagonizada\npor Amber.\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nMe llena de orgullo que la lea un Emblema.\nMe encantaría saber qué opinión te merece.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nGracias por tus comentarios.\nNo esperaba que ese fragmento te divirtiera.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nMe pareció muy ameno. Admiro la libertad\ncon la que dejas volar la imaginación.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nQué alivio. Temía que desdeñaras el tono\nhumorístico, dado mi carácter tan poco risueño.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x10\x0Eエーデルガルト\nEso no es motivo de crítica. No se puede juzgar\na una persona por su apariencia.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nDisculpa, príncipe Alcryst... Si requieres algo\nde mí, preferiría que me lo dijeras directamente.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nSolo quería darte las gracias por ayudar\na un sujeto tan insignificante como yo.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0C\nスタルーク\nMe apena que sufras por mí. De no ser por esta\nguerra, desaparecería y te ahorraría el sacrificio.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nPero... ¿tú no eres un príncipe? Algunas veces\nme recuerdas a una excompañera de clase.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0C\nスタルーク\nEres exactamente como mi hermano, Edelgard:\nmucho más fuerte y regia que yo.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nPríncipe Alcryst, infravalorarte de esa forma\nequivale a renegar de quienes creen en ti.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x10\x0Eエーデルガルト\nNo te pido que sea de inmediato, pero intenta\nreconocer lo que yo y los demás vemos en ti.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nNo sé si seré capaz, pero gracias igualmente\npor esas palabras tan amables.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06ラピス\nUna pregunta en confianza, Dimitri:\n¿tú aguas la leche antes de bebértela?\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x0C\nディミトリ\nLa verdad es que no. Ahora, si a ti te gusta así,\nhaz con ella lo que te plazca.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06ラピス\n¿Tienes un momento, Dimitri?\nDime si se nota mucho este remiendo.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x0C\nディミトリ\nNo, en absoluto. Está muy bien hecho.\nYa me gustaría a mí tener esa destreza.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06ラピス\nAunque elogiaras mi talento para la costura,\nserá un concepto desconocido para la realeza.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x0C\nディミトリ\nEn absoluto. A mí me enseñó una compañera\nde clase, aunque solo me quedé con lo básico.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x0C\nディミトリ\nEso sí, tijeras y agujas destrocé unas cuantas.\nMe costaba regular la fuerza para coser.\x0E\x04\x00\x00
