MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08リュール\nSoren, ¿podemos hablar un momento?\nMe interesaría saber más sobre tu mundo.\x0E\x04\x00\x00
MID_GR_Vandre_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nGracias. Hacía tiempo que no me dedicaban\nunas palabras semejantes.\x0E\x04\x00\x00
MID_GR_Vandre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nヴァンドレ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nヴァンドレ\nMe disculpo de nuevo por haberte pedido que\nexpresaras lo que nadie se atrevía a manifestar.\x0E\x04\x00\x00
MID_GR_Vandre_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nMe he limitado a ofrecer mi opinión. Nada más.\x0E\x04\x00\x00
MID_GR_Vandre_A_#003	\x0E\x03\x02\x0C\nヴァンドレ\nAun así, me tranquiliza contar\ncon un asesor de tu talla en nuestras filas.\x0E\x04\x00\x00
MID_GR_Vandre_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nEspero hacer justicia a la confianza\nque has depositado en mí.\x0E\x04\x00\x00
MID_GR_Clan_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nLlevas un rato ahí de pie.\n¿Qué haces exactamente?\x0E\x04\x00\x00
MID_GR_Clan_C_#002	\x0E\x03\x02\x08\x06クラン\nAdorando al Dragón Divino a distancia.\n¡Fíjate! Qué solemne... Qué sublime...\x0E\x04\x00\x00
MID_GR_Clan_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06クラン\nSirvo al Dragón Divino con total dedicación.\nNo hay nada mejor que hacer feliz a los demás.\x0E\x04\x00\x00
MID_GR_Clan_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nEntiendo bien ese sentimiento.\x0E\x04\x00\x00
MID_GR_Clan_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06クラン\n¿Te gusta la carne, Soren?\nEl otro día parecías interesado en el asunto.\x0E\x04\x00\x00
MID_GR_Clan_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nNo, la verdad es que no.\x0E\x04\x00\x00
MID_GR_Clan_A_#003	\x0E\x03\x02\x08\x06クラン\nAh... Entonces, dudo que te interese\ndescubrir la receta nueva que he aprendido...\x0E\x04\x00\x00
MID_GR_Clan_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nNo tan deprisa. Cuéntame los detalles.\x0E\x04\x00\x00
MID_GR_Fram_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06フラン\nEl Dragón Divino impone hoy más que nunca,\n¿no crees? Como un regalo eterno...\x0E\x04\x00\x00
MID_GR_Fram_C_#002	\x0E\x03\x02\x0A\x08セネリオ\n¿Un regalo? ¿A qué te refieres?\nNo le veo sentido alguno.\x0E\x04\x00\x00
MID_GR_Fram_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06フラン\nSoren, ¿me ayudas a inventarme un cántico\npara animar al Dragón Divino mientras entrena?\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x0A\x08セネリオ\n¿Un cántico?\nSí, quizá sirva para subirle la moral.\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06フラン\nGracias por la ayuda del otro día. ¡Ahora puedo\nalentar al Dragón Divino con mis cánticos!\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x0A\x08セネリオ\n¿De veras?\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x08\x06フラン\nSí, aunque me llevé una sorpresa.\nCreía que me ibas a pedir que no gritara tanto.\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nSi esos alaridos tan estridentes benefician\nal ejército, no hay inconveniente por mi parte.\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nConfío en mi fuerza física, pero flaqueo\nen el plano táctico. Eso lo dejo en tus manos.\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nComo desees.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nSoren, ¿te parece que las personas son buenas\npor naturaleza u opinas que nacen malvadas?\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nHay que asumir lo peor. Así, aunque\nte equivoques, sufrirás menos pérdidas.\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nConque aquí estabas... Esfumarse en mitad\nde una asamblea de guerra es una imprudencia.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nLo siento, había salido a correr.\nLas mejores ideas se me ocurren al trote.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nPues aún no te he visto proponer ni una idea\nmedianamente decente.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\nEso es porque tengo que acelerar el ritmo.\nIré más rápido. ¡Gracias por el consejo!\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nブシュロン\nMe tranquiliza contar con el antiguo asesor\nde un grupo de mercenarios en nuestras filas.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nYo en tu lugar no me haría\ndemasiadas ilusiones.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nブシュロン\nNecesito un consejo: ¿cómo puedo\ndejar de desorientarme constantemente?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0A\x08セネリオ\n¿Has sopesado la posibilidad\nde no volver a salir de casa?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nブシュロン\nHe seguido tu consejo, pero me estoy atrofiando\npor no salir nunca. ¿Se te ocurre otra táctica?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nBueno, podrías dejarte acompañar\nen todo momento.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\n¡Qué gran idea! Justo ahora pensaba\nsalir a pescar. ¡En marcha, pues!\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nNo me estaba ofreciendo yo...\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nエーティエ\nHe aquí un obsequio para ti en señal de nuestra\namistad: ¡un tónico muscular revigorizador!\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nMuy... amable por tu parte, aunque ya poseo\nun grado de vigor más que suficiente.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nエーティエ\n¿Salimos a correr juntos? Te pondrás de mejor\nhumor si practicas alguna actividad física.\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nNo estoy de mal humor; así es mi carácter.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nエーティエ\nA ti también te cuesta asumirlo, ¿eh?\nNo tienes que disimular; tú y yo somos iguales.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0A\x08セネリオ\n¿Perdón?\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nLo de entrenar sin tregua y no ganar\nmasa muscular, digo. Puede ser deprimente.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nMe temo que no tengo ni la más remota idea\nde a qué te refieres...\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nTe agradezco mucho la ayuda que nos brindas,\nSoren. ¿Quieres una infusión?\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nDado que los Emblemas no ingerimos alimentos\nni líquidos, he de declinar la invitación.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nConque esto es a lo que denominan\n"popurrí" floral...\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x0A\x08セリーヌ\n¿Verdad que tiene un aroma exquisito? Me haría\nfeliz que apreciases los placeres de este mundo.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nSiempre he querido proteger mi tierra natal.\nPor ese motivo aprendí a luchar.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x0A\x08セリーヌ\nSin embargo, pese a mi fortaleza, hay quien dice\nque esa labor corresponde al príncipe, no a mí.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nHay quienes ignoran el verdadero significado\nde la realeza.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nSu deber consiste en defender al pueblo.\nPara eso se pagan tributos.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x06\x04ルイ\nIrradias un aura peculiar. Solo te falta\nla compañía de alguien especial.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x0A\x08セネリオ\n¿A qué viene esa forma de mirarme?\nPreferiría que me dejaras tranquilo.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x06\x04ルイ\nSoy un experto en preparar infusiones. Quizá\nte extrañe; no es una maña típica de caballeros.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nNada de eso. He conocido a otros caballeros\ncon unas dotes culinarias bastante decentes.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x06\x04ルイ\nQué tiempo tan radiante tenemos hoy también,\n¿verdad? ¿Y qué tal tú? ¿Todo en orden?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nAhórrate los esfuerzos por llevarme a tu terreno.\nNo tengo la intención de... intimar con nadie.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nSolo quiero cerciorarme de que mis amigos\nestán bien. Forma parte de mi carácter.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nYa... Qué tipo más excéntrico...\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06クロエ\nConociste otros dos mundos antes de llegar\na este, ¿no? ¿Había comida como la nuestra?\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nMi condición de Emblema me impide comparar\nlos sabores, aunque el aspecto era similar.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06クロエ\nCuando podías ingerir alimentos,\n¿qué sabores te gustaban más?\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nConsumía todo lo que era comestible.\nNo se puede ser selectivo en tiempos de guerra.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06クロエ\nMe dijiste que antes te lo comías todo,\npero ¿había algún sabor que no te agradara?\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nNo, ninguno en concreto, aunque...\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nRecuerdo unas gotas energéticas\nque tenían un regusto extraño.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06クロエ\nQué interesante... ¿Me cuentas más detalles?\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nSegún tú, a ojos de un país y sus gentes,\n¿cuáles serían los atributos de un buen rey?\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x0A\x08セネリオ\n¿A un mercenario se lo preguntas? ¿Le pedirías\nal lobo que te enseñara a cuidar las ovejas?\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nYa que no me das tu definición de un buen rey,\n¿qué harías si hubieras de servir a un rey necio?\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nSi un rey desechara los consejos sensatos,\nme marcharía y punto.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nTengo entendido que eres un mago excepcional\ny que asesorabas a un grupo de mercenarios.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nNo sé si "excepcional" es la palabra, si bien\nes cierto que estoy versado en la materia.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0E\x0Cディアマンド\nDominar un arte tan delicado es digno de elogio.\nYo lo intenté una vez, pero aquello me superó.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nLa suerte quiso que yo naciera con ese talento.\nNo tiene nada de encomiable.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08アンバー\nSoy el héroe de la aldea de las alpacas.\n¡Un placer conocerte formalmente!\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nIgualmente. Ya veo que estás de buen humor.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08アンバー\n¡Voy a buscar las pepitas de oro legendarias\nque se ocultan en el desierto de Solm!\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nLa mina abandonada de los confines de Solm\naún parece practicable, pero ve con precaución.\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08アンバー\nSoren, ¿conoces alguna tabla de ejercicios\neficaces para mejorar la velocidad?\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x0A\x08セネリオ\n¿La de las alpacas o la tuya?\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\n¡La suya y la mía, claro! Como eres tan listo,\nseguro que tienes recursos.\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nNo creo que pueda ayudarte. Mejor búscate\na alguien más familiarizado con las alpacas.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\n¿Y este libro? "Las aventuras de Amber,\nnecio por vocación"...\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nEs un... relato confidencial de mi propiedad.\nMe has hecho un gran favor al encontrarlo.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nAquel relato confidencial que hallaste\nel otro día... no lo leíste, ¿verdad?\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08セネリオ\n¿El que tiene a Amber como protagonista?\nLo hojeé un poco.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nA veces me toman por antipática, pero\nno hago ascos a los momentos de diversión.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nTe comprendo. No eres una persona expresiva.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nImagino que puedes ponerte en mi lugar porque\nte has leído mi novela hasta la última página.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nEstás viendo cosas donde no las hay. ¿Acaso\nno te basta con que nos apoyemos en combate?\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nスタルーク\n¿Podría molestarte un minuto? Soy consciente\nde lo engorroso que resulta atenderme.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nNo me parece especialmente engorroso,\naunque preferiría ahorrarme la charla inane.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nスタルーク\nQuería formularte una consulta sobre estrategia\nmilitar, siempre que lo consideres pertinente.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nPregúntame lo que me tengas que preguntar\nen vez de quedarte ahí mirándome. Me enerva.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nスタルーク\nImagino que estás tremendamente ocupado,\npero... venía a proponerte un duelo de práctica.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nDe acuerdo.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\nBueno, otra vez será y... ¡¿Cómo?!\n¡¿De verdad aceptas?!\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nSi esperabas un "no" por respuesta, ¿para qué\npreguntas? Será interesante ver quién vence.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\n¿Para qué coleccionas armas antiguas\ny fragmentos de armaduras inservibles?\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nLos utilizo para fabricarme cosas.\nEs lo más barato... Quiero decir, ¡sensato!\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\n¿Adónde vas? Todas las instalaciones\nde entrenamiento están aquí, en el Somniel.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ラピス\nIba al bosque a cazar un oso... Quiero decir,\n¡a buscar un oponente tan fuerte como un oso!\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06ラピス\nMe he cortado la mano arreglando un arma.\nNi siquiera este ungüento casero me alivia.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nTe noto disgustado. A ver si lo adivino:\nme vas a pedir que deje de escatimar en gastos.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nLos mercenarios también teníamos que reparar\nlas armas a veces, pero lo tuyo es exagerado.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nLos soldados deberían dejarlo en manos\nde los profesionales... o aprender a forjar.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nTienes un encanto natural, Soren. ¿Por qué\nno lo sacas a relucir con más frecuencia?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nPorque dedico toda mi atención\na mis propios asuntos. Deberías hacer lo mismo.\x0E\x04\x00\x00
