MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08リュール\nLucho para proteger el mundo que mi madre\ntanto amaba. Pero necesitaré tu ayuda, Leif.\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x08\x06フラン\nSí. Desde aquí se ve todo perfectamente...\nMmm... ¿Debería traerte a este tipo de cosas?\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x08\x06リーフ\nYo te lo pedí, ¿recuerdas? Me gusta aprender\nsobre tu estilo poco ortodoxo de rezar.\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x08\x06リーフ\n¡Ah, ahí viene! Vamos, Framme. Desde aquí\nno nos vamos a perder ningún detalle, ¿verdad?\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nAquí termina otra exitosa sesión\nde entrenamiento matutino.\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x08\x06リーフ\nTiene mucha fuerza de voluntad para entrenar\ntan temprano. Debería seguir su ejemplo.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\n¿Por qué te miras el brazo tan fijamente?\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nHablo con mi cuerpo. Mi bíceps dice\nque todo va bien. ¿Qué te dice el tuyo?\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nAunque no se note, de pequeño siempre estaba\nenfermo. A madre le preocupaba mi salud.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x08\x06リーフ\nImagino que has logrado fortalecer tu cuerpo\na base de un entrenamiento intensivo.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nAsí es. Me lo tomé muy en serio.\nNunca me he saltado una sesión.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x08\x06リーフ\nOjalá yo tuviera esa determinación\npara no rendirme ante los problemas.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\n¿Boucheron? ¿Qué haces aquí?\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nEl caballo que usaba como punto de referencia\nse ha ido. ¿Me indicas el camino de vuelta?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\n¿Has vuelto a perderte?\nAlfred te está buscando.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0C\nブシュロン\nEso me dicen. Como no se quede quieto\nen un sitio, nunca pararé de dar vueltas.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nブシュロン\n¿Hoy tienes tiempo libre, Leif?\n¿Te gustaría ir de pesca conmigo?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x08\x06リーフ\nQué gran idea. Hace un tiempo perfecto.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x08\x06リーフ\nY es posible que me necesites\npara evitar que te pierdas.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x0C\nブシュロン\nJa, ja, ja, es verdad. Sin ti estoy perdido,\ntanto dentro como fuera de la batalla.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nEtie, ¿estás bien?\nHe oído un ruido terrible.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエーティエ\n¡Lo siento! Me he pasado con el entrenamiento\ny he roto un muro por accidente.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nエーティエ\nTe veo nervioso. ¿Sabes qué podría ayudarte?\n¡Hacer pesas!\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x08\x06リーフ\nPodría intentarlo. No creo que gane músculo,\npero seguro que será tonificante.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nEs impresionante todo lo que haces\npara entrenar.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0C\nエーティエ\nNo es apto para los débiles, eso seguro.\nDe hecho, tengo un arma secreta.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nEs un bálsamo muscular de Firene.\n¡Aumenta el efecto del entrenamiento!\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x08\x06リーフ\nAun así, tienes que seguir entrenando, ¿no?\nSi pudieras ahorrarte toda esa parte...\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nNecesito tu ayuda si pretendo proteger\nFirene... y el mundo entero.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x08\x06リーフ\nCuenta con ello, Céline. Lucharemos juntos\npara que la gente pueda vivir segura y en paz.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\n¿Tomamos un té? He conseguido un lote\ndel mejor té de Firene.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x08\x06リーフ\nHuele de maravilla. Como las flores,\nel sol y la tierra fértil...\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\n¿Por qué estás de tan buen humor?\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x0A\x08セリーヌ\nHa crecido un brote nuevo en el parterre\ny he tomado una taza de té deliciosa.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nHay que apreciar estos pequeños momentos.\nEspero no parecerte muy inmadura.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x08\x06リーフ\nPara nada. Me has enseñado que la felicidad\nconsiste en esas pequeñas cosas.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x06\x04ルイ\n¿Puedo hacer algo por ti, Leif?\n¿Te busco alguien con quien socializar?\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x08\x06リーフ\nEstoy bien, Louis. Gracias por ofrecerte.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x06\x04ルイ\nHe preparado un poco de té.\n¿Me acompañas mientras observo el paisaje?\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x08\x06リーフ\nHuele muy bien, Louis. Supongo que\ncon "paisaje" te refieres a esa gente de allí.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nHoy tienes mala cara, Louis.\n¿Ha ocurrido algo?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nSí. Por mucho que lo intente, me resulta\ndifícil confundirme con el entorno.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x08\x06リーフ\nAh, ya. Sería un talento muy práctico\npara las emboscadas. Siento no poder ayudarte.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x06\x04ルイ\nYo había pensado más bien usarlo para ver\nsin ser visto, pero gracias de todos modos.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06クロエ\nCon esta armadura tan brillante que llevas,\npareces un héroe de cuento de hadas.\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06リーフ\nNo soy un héroe.\nEse papel me fue dado por otros.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\n¿Qué estás comiendo, Chloé?\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06クロエ\nSerpiente hervida en hierbas medicinales.\nSiento no poder compartirla contigo.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06クロエ\nOye, Leif, procura no forzarte demasiado.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06リーフ\n¿A qué viene eso?\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nEs que siempre estás tan tenso...\n¡Relájate! Estoy aquí para lo que necesites.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06リーフ\nAún no me he acostumbrado a este mundo.\nCon tu ayuda, lo conseguiré. Gracias, Chloé.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nEs un honor hablar contigo, Leif.\nQuisiera tratar contigo asuntos de mi reino...\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06リーフ\nEstoy contento de trabajar contigo, Diamant.\nSerá un placer ayudar en lo que pueda.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nLa gente de Elusia odia a mi reino.\nDebo promover la paz entre ambas naciones.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x08\x06リーフ\nNo te precipites. Sé que encontrarás\nuna solución, pero estas cosas llevan su tiempo.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nNo me siento tan seguro de mí mismo\ncomo parece. Nadie lo sabe, ni siquiera Alcryst.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x08\x06リーフ\nUna vez perdí la confianza, pero mis amigos\nme guiaron y me hicieron más fuerte.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x08\x06リーフ\nTienes muchos amigos, Diamant. Esta misión\nte hará más fuerte, y yo estaré a tu lado.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0E\x0Cディアマンド\nGracias, Leif. Intentaré ser un rey\ncomo tú, el mismísimo Lord Sabio.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08アンバー\nSoy Amber, vasallo del príncipe Diamant.\n¡También soy un domador de alpacas!\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x08\x06リーフ\nAsí que domador de alpacas...\nSuena muy curioso.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nHoy estás de muy buen humor, Amber.\n¿Has recibido alguna buena noticia?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08アンバー\n¡He dado con la receta de una poción legendaria\nque da energía infinita! ¿Quieres verla, Leif?\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08アンバー\nQuisiera formar un batallón de alpacas,\npero el príncipe Diamant no lo aprueba...\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06リーフ\nSeguramente Diamant prefiere a los caballos.\nLas alpacas son difíciles de montar...\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x08\x06リーフ\nPuede que lo convenzas si le expones\nlos puntos fuertes de las alpacas.\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0A\x08アンバー\n¡Uy, tienen muchos! Mmm... ¡Son adorables!\nAl enemigo se le quitarían las ganas de luchar.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nJade, noto cómo me miras...\n¿Tengo algo en la cara?\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nNo, perdona, Leif. Estaba pensando\nen una nueva historia, pero se me ha ido.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\n¿Cuál es el problema, Jade?\nPareces enojada.\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nNinguno. De hecho, estoy\nde muy buen humor. ¿No se nota?\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\n¿Leif? ¿Tienes un momento?\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06リーフ\nSí, claro. ¿De qué quieres hablar?\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nNecesito inspiración para mi novela.\n¿Podrías contarme historias de tu mundo?\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x08\x06リーフ\n¡Pues sí! Empezaré por la historia\nde los doce cruzados...\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nHola, Alcryst. ¿Estás disfrutando\ndel buen tiempo? Porque yo sí.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\n¿Me lo dices a mí? Ay, tu amabilidad me pone\nmuy nervioso... No soy digno de ella...\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\n¿Por qué te quedas tan lejos, Alcryst?\nAcércate un poco, por favor.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nQué majestuoso, qué regio... ¿Eh? No, gracias.\nEstoy bien aquí, en la distancia.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nスタルーク\nBrodia es famosa por sus joyas, pero yo lucho\npor mi pueblo. Ese es nuestro verdadero tesoro.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x08\x06リーフ\nAsí es como debe pensar un gran líder.\nLos brodianos se sentirán orgullosos de ti.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\nNo... ¿Cómo podrían? Ellos son como\ngemas, pero yo no soy más que gravilla.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x08\x06リーフ\nSi tú valoras a las personas,\nellas te valorarán a ti, igual que yo.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06ラピス\nQué bien entra el agua con azúcar...\n¡Ah! ¿Leif? ¿Cuánto rato llevas ahí?\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06リーフ\nNo sabía que existían tantas formas de\nconsumir azúcar... Cuánto sabes, Lapis.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\n¿Sacas las malas hierbas durante tu descanso?\nEres muy trabajadora, Lapis.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ラピス\nNo, solo me estoy aprovisionando para lueg...\nQuiero decir, ¡sí! ¡Quito las malas hierbas!\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nEn Thracia escasea la tierra fértil.\nPor eso hubo guerras entre el norte y el sur.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nImagino que sería difícil conseguir comida.\nPor cierto, ¿alguna vez has comido oso?\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06リーフ\nNo había muchos osos,\npero sí un montón de wyverns.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nNunca los he probado. ¿A qué saben?\n¿Se conservan bien? Cuéntame más.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nPerdona, Leif, no creas que te estaba\nmirando mal, es mi expresión normal.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x08\x06リーフ\nNo te preocupes, Citrinne,\ncreo que transmites mucha bondad.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nDime, Citrinne, ¿por qué quisiste ser\nla vasalla del príncipe Alcryst?\x0E\x04\x00\x00
