MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08リュール\n¿Nos ayudarás a traer la paz a este mundo?\x0E\x04\x00\x00
MID_GR_Fram_C_#002	\x0E\x03\x02\x08\x06アイク\nLo siento, pero no puedo sujetar la pluma.\x0E\x04\x00\x00
MID_GR_Fram_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06フラン\nTengo que preguntártelo, Ike:\n¿cómo es la vida dentro de un anillo?\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x08\x06アイク\nNo estoy seguro. Creo que estoy dormido todo\nel rato, aunque he soñado con batallas pasadas.\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06フラン\nIke, ¿te molesta tener que pasar\ntanto tiempo conmigo?\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x08\x06アイク\nNo, me gusta. Me recuerda a épocas pasadas,\ncuando vivía con mi banda de mercenarios.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x08\x06フラン\n¡Menos mal! Estaba preocupada.\nComo casi nunca sonríes...\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x08\x06アイク\nSiento haberte preocupado. Mis amigos\nsolían insistir en que aprendiera a socializar.\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nAsí que eres el Emblema del anillo de Solm.\n¡Tienes unos músculos que quitan el hipo!\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x08\x06アイク\n¿"Que quitan el hipo"?\nNo conocía esa expresión...\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nOye, ¿me enseñas a tener unos músculos\ncomo los tuyos?\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x08\x06アイク\nHay poco que enseñar. Entrena a diario y come\ncarne. No sé si te servirá, pero es lo que hago.\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nCon tanto combate he ganado\nun montón de músculo, ¿verdad?\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x08\x06アイク\nA mí no me lo parece, lo siento.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nNo te disculpes, me gusta tu franqueza.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x08\x06アイク\nMis amigos me decían que me faltaba tacto...\nMe alegra que para ti no suponga un problema.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nPareces muy concentrado.\n¿Repasas tu estrategia?\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nNo, leo una historia de caballeros.\nEs muy interesante.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\n¿Es el mismo libro del otro día?\n¿No te cansas de él?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0C\nブシュロン\nPara nada... Por algo es un clásico.\nTe lo puedo leer, si te interesa.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nAntes te he visto muy perdido. ¿Qué harás\nsi alguna vez debemos luchar en el bosque?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0C\nブシュロン\nNo hay problema.\nMe limitaré a seguir a mis amigos.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\nY, si los pierdo a ellos... Mmm...\nYa se me ocurrirá algo cuando ocurra.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x08\x06アイク\n¿Y en caso de que el enemigo nos rodee?\nMira, será mejor que no te separes de mí...\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nPara ser tan pequeña, estás muy musculada.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエーティエ\n¡Gracias por fijarte! Por algo entreno\ntodos los días.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0C\nエーティエ\nUna pregunta, Ike: ¿qué suplemento usas\npara tener esa musculatura tan definida?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x08\x06アイク\nNo sé qué es eso. Yo solo como carne,\naunque puede que no tenga nada que ver.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0C\nエーティエ\nCreo que, si todo el mundo entrenara,\nno habría más guerras.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x08\x06アイク\n¿Y eso por qué?\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nMe siento genial cuando entreno. Si todos\nnos sintiéramos así, nadie querría pelear.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x08\x06アイク\nDudo que tus palabras tengan mucho sentido,\npero ojalá la gente viera las cosas igual que tú.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nQué día tan maravilloso hace hoy. Ojalá\npudiera quedarme aquí a observar el cielo.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x08\x06アイク\nSí que suena bien...\nLástima que no todos los días sean así.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nDime, Ike, ¿qué opinas de usar la violencia\npara lograr la paz?\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x08\x06アイク\nCreo que, si alguien busca pelea,\nno me parece mal darle lo que quiere.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\n¿Hoy también entrenas, Céline?\nTe noto muy motivada.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x0A\x08セリーヌ\nA veces hay que derramar sangre\npara proteger a la gente.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nNo pienso quedarme de brazos cruzados y dejar\nque los soldados hagan el trabajo sucio.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x08\x06アイク\nUna princesa guerrera... No eres la primera que\nconozco. Seguro que tus súbditos te adoran.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x06\x04ルイ\nPor curiosidad, Ike:\n¿te gusta ver socializar a la gente?\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x08\x06アイク\n¿Eh? Prefiero que todo el mundo se lleve bien,\nsi es eso a lo que te refieres.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x06\x04ルイ\nSi planeara un evento social, ¿con quién\nte emparejaría? Con el príncipe Alfred, quizá...\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x08\x06アイク\nEs un tipo interesante.\nNo me importaría charlar con él.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x06\x04ルイ\nSupongo que no todo puede salir\nsegún lo planeado.\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x08\x06アイク\n¿Algún problema, Louis?\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nHe intentado ocultar mi pasión por observar a\nlos demás, pero mis amigos se han dado cuenta.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x08\x06アイク\nNo sé bien de qué hablas, pero, si quieres pasar\ndesapercibido, yo conocí a cierto espía que...\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06クロエ\nUn héroe que sale de un anillo para ayudar...\n¡Un comienzo propio de un cuento de hadas!\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06アイク\nQuizá si fuera un príncipe o algo por estilo.\nNo soy ningún héroe de cuento.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\n¿Qué es eso que comes siempre?\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06クロエ\nEs comida callejera; ¡me encanta!\nLástima que no puedas probarla.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06クロエ\nEspero que no te esfuerces demasiado solo\npor el hecho de que la gente cuente contigo, Ike.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06アイク\nGracias por preocuparte,\npero no es necesario.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06アイク\nMe gusta enfrentarme a rivales fuertes.\nSé que puede parecer raro.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06クロエ\nSi tú lo dices... Pero, si alguna vez necesitas\nhablar con alguien, recuerda que aquí me tienes.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nLos rumores sobre la existencia de un Emblema\npoderoso en Solm eran ciertos. Tu forma\nde combatir es impresionante.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06アイク\nGracias, aunque solo soy un soldado\nque ha entrenado más que el resto.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nEres muy hábil con la espada, Ike.\n¿Podrías enseñarme alguna de tus técnicas?\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x08\x06アイク\nLas aprendí de mi padre. Puedo enseñártelas,\npero te va a costar dominarlas.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nNo sé si seré capaz de superar\na mi padre y hacer que el reino prospere...\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x08\x06アイク\nNo te plantees si puedes o no. Hazlo y ya está.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x08\x06アイク\nEn eso consiste el entrenamiento, ¿no?\nEn prepararte para lograr tus objetivos.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0E\x0Cディアマンド\nTienes toda la razón.\nMe gusta hablar contigo, Ike.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08アンバー\n¡Soy Amber, domador de alpacas! También soy\nun héroe, como tú. Formaremos un gran equipo.\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x08\x06アイク\nYo no me considero un héroe, pero será un\nplacer luchar a tu lado... domador de alpacas.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nOye, Amber, ¿a qué sabe la carne de alpaca?\n¿Está buena?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08アンバー\n¿Qué? ¡Las alpacas no se comen!\n¡Son animales de compañía y nada más!\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08アンバー\nHe oído una leyenda sobre una alpaca dorada.\n¡Vamos por ella, Ike!\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06アイク\nEstá bien... ¿Se te ocurre por dónde\nempezar a buscar?\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nViven en las montañas. Si las registramos todas,\nseguro que damos con ella.\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x08\x06アイク\nYa, entonces va a ser un viaje largo...\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nMe siento a gusto a tu lado, Ike,\naunque no sé muy bien por qué...\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x08\x06アイク\nSupongo que es porque ambos preferimos\nel silencio. Eh, salvo en momentos como este.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\n¿Va todo bien, Jade? Pareces enojada...\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nPero si solo estoy sonriendo... ¿No lo ves?\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nIke, ¿conoces a alguien un tanto extravagante?\nNecesito nuevas ideas para un personaje.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06アイク\nPues... Una vez luché junto a un tipo\nque hacía apuestas. Siempre estaba\nde deudas hasta el cuello.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nInteresante. ¿Te supuso algún problema\ntener a un adicto al juego como aliado?\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x08\x06アイク\nPues sí, pero incluso mis compañeros\nmás problemáticos demostraron su valía.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\n¿Tienes un momento para hablar, Alcryst?\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nVaya, pero si recuerdas mi nombre...\nGracias, Ike. Me siento halagado.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nMe has ayudado mucho en la última batalla,\nAlcryst. Muchas gracias.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nNo hay de qué. Sería imperdonable que\nun desperdicio como yo no se sacrificara por ti.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\n¿Cómo es que confías tan poco en ti mismo,\ncon lo hábil que eres? No lo entiendo.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nスタルーク\nLo siento, Ike. Pero, si intentas compararme\ncon mi hermano mayor, la cosa está clara...\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x08\x06アイク\nMira, a mí me pasaba lo mismo con mi padre.\nEres fuerte, Alcryst; nunca lo olvides.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nGracias. No sé por qué, pero tus palabras\nme infunden confianza...\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06ラピス\nMe da vergüenza decir esto en alto, pero\nallá va: gracias por salvarme antes, Ike.\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06アイク\nNo hay de qué. Puede que ni siquiera\nnecesitases mi ayuda; eres muy fuerte.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06ラピス\n¿De qué podríamos hablar? Ah, ¿has probado\nla carne de oso? Dicen que es deliciosa...\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06アイク\n¡Claro! Nos contrataban a menudo para\ncazarlos, así que la he comido muchas veces.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06ラピス\n¡Qué fuerte que ambos hayamos cazado osos!\nAunque es lo único que tenemos en común.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nOjalá confiase en mí misma, como tú.\nPero me da tanto miedo perder...\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06アイク\nNo es tanto cuestión de confianza\ncomo de actuar sin pensárselo demasiado.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06アイク\nTranquila, sigue tu instinto.\nSi tropiezas, recuerda que estoy a tu lado.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0C\nシトリニカ\n¡Eres muy valiente, Ike! Un verdadero héroe.\n¿Podrías enseñarme a combatir como tú?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x08\x06アイク\nSuelo entrenar solo. Quizá no sea\nel mejor maestro, pero haré lo que pueda.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0C\nシトリニカ\nDicen que las sonrisas se contagian.\nDeberías sonreír más de vez en cuando.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x08\x06アイク\nEstá bien, lo intentaré.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0C\nシトリニカ\nDisfruto mucho de tu compañía, Ike.\n¿Podría hacer algo por ti?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x08\x06アイク\nNo se me ocurre nada.\x0E\x04\x00\x00
