MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x00\x0C\x06クロム\x023\n\x0E\x03\x00\x0C\x06ルフレ\x024\n\x0E\x03\x02\x0A\x08リュール\nEste templo parece prometedor.\nMantengamos los ojos bien abiertos.\x0E\x04\x00\x00
MID_EV9_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\n¡La barrera ha caído!\n¡Rápido! ¡Vayamos hacia los Emblemas!\x0E\x04\x00\x00
MID_BT1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06ルキナ\x02t\n\x0E\x05\x01\x14\x06ルキナ\nSmile\n\x0E\x03\x02\x08\x06ルキナ\n¡Padre! Jamás imaginé que te encontraría\ntambién en este mundo.\x0E\x04\x00\x00
MID_BT1_#002	\x0E\x03\x00\x0C\x06クロム\x02b\n\x0E\x05\x01\x14\x06クロム\nRelax\n\x0E\x03\x02\x08\x06クロム\n¡Lucina! Yo tampoco esperaba verte aquí.\x0E\x04\x02\x00
MID_BT1_#003	\x0E\x05\x01\x16\x06クロム\x0CStatus\nTenemos muchas cosas que contarnos,\npero lo haremos cuando finalice la batalla.\x0E\x04\x00\x00
MID_BT1_#004	\x0E\x05\x01\x16\x06ルキナ\x0CStatus\n\x0E\x03\x02\x08\x06ルキナ\n¡Claro! Hace mucho tiempo que no practicamos.\n¡Vamos a intentar no romper nada!\x0E\x04\x00\x00
MID_BT2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06クロム\x02b\n\x0E\x05\x01\x14\x06クロム\nRelax\n\x0E\x03\x02\x08\x06クロム\nEstá claro que estás \x0E\x0A\x00 \x0Ecurtido\x0Ecurtida en batalla.\nSe nota que sabes lo que haces.\x0E\x04\x00\x00
MID_BT2_#002	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nHe aprendido bastante,\npero aún me queda lograr mi objetivo.\x0E\x04\x00\x00
MID_BT2_#003	\x0E\x05\x01\x14\x06クロム\nSmile\n\x0E\x03\x02\x08\x06クロム\nTienes tanta determinación como Robin.\nPuedo verlo en tus ojos.\x0E\x04\x02\x00
MID_BT2_#004	\x0E\x05\x01\x16\x06クロム\x0CStatus\nEmpecemos. ¡Cuando quieras!\x0E\x04\x00\x00
MID_BT3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06ルキナ\x02t\n\x0E\x05\x01\x14\x06ルキナ\nSmile\n\x0E\x03\x02\x08\x06ルキナ\n¡Robin! Veo que has venido con mi padre.\x0E\x04\x00\x00
MID_BT3_#002	\x0E\x03\x00\x0C\x06ルフレ\x02b\n\x0E\x05\x01\x16\x06ルフレ\x0CNormal\n\x0E\x03\x02\x08\x06ルフレ\nPues sí. Nunca me he apartado de Chrom.\x0E\x04\x00\x00
MID_BT3_#003	\x0E\x05\x01\x16\x06ルキナ\x0CStatus\n\x0E\x03\x02\x08\x06ルキナ\nSe me hace un poco raro enfrentarme a la otra\nmitad de mi padre, pero ¡lo haré lo mejor que\npueda!\x0E\x04\x00\x00
MID_BT3_#004	\x0E\x05\x01\x16\x06ルフレ\x0CStrike\n\x0E\x03\x02\x08\x06ルフレ\nEntiendo cómo te sientes, aunque...\n¡ni se te ocurra contenerte!\x0E\x04\x00\x00
MID_BT4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06ルフレ\x02b\n\x0E\x05\x01\x16\x06ルフレ\x0CNormal\n\x0E\x03\x02\x08\x06ルフレ\nSiento curiosidad por ver de qué eres capaz.\nDemuéstrame tus dotes de liderazgo.\x0E\x04\x00\x00
MID_BT4_#002	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nSerá un placer, Emblema Robin.\x0E\x04\x02\x00
MID_BT4_#003	Quizá nuestras tácticas no te impresionen,\n¡pero nos unen vínculos muy fuertes!\x0E\x04\x00\x00
MID_BT4_#004	\x0E\x05\x01\x14\x06ルフレ\nSmile\n\x0E\x03\x02\x08\x06ルフレ\nCreo que Chrom estaba en lo cierto:\npareces ser \x0E\x0A\x00\x18\ndigno\ndigna de nuestra confianza.\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x00\x0C\x06ルフレ\x023\n\x0E\x03\x02\x08\x06ルフレ\nBueno, creo que he visto suficiente.\n¿Qué dices tú, Chrom?\x0E\x04\x00\x00
MID_ED1_#002	\x0E\x03\x02\x08\x06クロム\nPienso lo mismo.\nHa sido una gran muestra de fuerza y tesón.\x0E\x04\x02\x00
MID_ED1_#003	Estoy impresionado. Has hecho alarde\nde valentía y firmeza en tus convicciones.\x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x02\x0A\x08リュール\n¿Se unirán a nuestra causa?\x0E\x04\x00\x00
MID_ED1_#005	\x0E\x03\x02\x08\x06クロム\nSiento habértelo puesto difícil, pero quería\nestar seguro. Sí, \x0E\x06\x03\x00, te ayudaremos.\x0E\x04\x00\x00
MID_ED1_#006	\x0E\x03\x02\x08\x06ルフレ\nAunemos fuerzas para conducir a este mundo\na una nueva época de paz.\x0E\x04\x00\x00
MID_ED1_#007	\x0E\x03\x02\x0A\x08リュール\nGracias, Emblema Chrom y Emblema Robin.\x0E\x04\x02\x00
MID_ED1_#008	Con ustedes de nuestro lado,\nahora tengo más esperanza que nunca.\x0E\x04\x00\x00
MID_ED1_#009	\x0E\x03\x02\x08\x06クロム\nEso es: ¡esperanza!\nEsa es la clave para traer la paz a tu hogar.\x0E\x04\x00\x00
MID_ED1_#010	\x0E\x03\x02\x08\x06ルフレ\nY a nosotros nos corresponde mantenerla viva\npara que el mundo no se rinda al desánimo.\x0E\x04\x02\x00
MID_ED1_#011	Es esencial alimentar la llama de ese objetivo\nmanifestándolo a los cuatro vientos.\x0E\x04\x00\x00
MID_ED1_#012	\x0E\x03\x02\x08\x06クロム\nBien dicho. Nuestro objetivo es darle\nesperanza al mundo. No podemos flaquear.\x0E\x04\x02\x00
MID_ED1_#013	En algunos momentos de mi vida,\nhe estado a punto de rendirme.\x0E\x04\x02\x00
MID_ED1_#014	Pero Robin y nuestros aliados\nsiempre me dieron fuerzas para seguir.\x0E\x04\x02\x00
MID_ED1_#015	Incluso cuando mi destino era la muerte,\nlogramos burlarlo apoyándonos unos a otros.\x0E\x04\x00\x00
MID_ED1_#016	\x0E\x03\x02\x08\x06ルフレ\nEso es. Mientras te aferres a la esperanza,\nserás capaz de lograr lo mismo.\x0E\x04\x00\x00
MID_ED1_#017	\x0E\x03\x02\x0A\x08リュール\nEntiendo. Me tomaré muy en serio sus palabras.\x0E\x04\x00\x00
MID_ED1_#018	\x0E\x03\x02\x08\x06クロム\n¡Así se habla! Tenemos muchas ganas\nde luchar a tu lado en las batallas venideras.\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ルキナ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x00\x0C\x06ルフレ\x023\n\x0E\x03\x02\x08\x06ルキナ\n¡Padre! ¡Robin!\nHacía mucho tiempo que no nos veíamos.\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x08\x06クロム\n¡Lucina! Cuánto me alegro de volver a verte.\x0E\x04\x00\x00
MID_ED2_#003	\x0E\x03\x02\x08\x06ルフレ\nTienes buen aspecto.\n¿Eres un Emblema, como nosotros? Increíble.\x0E\x04\x02\x00
MID_ED2_#004	Chrom no hace más que preocuparse por ti.\nA decir verdad, a veces resulta un poco pesado.\x0E\x04\x00\x00
MID_ED2_#005	\x0E\x03\x02\x08\x06クロム\nSe suponía que no íbamos a hablar\nde eso delante de ella.\x0E\x04\x00\x00
MID_ED2_#006	\x0E\x03\x02\x08\x06ルキナ\n¿Tanto te preocupas?\x0E\x04\x00\x00
MID_ED2_#007	\x0E\x03\x02\x08\x06クロム\nPues claro que sí. Soy tu padre.\x0E\x04\x02\x00
MID_ED2_#008	Pero, ahora que vuelves a estar a mi lado,\npor fin puedo descansar tranquilo.\x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x02\x08\x06ルキナ\nMe siento como si me hubiese quitado\nun gran peso de encima.\x0E\x04\x02\x00
MID_ED2_#010	Por fin podemos volver a luchar juntos,\ncomo hacíamos en Ylisse.\x0E\x04\x00\x00
MID_ED2_#011	\x0E\x03\x02\x08\x06クロム\nNada me haría más feliz.\x0E\x04\x00\x00
MID_ED2_#012	\x0E\x03\x02\x08\x06ルフレ\nJuntos lograremos hacer de este mundo\nun lugar mejor.\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x02\x08\x06ルキナ\n¡Juntos!\x0E\x04\x00\x00
