MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nMe llena de entusiasmo poder luchar a tu lado.\nJuré a Lumera que te defendería con mi vida.\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nHe visitado a su Divinidad muchas veces\nmientras dormía. Es como de la familia para mí.\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x0A\x08シグルド\nA través del contacto prolongado se forjan lazos\nmás fuertes que los de sangre. Cuídalos.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nMi hermana me tachaba de insensato por acudir\nen defensa de mis amigos. ¿Qué te parece?\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nLa mía me llama "bárbaro" por eso mismo,\npero una sesión de ejercicio me quita el enojo.\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nA mi padre se lo llevó una epidemia cuando\nyo era niño, y yo casi no lo cuento tampoco.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0A\x08シグルド\nLo lamento por él. Sé muy bien lo que se siente\nal dejar huérfano a un hijo pequeño.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nAquello me motivó para ponerme fuerte. Soy\nun enclenque, pero con una voluntad de hierro.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0A\x08シグルド\nEn tal caso, lograrás lo que te propongas,\nsin duda. ¡Seguro que superas a tu padre!\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nTomemos las armas para defender al pueblo.\nLos lazos que nos unen cambiarán el mundo.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\n"Lazos" es una palabra poderosa. Me agradaría\ncontar siempre con un Emblema a mi lado.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nブシュロン\n¿Eh? ¿Acaso he vuelto al punto de partida?\n¿Cómo salgo de aquí?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0A\x08シグルド\nMe preguntaba si habías perdido el rumbo.\nYo te guiaré. Así tengo con quien conversar.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nブシュロン\n¿Es verdad que tienes un hijo, Sigurd?\nApuesto a que es un caballero extraordinario.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0A\x08シグルド\nSe convirtió en un caballero sobresaliente,\nen efecto. Pero tras mi muerte, por desgracia.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\nVaya, no lo sabía. Lo lamento mucho.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x0A\x08シグルド\nNo tienes por qué. Nuestro vínculo trasciende\nel tiempo y el espacio. Somos padre e hijo.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nエーティエ\nHola, Sigurd. ¿Va bien tu día? El mío sí,\nsobre todo ahora, que acabo de correr un rato.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0A\x08シグルド\nAh, con razón tienes el aspecto que tienes.\nO sea... que estás en plena forma, quería decir.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nエーティエ\n¿Te gusta el té, Sigurd? Y, en tal caso,\n¿te gustaría tomar una tacita conmigo?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0A\x08シグルド\n¿Cómo iba a rechazar semejante invitación?\nDel té no puedo gozar, pero de la compañía sí.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nエーティエ\nMis padres eran más estrictos conmigo\nque con mis hermanos. Creía que me odiaban.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0A\x08シグルド\nEsperaban mucho de ti, pues veían tu potencial.\nSeguro te sirvió para ser más disciplinada, ¿no?\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nBueno, me dieron este cuerpo para correr,\ny así despejo la mente. Ahí queda eso.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x0A\x08シグルド\nEs natural que los padres deseen proteger a sus\nhijos, aunque estos no siempre lo entiendan.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nEs un honor hablar contigo, Emblema Sigurd.\n¿Puedo invitarte a un té?\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x0A\x08シグルド\nMe encantaría. Ya no puedo beber té,\npero te escucharé de muy buen grado.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nSin duda, tu padre se regocijaría de ver\nla magnífica princesa en que te has convertido.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x0A\x08セリーヌ\nMe esfuerzo mucho para honrar su memoria.\nCuando acabe la guerra, mi reino me necesitará.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nHaría lo que fuese necesario por mi reino.\nEs mi deber como miembro de la familia real.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x0A\x08シグルド\nLa realeza tiene muchas obligaciones.\nDebes sopesar bien cuáles son las prioridades.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08シグルド\nAtiende las necesidades de tu pueblo\no caerás en una espiral de violencia.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x0A\x08セリーヌ\nGracias por el consejo, Sigurd.\nTu experiencia tiene un valor incalculable.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nEres la amabilidad personificada.\nQuisiera impregnarme de tu gentileza innata.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x06\x04ルイ\nSimplemente disfruto sirviendo a los demás.\nMe llena de júbilo ver cómo interactúan.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x06\x04ルイ\nHe aprendido mucho observándote, Sigurd.\nOjalá llegue a ser un caballero de tu prestigio.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x0A\x08シグルド\nTodo caballero lucha por su pueblo.\nAyudémonos mutuamente a protegerlo.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x06\x04ルイ\n¿Sabes que antes me ganaba la vida vendiendo\nbebidas y dulces hechos con uvas de mi tierra?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x0A\x08シグルド\nEl fruto de la vid... Cómo gozaba de su sabor\nmientras compartía sueños con mis amistades...\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nAlgún día podríamos darnos un homenaje.\nTengo tantas preguntas que hacerte...\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x0A\x08シグルド\nMe agradaría recordar los viejos tiempos.\nAcepto la invitación, Louis.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06クロエ\nMe siento entusiasmada de poder luchar\na tu lado, Sigurd. ¡Eres un caballero de leyenda!\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x0A\x08シグルド\nNo soy ningún héroe; solo lucho por el pueblo.\nAmbos nos regimos por los mismos principios.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06クロエ\n¡Mira, Sigurd! Traigo comida callejera especial,\nelaborada con pescado seco y fermentado.\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x0A\x08シグルド\nQué aroma tan... abrumador. ¿Y dices que esto\nse come? Será cuestión de acostumbrarse.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06クロエ\nDescansarás de vez en cuando, ¿no, Sigurd?\nHasta los Emblemas lo necesitan, digo yo.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x0A\x08シグルド\nMmm... El año que pasé en Silesse fue la última\nvez que me sentí en paz.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nSí que hace tiempo... ¿Quieres apoyar la cabeza\nen mi hombro? Dicen que se está cómodo.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x0A\x08シグルド\nDada mi condición incorpórea, he de declinar\nla oferta. Mejor te cuento una historia.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nEs un honor luchar junto a ti, Sigurd. He oído\nque eres un héroe curtido por las adversidades.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x0A\x08シグルド\nCierto, aunque logré superarlas con la ayuda\nde mis amigos. Ellos también eran héroes.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nSigurd, la magia se me resiste. De niño viví\nuna experiencia traumática con el fuego.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x0A\x08シグルド\nQué curioso. Yo también tengo un mal recuerdo\ndel fuego. Jamás olvidaré aquel aciago día.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nCuando acabe la guerra, espero que vengas\na Brodia. Puedo aprender mucho de ti.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x0A\x08シグルド\nUn gran halago viniendo de alguien tan capaz...\npero ha de permitirlo el Dragón Divino.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0A\x08シグルド\nPase lo que pase, tú y yo siempre estaremos\nunidos. No importa la distancia que nos separe.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0E\x0Cディアマンド\nBien dicho, Sigurd. Con tu ayuda, resistiré\nen pie mientras dure la batalla.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08アンバー\nTú eres un caballero sagrado, ¿verdad, Sigurd?\n¡Qué genial! ¡Poder hablar contigo es increíble!\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x0A\x08シグルド\nMe conmueve tu entusiasmo, Amber,\npero ahora somos amigos. Relájate, por favor.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nDicen que eres hijo de granjeros. Te habrás\nesforzado mucho para llegar a caballero.\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08アンバー\nMás o menos. Entrené mucho a caballo.\nPrefiero las alpacas, pero son muy pequeñas.\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nCaí en combate sin ver cumplidos mis sueños...\nPor suerte, mi hijo pudo acabar lo que empecé.\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x0A\x08アンバー\nCaray, espero estar a su altura.\n¡Me recordarán como el héroe de mi aldea!\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08シグルド\nDebe de ser maravilloso ver cómo un hijo pasa\na ser un héroe. ¡Guíate por tus pasiones, Amber!\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0A\x08アンバー\n¡Eso haré! Tengo mucho que aprender de ti,\nSigurd. Espero que te quedes por aquí.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nPongo mi honor a tu servicio, Sigurd.\nCuando necesites un muro de hierro, ahí estaré.\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08シグルド\nGracias, Jade. Unamos fuerzas para proteger\na los nuestros como verdaderos caballeros.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\n¿Qué hace esta armadura aquí sola, de pie?\n¡Ah, Jade! No te había visto.\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nDisculpa, Sigurd. Estaba meditando. Y debo\nadmitir que tu reacción me ha hecho gracia.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nSigurd, ¿te importa que escriba una historia\nsobre ti? Quiero plasmar tus experiencias.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x0A\x08シグルド\n¿Pretendes incluirme en una novela?\nHay gente con historias más felices que la mía.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nQuizá, pero yo quisiera escribir sobre tu vida.\nCon tu permiso, claro.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x0A\x08シグルド\nBien. Debemos pasar mucho tiempo juntos\npara que pueda contarte bien mi historia.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nスタルーク\n¡Ah! Lo siento, Sigurd. Solo quería saludar,\npero no soy digno de malgastar tu tiempo y...\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0A\x08シグルド\nPara nada, Alcryst. Soy un mero aliado\nmás del Dragón Divino, como tú.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nQuizá no te hayas percatado, Alcryst,\npero todos te quieren por tu gran gentileza.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nOh... No merezco tales palabras.\nMuchas gracias, Sigurd. Es un honor.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nTienes un talento innato para ver las cualidades\nde los demás. Espero que seas consciente.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nスタルーク\nNo es ningún talento; simplemente,\ntodo el mundo es mejor que yo.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0A\x08シグルド\nJe... ¡Otra vez! Espero que algún día logres\nverte con esos mismos ojos, Alcryst.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nGracias, Sigurd. No prometo nada,\npero lo intentaré.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06ラピス\nEres príncipe y caballero, ¿verdad, Sigurd?\nY yo, una humilde plebeya. Ay, qué nervios...\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x0A\x08シグルド\nTus orígenes no importan, Lapis.\nNos une la misma causa.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06ラピス\nMmm... Nada como las papas de mi tierra...\n¡Ah! ¡Sigurd! ¿Tú... oíste todo eso?\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x0A\x08シグルド\n¿Qué tiene de malo, Lapis? ¡Por favor, come!\nNo se puede vencer con el estómago vacío.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nPerdí la batalla más importante y dejé solo\na Seliph, mi hijo. Tenía tanto que enseñarle...\x0E\x04\x00\x00
