MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nSiento ser el último de los anillos\nque robaron de Lythos en unirme a ti.\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06フラン\n¿Tu hermano te saca de quicio, Eirika?\n¿O lo adoras? A mí puedes decírmelo.\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x0C\nエイリーク\nLo adoro, por supuesto. Es mi familia.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x0C\nエイリーク\nAdemás, es la persona que más admiro\ny en quien más confío. Eso nunca cambiará.\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x08\x06フラン\nQué bien, yo siento lo mismo. Debería decírselo\na mi hermano, pero me da vergüenza.\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nTienes mucha energía por la mañana;\ntanta, que hasta resulta contagiosa.\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nSí, produzco ese efecto en la gente.\n¿Quieres venir a correr conmigo algún día?\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\n¿No te cuesta levantarte antes del alba\npara hacer tus ejercicios mañaneros?\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nAntes sí, pero ya estoy acostumbrado.\nMe resulta más fácil iniciar el día con energía.\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nLos Emblemas son extraños.\nAunque estés aquí, no posees un cuerpo físico.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nTu voluntad es tan fuerte que no necesitas uno.\nSupongo que por eso eres un Emblema.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0C\nエイリーク\nNo lo sé. Aún considero que me queda mucho\nque aprender. Tú eres más fuerte que yo.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0C\nエイリーク\nCuando veo lo mucho que te esfuerzas\nen mejorar, me dan ganas de seguir tu ejemplo.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nAdmiro mucho tu forma física, Boucheron.\nOjalá yo también tuviera esos músculos.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nNo sé yo, Eirika. Te he visto pelear\ny no te hace falta nada más.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nブシュロン\n¿Tú lees, Eirika? A mí me gusta mucho,\nporque te pone en la piel de otra persona.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0C\nエイリーク\nSi todo el mundo leyese tanto como tú,\nseguro que el mundo sería un lugar más amable.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nMe gustaría leer libros,\npero no puedo pasar las páginas.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0C\nブシュロン\nSi me dices qué libro es,\nyo podría pasar las páginas por ti.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nエイリーク\n¡Gracias! Me interesaría leer un libro\nsobre la historia de Elyos. ¿O sería muy largo?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x0C\nブシュロン\n¡Para nada! Podría pasar más de mil\npáginas si fuera necesario.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエーティエ\nHoy pareces tener poca energía, ¿va todo bien?\nUna buena sesión de entrenamiento te animará.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエイリーク\n¿Cómo? Ah, no, solo estaba pensando.\nNo puedo ser siempre tan activa como tú.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nSiempre entrenas a todas horas.\n¿Tanto ansías hacerte más fuerte?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0C\nエーティエ\nNo solo entreno para ganar músculo.\nSe ha convertido en un modo de vida.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nTe cuento, Etie, que la idea de entrenar\ncomo modo de vida me ha abierto la mente.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0C\nエーティエ\n¡Y lo mejor es que obtienes resultados!\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nAun así, debes centrarte en el proceso,\nno en los resultados. ¿Entrenamos juntas?\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x0C\nエイリーク\nClaro. Si veo las cosas como tú,\npodré divertirme mientras entreno.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nDicen que aborreces la violencia, Eirika.\n¿Te resulta doloroso luchar como Emblema?\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x0C\nエイリーク\nHe decidido hacer todo lo que esté\nen mis manos para evitar que nadie más sufra.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nLa guerra afecta a nuestra salud mental.\nNo debemos olvidar curar esas heridas.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x0A\x08セリーヌ\nA mí me relaja el aroma del té floral.\nVoy a preparar un poco.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nSolo por el olor, puedo saber\nque tu té es delicioso, Céline.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x0A\x08セリーヌ\nMe honras. Como princesa, me preocupo\npor crear un ambiente acogedor.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0C\nエイリーク\nNo es solo etiqueta y buena educación, ¿no?\nPones tu corazón en esas hojas de té.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x0A\x08セリーヌ\nLo he aprendido de ti. Ver que alguien\nse preocupa por ti es muy reconfortante.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x06\x04ルイ\n¿Es cierto que los Emblemas no pueden tocar\na nadie de este mundo? ¿Te sientes sola?\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x0C\nエイリーク\nNo es tan malo. Puedo percibir la amabilidad\ny me siento conectada con todos ustedes.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nA veces extraño mi hogar, a mis aliados\ndurante la guerra... y, sobre todo, a mi amiga.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x06\x04ルイ\n¿Cómo era tu amiga? No me lo digas,\nme imagino a una bella caballera pegaso.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nNo te equivocaste antes... Mi amiga\nsí era una princesa y caballera pegaso.\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nUna combinación ganadora, sin duda.\nMe gustaría saber más de ella, si no te importa.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nHablar de ella con alguien te ayudará\na no sentirte tan sola. ¡Cuéntamelo todo!\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x0C\nエイリーク\nLo que dices tiene cierto sentido, pero hay\nalgo en tu entusiasmo que me inquieta...\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06クロエ\n¿Eirika? ¿Quién es ese chico tan apuesto\nque aparece a veces y se parece tanto a ti?\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x0C\nエイリーク\nEs mi mellizo, Ephraim. Espero que no te haya\nasustado, aunque lo has impresionado.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06クロエ\nTu hermano es maravilloso, Eirika.\nEs tan bello y tan fuerte como tú.\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x0C\nエイリーク\n¡Seguro que apreciará tus cumplidos!\nEspera... Chloé, ¿acaso no estarás...?\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06クロエ\nLo que quería decir de tu hermano\nes que juntos son aún más extraordinarios.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x0C\nエイリーク\nHe oído que te gustan ese tipo de escenas\nde los cuentos, y, como somos mellizos...\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\n¡Forman una pareja formidable!\nEs una lástima que solo aparezca en las batallas.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x0C\nエイリーク\nSí. Sé que te gustaría verlo, pero yo creo\nque nosotras también hacemos buena pareja.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nHe oído que tienes un mellizo, Eirika.\n¿Eso supuso un problema para la sucesión?\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x0C\nエイリーク\nNo, nunca he tenido aspiraciones al trono.\nNo hay nadie más apto para reinar que él.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nHas sido el heredero al trono desde que naciste,\n¿verdad? ¿Qué se siente?\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nSiempre estoy pensando en los problemas\ndel reino, pero intento seguir a mi corazón.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nMi padre me enseñó a gobernar por la fuerza.\nSoy el príncipe heredero de una potencia militar.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x0C\nエイリーク\nMi padre también tenía mentalidad militar,\npor eso decidí adiestrarme en el combate.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0C\nエイリーク\nAdmito que no me hace feliz recurrir\na la fuerza, pero a veces es necesario.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0E\x0Cディアマンド\nAsí es. La fuerza debe usarse para proteger\na la gente, pero también para mantener la paz.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nEn mi mundo no tenemos "alpacas", Amber.\n¡Son tan curiosas y tan adorables!\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x0A\x08アンバー\nAdorables, sí; curiosas, no sé yo.\n¡Son las mascotas perfectas!\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08アンバー\nPasé de ser un simple granjero de alpacas\na un vasallo real. ¿Tú tienes vasallos, Eirika?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0C\nエイリーク\nTuve uno... Un amable paladín llamado Seth.\nMuchos lo apodaban el Caballero de plata.\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08アンバー\nTu vasallo se llamaba el Caballero de plata...\nYo solo soy domador de alpacas...\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x0C\nエイリーク\n¿Qué ocurre, Amber?\nParece que algo te angustia...\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\n¡Soy un vasallo real sin un título fascinante!\n¿Qué debo hacer para ganarme un apodo?\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0C\nエイリーク\nSolo una cosa: dar lo mejor de ti. Ya lo verás:\npronto llegarán los títulos y las leyendas.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\n¿Disculpa, Jade? ¿Estás ocupada?\nPareces muy absorta...\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nAh, perdona, Eirika. No tengo nada que hacer,\nsolo dejaba que mi mente divagara.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nA veces la gente se ríe aunque esté\nhablando en serio. ¿Sabes por qué, Jade?\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nNo te lo tomes a mal. Yo tardo semanas\nen escribir algo gracioso. A ti te sale natural.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nOjalá pudiera hacer reír a la gente\nigual que lo haces tú, Jade...\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x0A\x08ジェーデ\n¿Y eso por qué?\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0C\nエイリーク\nSi una batalla saliera mal, animaría a mis aliados\ncon humor. Aunque espero que no haga falta...\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x0A\x08ジェーデ\nEres muy buena persona, Eirika.\nTu sola presencia basta para reconfortarnos.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nスタルーク\nSiento que tengas que conformarte conmigo,\nEirika. Mi hermano es mucho más capaz...\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nエイリーク\nYo siento lo mismo acerca de mi hermano.\nA veces pienso que él debería ocupar mi lugar...\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nスタルーク\nTu hermano mayor también es impresionante.\nImagino que sabes qué se siente al ser inferior.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nエイリーク\nSí, pero Ephraim siempre tiene elogios para mí.\nSeguro que tu hermano hace lo mismo contigo.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nスタルーク\nMi hermano siempre me apoya, pero solo\nporque intenta ser amable. Sé que, en secreto...\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nエイリーク\n¿No crees que, si eso fuera cierto,\nno sería tan considerado?\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nエイリーク\nTodo el mundo puede crecer y mejorar.\nNuestros hermanos ven nuestro potencial real.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nSupongo que sí. Temo no estar a la altura,\npero me esforzaré... igual que haces tú.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06ラピス\n¿Estás a gusto en nuestro mundo, Eirika?\nSi necesitas lo que sea, házmelo saber.\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x0C\nエイリーク\n¿Lo que sea? No puedo sujetar objetos físicos,\npero me gustaría ver algo interesante.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06ラピス\nAcabo de fabricar algo que creo que te gustará,\nEirika. Es un set de muebles en miniatura.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x0C\nエイリーク\n¡Increíble! Son tan bonitos y delicados...\nGracias, Lapis, me encantan tus creaciones.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nEres muy hábil con las manos, Lapis.\nAdmito que envidio tu destreza.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nGracias, aunque aprendí para sobrevivir.\nNo creo que a ti te hiciera falta.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x0C\nエイリーク\n¡Te equivocas! Lo que tú fabricas con amor\ny cariño son tesoros de valor incalculable.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nNunca lo había visto así... Tendré que tener\ncuidado, o harás que se me suba a la cabeza.\x0E\x04\x00\x00
