MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nブシュロン\x022\n\x0E\x03\x02\x0C\nブシュロン\n¿Está bien, su Divinidad?\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nブシュロン\x022\n\x0E\x03\x02\x0C\nブシュロン\nSiento mucho lo del otro día, Divinidad.\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x0C\nブシュロン\nEspero que mi pésimo sentido de la orientación\nno \x0E\x0A\x00\x0C\x04lo\x04la estresara aún más.\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x0A\x08リュール\nNo le des más vueltas. Volvimos a casa sanos\ny salvos... e incluso fue divertido.\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x0C\nブシュロン\nNo sabe cuánto me alivia oír eso.\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x0A\x08リュール\n¿Qué otras cosas haces para relajarte?\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x0C\nブシュロン\nMe encanta leer. No hay nada como sumergirse\nen otros mundos para olvidarse del nuestro.\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x0C\nブシュロン\nLe recomiendo este libro. Es una obra clásica\nde mi país titulada "Amor en flor".\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x0A\x08リュール\nEstá un poco... húmedo. Y arrugado.\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x0C\nブシュロン\nLo siento muchísimo. Es por las lágrimas.\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x0A\x08リュール\n¡¿Perdona?!\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x0C\nブシュロン\nEs que soy de lágrima fácil.\nPor eso...\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0C\nブシュロン\nMe conmuevo solo con ver la portada.\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x0A\x08リュール\n¡Y será verdad!\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x0C\nブシュロン\nNo se haga una idea equivocada. Leer es\nmuy relajante. Y este es uno de mis favoritos.\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x0A\x08リュール\nDe acuerdo... Veamos...\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x0C\nブシュロン\n¡Espere! Es que me emociono\nsolo de ver el índice...\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x0A\x08リュール\n¡¿En serio?!\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x0C\nブシュロン\nLo siento, Divinidad... Así no puede relajarse.\n\x0E\x0A\x00\x0C\x04Lo\x04La dejaré a solas con el libro.\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x0A\x08リュール\n¿Seguro? De verdad que no me importa.\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x0A\x08リュール\nAdemás, creo que la gente se preocuparía\nsi te viese llorando por ahí.\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x0C\nブシュロン\n¡Oh, su Divinidad, es tan amable!\nEspere a que lleguemos al prefacio...\x0E\x04\x00\x00
MID_RELIANCE_A_#022	\x0E\x03\x02\x0A\x08リュール\nA este ritmo, la guerra acabará\nantes de que leamos el primer capítulo...\x0E\x04\x00\x00
MID_RELIANCE_S_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nブシュロン\x022\n\x0E\x03\x02\x0C\nブシュロン\n¿Me había llamado, Dragón Divino?\n¿Hay algún problema?\x0E\x04\x00\x00
MID_RELIANCE_S_#002	\x0E\x03\x02\x0A\x08リュール\nHola, Boucheron. He estado pensando\nen tus consejos para liberar el estrés.\x0E\x04\x00\x00
MID_RELIANCE_S_#003	\x0E\x03\x02\x0A\x08リュール\nPero he requerido tu presencia aquí\npor otro motivo.\x0E\x04\x00\x00
MID_RELIANCE_S_#004	\x0E\x03\x02\x0C\nブシュロン\n¿Mmm?\x0E\x04\x00\x00
MID_RELIANCE_S_#005	\x0E\x03\x02\x0A\x08リュール\nMe gustaría decirte tres cosas.\x0E\x04\x00\x00
MID_RELIANCE_S_#006	\x0E\x03\x02\x0A\x08リュール\nEn primer lugar, me gustaría darte las gracias.\x0E\x04\x00\x00
MID_RELIANCE_S_#007	\x0E\x03\x02\x0A\x08リュール\nEspero que sepas lo mucho que aprecio\nque siempre estés dispuesto a ayudarme.\x0E\x04\x00\x00
MID_RELIANCE_S_#008	\x0E\x03\x02\x0C\nブシュロン\nPor favor, no hay de qué.\nEs un placer \x0E\x0A\x00$\x10ayudarlo\x10ayudarla en todo lo que puedo.\x0E\x04\x00\x00
MID_RELIANCE_S_#009	\x0E\x03\x02\x0A\x08リュール\nDebo decir que tu dedicación resulta\nencantadora. Igual que tu humildad.\x0E\x04\x00\x00
MID_RELIANCE_S_#010	\x0E\x03\x02\x0C\nブシュロン\n¿Piensa que soy encantador?\x0E\x04\x00\x00
MID_RELIANCE_S_#011	\x0E\x03\x02\x0A\x08リュール\nSí. De hecho, esa es la segunda cosa\nque quería decirte.\x0E\x04\x00\x00
MID_RELIANCE_S_#012	\x0E\x03\x02\x0A\x08リュール\nPero todavía me queda una más.\nVerás...\x0E\x04\x00\x00
MID_RELIANCE_S_#013	\x0E\x03\x02\x0A\x08リュール\n(...)\x0E\x04\x00\x00
MID_RELIANCE_S_#014	\x0E\x03\x02\x0A\x08リュール\nVaya... lo siento...\nEs que... me estoy emocionando...\x0E\x04\x00\x00
MID_RELIANCE_S_#015	\x0E\x03\x02\x0C\nブシュロン\n(...)\x0E\x04\x00\x00
MID_RELIANCE_S_#016	\x0E\x03\x02\x0A\x08リュール\n¿Qué ocurre?\x0E\x04\x00\x00
MID_RELIANCE_S_#017	\x0E\x03\x02\x0C\nブシュロン\nNo puedo \x0E\x0A\x00\x18\nverlo\nverla así sin emocionarme\nyo también.\x0E\x04\x00\x00
MID_RELIANCE_S_#018	\x0E\x03\x02\x0A\x08リュール\nTe desvives para que todos se sientan mejor.\nQuizá por eso me resultas tan especial.\x0E\x04\x00\x00
MID_RELIANCE_S_#019	\x0E\x03\x02\x0C\nブシュロン\n¿Mmm?\x0E\x04\x00\x00
MID_RELIANCE_S_#020	\x0E\x03\x02\x0A\x08リュール\nBoucheron, ¿aceptas el Anillo del Pacto\ny te comprometes a permanecer a mi lado?\x0E\x04\x00\x00
MID_RELIANCE_S_#021	\x0E\x03\x02\x0A\x08リュール\nCreo que tenemos un vínculo especial,\ny no me gustaría perderlo tras la guerra.\x0E\x04\x00\x00
MID_RELIANCE_S_#022	\x0E\x03\x02\x0C\nブシュロン\n¿De veras? Oh, Divinidad, estoy tan feliz\nque creo que voy a llorar...\x0E\x04\x00\x00
MID_RELIANCE_S_#023	\x0E\x03\x02\x0C\nブシュロン\nPero debo mantener la compostura\npara decirle algo.\x0E\x04\x00\x00
MID_RELIANCE_S_#024	\x0E\x03\x02\x0C\nブシュロン\nNo soy más que un simple caballero,\npero siempre \x0E\x0A\x00\x0C\x04lo\x04la he tenido en gran estima.\x0E\x04\x00\x00
MID_RELIANCE_S_#025	\x0E\x03\x02\x0A\x08リュール\n¿Quiere eso decir que sí?\x0E\x04\x00\x00
MID_RELIANCE_S_#026	\x0E\x03\x02\x0C\nブシュロン\nClaro que lo acepto. Es la prueba de que\nnuestros sentimientos son correspondidos.\x0E\x04\x00\x00
MID_RELIANCE_S_#027	\x0E\x03\x02\x0C\nブシュロン\nSi puede sentirse feliz con alguien como yo,\n¡\x0E\x0A\x00\x0C\x04lo\x04la seguiré hasta el fin del mundo!\x0E\x04\x00\x00
MID_RELIANCE_S_#028	\x0E\x03\x02\x0A\x08リュール\nGracias, Boucheron.\nTenemos que celebrar este momento.\x0E\x04\x00\x00
MID_RELIANCE_S_#029	\x0E\x03\x02\x0C\nブシュロン\nMe ha quitado las palabras de la boca.\x0E\x04\x00\x00
MID_RELIANCE_S_#030	\x0E\x03\x02\x0C\nブシュロン\nCuando me sienta triste y perdido en la vida,\nsé que con usted volveré a encontrar el camino.\x0E\x04\x00\x00
