MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x12\x0Cオルテンシア\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nAh... ¡Te encontré, Clanne!\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x08\x06クラン\nMe pareció una cosa admirable.\nPor eso he fundado un club de fans.\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0E\x0Cオルテンシア\nOh, Clanne...\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x08\x06クラン\nQuizá sea demasiado tarde, pero puedes\ncontar con mi apoyo, princesa Hortensia.\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x0E\x0Cオルテンシア\n¡Sí que llegas tarde! Pero...\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x0E\x0Cオルテンシア\n¡Estoy muy contenta! ¡Gracias, Clanne!\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x08\x06クラン\nY ahora... ¡hay que hacerle publicidad!\n¡Seguro que mucha gente querrá apuntarse!\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x0E\x0Cオルテンシア\n¿Sabes qué? Creo que por el momento\nme basta con un solo admirador.\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x08\x06クラン\n¿De veras? ¿Por qué?\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x0E\x0Cオルテンシア\nObviamente, al ser un club dedicado a mí,\nla gente acabará haciendo cola para unirse.\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x0E\x0Cオルテンシア\nAsí que, mientras pueda, prefiero disfrutar de\nun círculo de admiración más íntimo, ¿sabes?\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x08\x06クラン\nEso suena genial...\x0E\x04\x00\x00
MID_RELIANCE_A_#022	\x0E\x03\x02\x08\x06クラン\nDe acuerdo, ¡intentaré ser el mejor grupo\nde admiradores unipersonal!\x0E\x04\x00\x00
MID_RELIANCE_A_#023	\x0E\x03\x02\x0E\x0Cオルテンシア\nNo podría desear un presidente mejor\npara mi club de fans.\x0E\x04\x00\x00
